"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_carbon","cs137_activity","cs137_activity_se","cs137_unit","excess_pb210_activity","excess_pb210_activity_se","total_pb210_activity","total_pb210_activity_se","pb210_unit","ra226_activity","ra226_activity_se","ra226_unit","delta_c13","be7_activity","be7_activity_se","be7_unit","age","age_min","age_max","depth_interval_notes"
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,1959,1976,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964,1954,1973,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,1950,1969,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,1946,1966,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,1941,1963,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1937,1960,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1933,1958,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1929,1955,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1925,1952,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,1921,1949,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931,1917,1947,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,1914,1944,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,1910,1942,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,1907,1940,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,1903,1937,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,1900,1935,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,1897,1933,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909,1894,1931,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906,1891,1929,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904,1888,1927,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1996,2005,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1993,2003,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1989,2000,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1985,1997,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1980,1993,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,1975,1989,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,1970,1986,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,1967,1984,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,1964,1982,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,1961,1980,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,1956,1977,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963,1951,1973,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,1946,1970,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,1942,1967,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,1937,1964,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1931,1960,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1923,1956,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,1916,1951,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,1908,1946,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922,1900,1941,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,1892,1937,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1911,1884,1933,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1903,1877,1928,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895,1869,1923,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1887,1860,1918,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878,1852,1913,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,1843,1907,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,1835,1901,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,1828,1895,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR2","single set of methods",32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,1821,1891,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1997,2008,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1992,2005,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,1987,2002,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1982,1999,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1977,1995,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1973,1992,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,1968,1988,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,1964,1985,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,1960,1981,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,1956,1978,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964,1951,1975,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,1947,1972,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957,1943,1970,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,1938,1967,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1934,1964,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1930,1961,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1926,1958,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1922,1955,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,1918,1952,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,1913,1949,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,1909,1946,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922,1905,1943,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,1901,1940,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,1898,1937,NA
"Eagle_et_al_2021","San José Lagoon","SJ1","single set of methods",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1911,1894,1934,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,2003,2008,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1998,2003,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1992,2000,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,1987,1996,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,1977,1991,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1970,1984,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,1967,1982,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,1964,1980,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,1958,1975,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961,1951,1968,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958,1948,1966,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,1945,1964,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1940,1960,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1935,1955,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1929,1950,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,1923,1945,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,1917,1941,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,1911,1937,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919,1906,1934,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,1901,1931,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1911,1897,1926,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906,1893,1922,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901,1890,1916,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,1886,1911,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,1883,1906,NA
"Eagle_et_al_2021","San José Lagoon","SJ2","single set of methods",28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886,1879,1901,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1998,2012,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1996,2010,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1994,2007,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1991,2005,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1988,2003,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1985,2001,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1983,2000,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1981,1998,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1979,1996,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1977,1994,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1974,1992,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,1971,1990,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,1969,1989,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1967,1987,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,1964,1985,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,1962,1982,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,1959,1980,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,1955,1977,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,1948,1973,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,1943,1968,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,1940,1964,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1936,1960,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1933,1957,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943,1930,1955,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1926,1952,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,1922,1949,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,1918,1946,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,1915,1942,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,1911,1938,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,1907,1934,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,1898,1928,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905,1887,1921,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890,1862,1911,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,1841,1901,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,1828,1893,NA
"Eagle_et_al_2021","Piñones","PIN1","single set of methods",38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,1816,1885,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2002,2014,NA
