"study_id","site_id","core_id","latitude","longitude","year","position_notes","habitat","vegetation_class","inundation_class","inundation_notes","salinity_class","position_method","core_notes"
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-16",56.05756,-3.733233,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-17",56.05393,-3.732244,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-18",56.0536,-3.733278,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-19",56.05397,-3.734277,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-2",56.05545,-3.733292,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-20",56.05421,-3.734309,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-3",56.05538,-3.733558,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-4",56.05547,-3.733817,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-5",56.05551,-3.734341,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-6",56.05552,-3.73459,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-7",56.05535,-3.734806,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-8",56.05561,-3.7349579999999998,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Skinflats","RSPB-SF-18-9",56.0557,-3.735311,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-01",52.95721,0.9208819,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-02",52.95769,0.9208849,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-03",52.95906,0.921037,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-04",52.95988,0.9214049,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-05",52.96121,0.9216581,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-06",52.96332,0.9226646,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-07",52.96482,0.9224827,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-08",52.96522,0.9228674,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-09",52.95723,0.9180246,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-10",52.95777,0.9191182,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-11",52.95991,0.9223452,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-12",52.96105,0.9242539,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-13",52.96217,0.9265331,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-14",52.96323,0.9284371,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-16",52.96376,0.9285324,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-17",52.96187,0.9283003,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-18",52.96041,0.9281567,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-19",52.95922,0.9277638,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-20",52.95832,0.928224,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Stiffkey","SM-21",52.95745,0.9282395,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 1",54.00332,-2.8885,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 10",53.99923,-2.890271,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 11",53.99893,-2.892696,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 12",53.9989,-2.893801,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 13",54.00429,-2.889049,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 14",54.00229,-2.890104,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 15",54.001220000000004,-2.890578,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 16",53.99997,-2.891157,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 17",53.99774,-2.892435,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 2",54.00316,-2.889388,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 3",54.00303,-2.891506,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 4",54.00306,-2.893003,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 5",54.00308,-2.8943,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 6",54.00312,-2.895822,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 7",53.99986,-2.885786,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 8",53.99961,-2.886799,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Sunderland","Sunderland 9",53.99938,-2.888411,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T1",56.43717,-3.102327,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T10",56.43631,-3.106039,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T11",56.43641,-3.106075,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T12",56.43619,-3.105981,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T13",56.43573,-3.1081,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T14",56.43531,-3.109259,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T15",56.43535,-3.109311,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T16",56.43519,-3.109103,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T17",56.43486,-3.110032,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T2",56.43714,-3.102327,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T3",56.4372,-3.102414,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T4",56.4373,-3.1025,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T5",56.43744,-3.102654,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T6",56.43678,-3.104299,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T7",56.43672,-3.104528,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T8",56.43666,-3.104833,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tay","T9",56.4366,-3.105173,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 1",56.00329,-2.598657,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 10",56.00309,-2.602025,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 11",56.00388,-2.601579,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 12",56.00373,-2.601384,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 13",56.00355,-2.601214,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 14",56.00338,-2.601141,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 15",56.00306,-2.600987,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 16",56.00284,-2.600737,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 17",56.00265,-2.600567,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 18",56.00242,-2.600266,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 19",56.00198,-2.60002,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 2",56.00325,-2.59877,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 20",56.00191,-2.60056,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 21",56.00177,-2.60132,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 22",56.00177,-2.60125,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 23",56.00224,-2.60079,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 24",56.00149,-2.60036,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 3",56.00319,-2.598991,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 4",56.00314,-2.599419,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 5",56.00309,-2.59983,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 6",56.00307,-2.600267,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 7",56.00311,-2.600853,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 8",56.00317,-2.601412,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Tyninghame","Bel 9",56.00313,-2.601873,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK01",58.94207,-3.083214,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK02",58.94203,-3.083683,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK03",58.94198,-3.084486,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK04",58.94193,-3.085205,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK05",58.94195,-3.085928,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK06",58.94197,-3.08647,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK07",58.94191,-3.086919,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK08",58.94244,-3.087185,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK09",58.9427,-3.087175,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK10",58.94277,-3.088988,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022a","Waulkmill Bay","WALK11",58.94264,-3.089439,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Arne","ARN-11",50.69109,-2.028361,2020,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Arne","ARN-16",50.69044,-2.026591,2020,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Avon","AM-2",50.3025,-3.853485,2020,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Avon","AM-6",50.30255,-3.854344,2020,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Black Rock","BR-10-01",51.59886,-2.696229,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Black Rock","BR-19-05",51.59838,-2.695211,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Caerlaverock","Nith 16",54.97062,-3.520044,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Caerlaverock","Nith-10",54.96836,-3.515866,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Gedney","GM-1",52.83972,0.1937675,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Gedney","GM-5",52.84049,0.19982,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Kyle of Tongue","KT-19-1",58.44719,-4.478129,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Kyle of Tongue","KT-19-2",58.44708,-4.478379,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Lindisfarne","LI-1",55.68108,-1.843411,2021,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Llanrhidian","LR-19-06",51.61575,-4.169259,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Loch Laich","LL-1",56.56697,-5.372463,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Loch Laich","LL-2",56.56661,-5.373783,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Malltraeth","ML-1",53.16643,-4.387984,2021,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Newton","NT-19-14",50.7167,-1.394051,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Newton","NT-19-8",50.71626,-1.394454,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Orplands","OR-7-2",51.71724,0.8575575,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Orplands","OR-8-2",51.71762,0.8570886,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Siffkey","SM-2",52.95769,0.9208849,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Siffkey","SM-7",52.96482,0.9224827,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Skinflats","Skin-1",56.05819,-3.736333,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Skinflats","Skin-2",56.05845,-3.73453,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Sunderland","SU-19-05",54.00306,-2.894315,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Sunderland","SU-19-1",54.00331,-2.888507,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Tay","Tay 1",56.43717,-3.102434,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Waulkmill","Waulk 2",58.94203,-3.083681,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Welwick","WM-1",53.64881,0.02532157,2020,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Welwick","WM-2",53.6468,0.02675334,2020,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2022b","Wigtown","Wig A",54.87058,-4.427236,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Smeaton_et_al_2023","Barrow Hill","BaH-H-3",51.79595,0.9232564,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Historic-Breach"
"Smeaton_et_al_2023","Barrow Hill","BaH-N-14",51.79765,0.921725,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","Brandy Hole","BH-H-3",51.62851,0.6450726,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Historic-Breach"
"Smeaton_et_al_2023","Brandy Hole","BH-N-12",51.62966,0.645327,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","Ferry Lane","FL-H-5",51.85143,0.9585925,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Historic-Breach"
"Smeaton_et_al_2023","Ferry Lane","FL-N",51.85296,0.9595008,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","North Fambridge","NF-H-4",51.63893,0.662127,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Historic-Breach"
"Smeaton_et_al_2023","North Fambridge","NF-N",51.63801,0.6608388,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","Northy Island","NI-HS-2",51.71935,0.7169129,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Historic-Breach"
"Smeaton_et_al_2023","Northy Island","NI-MR-8",51.71905,0.7144798,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Managed Realignment"
"Smeaton_et_al_2023","Northy Island","NI-N-17",51.71924,0.7102708,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","Orplands","OR-MR-13",51.71974,0.8655028,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Managed Realignment"
"Smeaton_et_al_2023","Orplands","OR-N-5",51.7684,0.8371058,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","Orplands","OR-N-7",51.71762,0.857084,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","Orplands","OR-N-8",51.71724,0.857563,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","Tollesbury","TL-MR-5",51.76887,0.8385759,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Managed Realignment"
"Smeaton_et_al_2023","Tollesbury","TL-N-11",51.76984,0.8386148,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Smeaton_et_al_2023","Wallasea Island","WI-H-12",51.62206,0.8074471,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Historic-Breach"
"Smeaton_et_al_2023","Wallasea Island","WI-N-3",51.62069,0.8118963,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,"Natural"
"Van_de_Broek_et_al_2018","Hellegat old","Hellegat old",51.36586,3.952925,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Van_de_Broek_et_al_2018","Hellegat young","Hellegat young",51.36669,3.953547,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Van_de_Broek_et_al_2018","Kruispolder old","Kruispolder old",51.35981,4.093231,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Van_de_Broek_et_al_2018","Kruispolder young","Kruispolder young",51.35757,4.098853,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Van_de_Broek_et_al_2018","Sloehaven old","Sloehaven old",51.45552,3.655722,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Van_de_Broek_et_al_2018","Sloehaven young","Sloehaven young",51.45643,3.663644,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Van_de_Broek_et_al_2018","Zuidgors old","Zuidgors old",51.38965,3.836089,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Van_de_Broek_et_al_2018","Zuidgors young","Zuidgors young",51.38801,3.828275,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","A04",45.68263,13.35869,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","A07",45.68126,13.35731,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","A08",45.68088,13.35522,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","B03",45.68434,13.33551,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","B04",45.68412,13.33599,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","B05",45.68377,13.33591,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","B06",45.68371,13.33677,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","C01",45.69932,13.30118,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","C02",45.69875,13.30121,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","C03",45.69791,13.30278,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","C04",45.69735,13.30376,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","D04",45.70546,13.29124,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","D05",45.70561,13.29006,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","E06",45.7106,13.26137,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","E07",45.71089,13.26005,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","E08",45.71127,13.25912,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","F03",45.71637,13.23874,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","F04",45.71641,13.23932,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","F05",45.71629,13.24064,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","G05",45.71412,13.21733,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","G06",45.71416,13.21569,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","G07",45.71392,13.21378,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","H08",45.71383,13.1843,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","H09",45.71373,13.18445,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","I17",45.70771,13.17764,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","I18",45.70769,13.17668,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","L14",45.70365,13.16002,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Vitti_et_al_2020","Marano and Grado Lagoon","L15",45.70387,13.15975,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
