study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,author,title,journal,school,pages,keywords,editor,booktitle,institution,copyright,language
Paula_et_al_2001,Paula_et_al_2001,Article,Paula_2001,Article,10.1006/ecss.2001.0809,https://doi.org/10.1006/ecss.2001.0809,2001,sep,Elsevier {BV},53,3,J. Paula and P. Fidalgo Ecosta and A. Martins and D. Gove,"Patterns of Abundance of Seagrasses and Associated Infaunal Communities at Inhaca Island, Mozambique","Estuarine, Coastal and Shelf Science",NA,307--318,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Kamp-Nielsen_et_al_2002,Article,Kamp_Nielsen_2002,Article,10.1006/ecss.2001.0822,https://doi.org/10.1006/ecss.2001.0822,2002,jan,Elsevier {BV},54,1,L. Kamp-Nielsen and J.E. Vermaat and I. Wesseling and J. Borum and O. Geertz-Hansen,Sediment Properties along Gradients of Siltation in South-east Asia,"Estuarine, Coastal and Shelf Science",NA,127--137,NA,NA,NA,NA,NA,NA
Danovaro_et_al_1994,Danovaro_et_al_1994,Article,Danovaro_1994,Article,10.1007/bf00354310,https://doi.org/10.1007/bf00354310,1994,jul,Springer Nature,119,4,R. Danovaro and M. Fabiano and M. Boyer,"Seasonal changes of benthic bacteria in a seagrass bed (Posidonia oceanica) of the Ligurian Sea in relation to origin, composition and fate of the sediment organic matter",Marine Biology,NA,489--500,NA,NA,NA,NA,NA,NA
Danovaro_1996,Danovaro_1996,Article,Danovaro_1996,Article,10.1007/bf00993638,https://doi.org/10.1007/bf00993638,1996,NA,Springer Science and Business Media {LLC},127,1,R. Danovaro,Detritus-Bacteria-Meiofauna interactions in a seagrass bed (Posidonia oceanica) of the {NW} Mediterranean,Marine Biology,NA,1--13,NA,NA,NA,NA,NA,NA
Danovaro_and_Gambi_2002,Danovaro_and_Gambi_2002,Article,R__2002,Article,10.1007/s00227-002-0857-y,https://doi.org/10.1007/s00227-002-0857-y,2002,oct,Springer Nature,141,4,Danovaro R. and Gambi C.,Biodiversity and trophic structure of nematode assemblages in seagrass systems: evidence for a coupling with changes in food availability,Marine Biology,NA,667--677,NA,NA,NA,NA,NA,NA
Hebert_et_al_2007,Hebert_et_al_2007,Article,Hebert_2006,Article,10.1007/s10498-006-9007-3,https://doi.org/10.1007/s10498-006-9007-3,2006,nov,Springer Nature,13,1,Andrew B. Hebert and John W. Morse and Peter M. Eldridge,Small-scale heterogeneity in the geochemistry of seagrass vegetated and non-vegetated estuarine sediments: causes and consequences,Aquatic Geochemistry,NA,19--39,NA,NA,NA,NA,NA,NA
Holmer_et_al_2007,Holmer_et_al_2007,Article,Holmer_2007,Article,10.1007/s10533-007-9127-x,https://doi.org/10.1007/s10533-007-9127-x,2007,jun,Springer Nature,85,2,Marianne Holmer and Morten S. Frederiksen,Stimulation of sulfate reduction rates in Mediterranean fish farm sediments inhabited by the seagrass Posidonia oceanica,Biogeochemistry,NA,169--184,NA,NA,NA,NA,NA,NA
Lillebo_et_al_2006,Lillebo_et_al_2006,Article,Lilleb__2006,Article,10.1007/s10750-005-1114-4,https://doi.org/10.1007/s10750-005-1114-4,2006,feb,Springer Nature,555,1,A. I. Lille ø and M. R. Flindt and M. A. Pardal and J. C. Marques,"The Effect of Zostera noltii, Spartina maritima and Scirpus maritimus on Sediment Pore-water Profiles in a Temperate Intertidal Estuary",Hydrobiologia,NA,175--183,NA,NA,NA,NA,NA,NA
Spruzen_et_al_2008,Spruzen_et_al_2008,Article,Spruzen_2007,Article,10.1007/s10750-007-9166-2,https://doi.org/10.1007/s10750-007-9166-2,2007,oct,Springer Nature,598,1,Fiona L. Spruzen and Alastair M. M. Richardson and Eric J. Woehler,"Spatial variation of intertidal macroinvertebrates and environmental variables in Robbins Passage wetlands, {NW} Tasmania",Hydrobiologia,NA,325--342,NA,NA,NA,NA,NA,NA
Yarbro_and_Carlson_2008,Yarbro_and_Carlson_2008,Article,Yarbro_2008,Article,10.1007/s12237-008-9071-6,https://doi.org/10.1007/s12237-008-9071-6,2008,aug,Springer Nature,31,5,Laura A. Yarbro and Paul R. Carlson,"Community Oxygen and Nutrient Fluxes in Seagrass Beds of Florida Bay, {USA}",Estuaries and Coasts,NA,877--897,NA,NA,NA,NA,NA,NA
Holmer_et_al_2009,Holmer_et_al_2009,Article,Holmer_2009,Article,10.1007/s12237-009-9133-4,https://doi.org/10.1007/s12237-009-9133-4,2009,feb,Springer Nature,32,3,Marianne Holmer and NÃºria Mar {à} and Morgane Lamote and Carlos M. Duarte,Deterioration of Sediment Quality in Seagrass Meadows (Posidonia oceanica) Invaded by Macroalgae (Caulerpa sp.),Estuaries and Coasts,NA,456--466,NA,NA,NA,NA,NA,NA
Kenig_et_al_1990,Kenig_et_al_1990,Article,Kenig_1990,Article,10.1016/0146-6380(90)90113-e,https://doi.org/10.1016/0146-6380(90)90113-e,1990,jan,Elsevier {BV},16,NA,Fabien Kenig and Alain Y. Huc and Bruce H. Purser and Jean-Louis Oudin,"Sedimentation, distribution and diagenesis of organic matter in a recent carbonate environment, Abu Dhabi, U.A.E.",Organic Geochemistry,NA,735--747,NA,NA,NA,NA,NA,NA
De_Iongh_et_al_1995,De_Iongh_et_al_1995,Article,de_Iongh_1995,Article,10.1016/0304-3770(94)00438-r,https://doi.org/10.1016/0304-3770(94)00438-r,1995,apr,Elsevier {BV},50,1,H.H. {de Iongh} and B.J. Wenno and E. Meelis,"Seagrass distribution and seasonal biomass changes in relation to dugong grazing in the Moluccas, East Indonesia",Aquatic Botany,NA,1--19,NA,NA,NA,NA,NA,NA
Lee_et_al_2005,Lee_et_al_2005,Article,Lee_2005,Article,10.1016/j.aquabot.2005.07.004,https://doi.org/10.1016/j.aquabot.2005.07.004,2005,dec,Elsevier {BV},83,4,Sang Yong Lee and Jae Hyuk Oh and Chung Il Choi and Youngbae Suh and Hiroshi Mukai,Leaf growth and population dynamics of intertidal Zostera japonica on the western coast of Korea,Aquatic Botany,NA,263--280,NA,NA,NA,NA,NA,NA
Rigollet_et_al_2004,Rigollet_et_al_2004,Article,RIGOLLET_2004,Article,10.1016/j.biortech.2003.12.018,https://doi.org/10.1016/j.biortech.2003.12.018,2004,nov,Elsevier {BV},95,2,V RIGOLLET,Seasonal evolution of heavy metal concentrations in the surface sediments of two Mediterranean Zostera marina L. beds at Thau lagoon (France) and Venice lagoon (Italy),Bioresource Technology,NA,159--167,NA,NA,NA,NA,NA,NA
Qu_et_al_2006,Qu_et_al_2006,Article,Qu_2006,Article,10.1016/j.csr.2006.05.007,https://doi.org/10.1016/j.csr.2006.05.007,2006,oct,Elsevier {BV},26,15,Wenchuan Qu and R.J. Morrison and R.J. West and Chenwei Su,"Organic matter and benthic metabolism in Lake Illawarra, Australia",Continental Shelf Research,NA,1756--1774,NA,NA,NA,NA,NA,NA
Kairis_and_Rybczyk_2010,Kairis_and_Rybczyk_2010,Article,Kairis_2010,Article,10.1016/j.ecolmodel.2009.01.025,https://doi.org/10.1016/j.ecolmodel.2009.01.025,2010,apr,Elsevier {BV},221,7,Peter A. Kairis and John M. Rybczyk,"Sea level rise and eelgrass (Zostera marina) production: A spatially explicit relative elevation model for Padilla Bay, {WA}",Ecological Modelling,NA,1005--1016,NA,NA,NA,NA,NA,NA
Cotner_et_al_2004,Cotner_et_al_2004,Article,Cotner_2004,Article,10.1016/j.ecss.2003.11.008,https://doi.org/10.1016/j.ecss.2003.11.008,2004,apr,Elsevier {BV},59,4,James B Cotner and Michael W Suplee and Nai Wei Chen and David E Shormann,"Nutrient, sulfur and carbon dynamics in a hypersaline lagoon","Estuarine, Coastal and Shelf Science",NA,639--652,NA,NA,NA,NA,NA,NA
Gonneea_et_al_2004,Gonneea_et_al_2004,Article,Gonneea_2004,Article,10.1016/j.ecss.2004.04.015,https://doi.org/10.1016/j.ecss.2004.04.015,2004,oct,Elsevier {BV},61,2,Meagan Eagle Gonneea and Adina Paytan and Jorge A. Herrera-Silveira,Tracing organic matter sources and carbon burial in mangrove sediments over the past 160 years,"Estuarine, Coastal and Shelf Science",NA,211--227,NA,NA,NA,NA,NA,NA
Calleja_et_al_2007,Calleja_et_al_2007,Article,Calleja_2007,Article,10.1016/j.ecss.2007.02.016,https://doi.org/10.1016/j.ecss.2007.02.016,2007,jul,Elsevier {BV},73,NA,Maria Ll. Calleja and NÃºria Mar {à} and Carlos M. Duarte,The relationship between seagrass (Posidonia oceanica) decline and sulfide porewater concentration in carbonate sediments,"Estuarine, Coastal and Shelf Science",NA,583--588,NA,NA,NA,NA,NA,NA
Fonseca_et_al_2011,Fonseca_et_al_2011,Article,Fonseca_2011,Article,10.1016/j.ecss.2010.10.003,https://doi.org/10.1016/j.ecss.2010.10.003,2011,jan,Elsevier {BV},91,1,Gustavo Fonseca and Pat Hutchings and Fabiane Gallucci,"Meiobenthic communities of seagrass beds (Zostera capricorni) and unvegetated sediments along the coast of New South Wales, Australia","Estuarine, Coastal and Shelf Science",NA,69--77,NA,NA,NA,NA,NA,NA
Ooi_et_al_2011,Ooi_et_al_2011,Article,Ooi_2011,Article,10.1016/j.ecss.2010.12.021,https://doi.org/10.1016/j.ecss.2010.12.021,2011,mar,Elsevier {BV},92,1,Jillian Lean Sim Ooi and Gary A. Kendrick and Kimberly P. Van Niel and Yang Amri Affendi,Knowledge gaps in tropical Southeast Asian seagrass systems,"Estuarine, Coastal and Shelf Science",NA,118--131,NA,NA,NA,NA,NA,NA
Lewis_et_al_2007,Lewis_et_al_2007,Article,Lewis_2007,Article,10.1016/j.envpol.2006.04.041,https://doi.org/10.1016/j.envpol.2006.04.041,2007,mar,Elsevier {BV},146,1,Michael A. Lewis and Darrin D. Dantin and Cynthia A. Chancy and Kathryn C. Abel and Christopher G. Lewis,Florida seagrass habitat evaluation: A comparative survey for chemical quality,Environmental Pollution,NA,206--218,NA,NA,NA,NA,NA,NA
Oakes_and_Connolly_2004,Oakes_and_Connolly_2004,Article,Oakes_2004,Article,10.1016/j.jembe.2003.10.011,https://doi.org/10.1016/j.jembe.2003.10.011,2004,may,Elsevier {BV},302,2,Joanne M Oakes and Rod M Connolly,"Causes of sulfur isotope variability in the seagrass, Zostera capricorni",Journal of Experimental Marine Biology and Ecology,NA,153--164,NA,NA,NA,NA,NA,NA
Vichkovitten_et_al_2005,Vichkovitten_et_al_2005,Article,Vichkovitten_2005,Article,10.1016/j.jembe.2004.11.002,https://doi.org/10.1016/j.jembe.2004.11.002,2005,mar,Elsevier {BV},316,2,Tritep Vichkovitten and Marianne Holmer,Dissolved and particulate organic matter in contrasting Zostera marina (eelgrass) sediments,Journal of Experimental Marine Biology and Ecology,NA,183--201,NA,NA,NA,NA,NA,NA
De_Troch_et_al_2006,De_Troch_et_al_2006,Article,De_Troch_2006,Article,10.1016/j.marenvres.2005.05.003,https://doi.org/10.1016/j.marenvres.2005.05.003,2006,feb,Elsevier {BV},61,1,Marleen De Troch and Dirk Van Gansbeke and Magda Vincx,Resource availability and meiofauna in sediment of tropical seagrass beds: Local versus global trends,Marine Environmental Research,NA,59--73,NA,NA,NA,NA,NA,NA
Fourqurean_et_al_2010,Fourqurean_et_al_2010,Article,Fourqurean_2010,Article,10.1016/j.marpolbul.2010.03.003,https://doi.org/10.1016/j.marpolbul.2010.03.003,2010,jul,Elsevier {BV},60,7,James W. Fourqurean and Meredith F. Muth and Joseph N. Boyer,Epiphyte loads on seagrasses and microphytobenthos abundance are not reliable indicators of nutrient availability in oligotrophic coastal ecosystems,Marine Pollution Bulletin,NA,971--983,NA,NA,NA,NA,NA,NA
Volkman_et_al_2008,Volkman_et_al_2008,Article,Volkman_2008,Article,10.1016/j.orggeochem.2008.02.014,https://doi.org/10.1016/j.orggeochem.2008.02.014,2008,jun,Elsevier {BV},39,6,John K. Volkman and Andrew T. Revill and Daniel G. Holdsworth and David Fredericks,Organic matter sources in an enclosed coastal inlet assessed using lipid biomarkers and stable isotopes,Organic Geochemistry,NA,689--710,NA,NA,NA,NA,NA,NA
Figueiredo_da_Silva_et_al_2009,Figueiredo_da_Silva_et_al_2009,Article,Figueiredo_da_Silva_2009,Article,10.1016/j.seares.2009.06.007,https://doi.org/10.1016/j.seares.2009.06.007,2009,nov,Elsevier {BV},62,4,J. Figueiredo {da Silva} and R.W. Duck and J.B. Catarino,"Nutrient retention in the sediments and the submerged aquatic vegetation of the coastal lagoon of the Ria de Aveiro, Portugal",Journal of Sea Research,NA,276--285,NA,NA,NA,NA,NA,NA
Grenz_et_al_2003,Grenz_et_al_2003,Article,Grenz_2003,Article,10.1016/s0022-0981(02)00518-x,https://doi.org/10.1016/s0022-0981(02)00518-x,2003,feb,Elsevier {BV},NA,NA,Christian Grenz and Lionel Denis and Guy Boucher and Laurent Chauvaud and Jacques Clavier and Renaud Fichez and Olivier Pringault,Spatial variability in Sediment Oxygen Consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific),Journal of Experimental Marine Biology and Ecology,NA,33--47,NA,NA,NA,NA,NA,NA
Sfriso_and_Marcomini_1999,Sfriso_and_Marcomini_1999,Article,Sfriso_1999,Article,10.1016/s0141-1136(98)00122-6,https://doi.org/10.1016/s0141-1136(98)00122-6,1999,apr,Elsevier {BV},47,3,Adriano Sfriso and Antonio Marcomini,"Macrophyte production in a shallow coastal lagoon. Part {II}: Coupling with sediment, {SPM} and tissue carbon, nitrogen and phosphorus concentrations",Marine Environmental Research,NA,285--309,NA,NA,NA,NA,NA,NA
Holmer_et_al_2001,Holmer_et_al_2001,Article,Holmer_2001,Article,10.1016/s0304-3770(01)00170-x,https://doi.org/10.1016/s0304-3770(01)00170-x,2001,sep,Elsevier {BV},71,1,Marianne Holmer and Frede Ã˜. Andersen and SÃ¸ren L. Nielsen and Henricus T.S. Boschker,The importance of mineralization based on sulfate reduction for nutrient regeneration in tropical seagrass sediments,Aquatic Botany,NA,1--17,NA,NA,NA,NA,NA,NA
Leduc_and_Probert_2011,Leduc_and_Probert_2011,Article,Leduc_2010,Article,10.1017/s0025315410001645,https://doi.org/10.1017/s0025315410001645,2010,oct,Cambridge University Press ({CUP}),91,3,Daniel Leduc and P. Keith Probert,"Small-scale effect of intertidal seagrass (Zostera muelleri) on meiofaunal abundance, biomass, and nematode community structure",Journal of the Marine Biological Association of the United Kingdom,NA,579--591,NA,NA,NA,NA,NA,NA
Holmer_et_al_2003,Holmer_et_al_2003,Article,Holmer_2003,Article,10.1023/b:biog.0000005326.35071.51,https://doi.org/10.1023/b:biog.0000005326.35071.51,2003,dec,Springer Nature,66,3,Marianne Holmer and Carlos M. Duarte and NÃºria Mar á,Sulfur cycling and seagrass (Posidonia oceanica) status in carbonate sediments,Biogeochemistry,NA,223--239,NA,NA,NA,NA,NA,NA
Lo_Iacono_et_al_2008,Lo_Iacono_et_al_2008,Article,Lo_Iacono_2008,Article,10.1029/2008gl034773,https://doi.org/10.1029/2008gl034773,2008,sep,American Geophysical Union ({AGU}),35,18,Claudio Lo Iacono and Miguel Angel Mateo and EulÃ lia {GrÃ cia} and Lluis Guasch and Ramon Carbonell and Laura Serrano and Oscar Serrano and Juanjo DaÃ±obeitia,Very high-resolution seismo-acoustic imaging of seagrass meadows (Mediterranean Sea): Implications for carbon sink estimates,Geophysical Research Letters,NA,NA,NA,NA,NA,NA,NA,NA
Maher_and_Eyre_2010,Maher_and_Eyre_2010,Article,Maher_2010,Article,10.1029/2010jg001433,https://doi.org/10.1029/2010jg001433,2010,dec,American Geophysical Union ({AGU}),115,NA,D. T. Maher and B. D. Eyre,Benthic fluxes of dissolved organic carbon in three temperate Australian estuaries: Implications for global estimates of benthic {DOC} fluxes,Journal of Geophysical Research,NA,NA,NA,NA,NA,NA,NA,NA
Apostolaki_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Duarte_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Fourqurean_and_Kendrick_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Holmer_et_al_2007,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Kennedy_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Marba_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Mateo_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Serrano_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Fourqurean_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Yamamuro_et_al_1993,Yamamuro_et_al_1993,Article,Yamamuro_1993,Article,10.1071/mf9930101,https://doi.org/10.1071/mf9930101,1993,NA,{CSIRO} Publishing,44,1,M Yamamuro and I Koike and H Iizumi,Partitioning of the nitrogen stock in the vicinity of a Fijian seagrass bed dominated by Syringodium isoetifolium (Ascherson) Dandy,Marine and Freshwater Research,NA,101,NA,NA,NA,NA,NA,NA
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005,Article,Al_rousan_2005,Article,10.1080/02757540500211277,https://doi.org/10.1080/02757540500211277,2005,aug,Informa {UK} Limited,21,4,S. A. Al-rousan and M. Y. Rasheed and M. A. Khalaf and M. I. Badran,Ecological and geochemical characteristics of bottom habitats at the northern Jordanian coast of the Gulf of Aqaba,Chemistry and Ecology,NA,227--239,NA,NA,NA,NA,NA,NA
Devereux_et_al_2011,Devereux_et_al_2011,Article,Devereux_2011,Article,10.1080/17451000.2010.515227,https://doi.org/10.1080/17451000.2010.515227,2011,may,Informa {UK} Limited,7,4,Richard Devereux and Diane F. Yates and Jessica Aukamp and Robert L. Quarles and Stephen J. Jordan and Roman S. Stanley and Peter M. Eldridge,"Interactions {ofThalassia} testudinumand sediment biogeochemistry in Santa Rosa Sound, {NW} Florida",Marine Biology Research,NA,317--331,NA,NA,NA,NA,NA,NA
Burns_and_Swart_1992,Burns_and_Swart_1992,Article,BURNS_1992,Article,10.1111/j.1365-3091.1992.tb01039.x,https://doi.org/10.1111/j.1365-3091.1992.tb01039.x,1992,apr,Wiley,39,2,STEPHEN J. BURNS and PETER K. SWART,Diagenetic processes in Holocene carbonate sediments: Florida Bay mudbanks and islands,Sedimentology,NA,285--304,NA,NA,NA,NA,NA,NA
Amon_and_Herndl_1991,Amon_and_Herndl_1991,Article,Amon_1991,Article,10.1111/j.1439-0485.1991.tb00250.x,https://doi.org/10.1111/j.1439-0485.1991.tb00250.x,1991,jun,Wiley,12,2,Rainer M. W. Amon and Gerhard J. Herndl,Deposit Feeding and Sediment:.,Marine Ecology,NA,163--174,NA,NA,NA,NA,NA,NA
Rosenfeld_1979,Rosenfeld_1979,Article,Jeffrey_K_Rosenfeld_2__1979,Article,10.1306/212f7897-2b24-11d7-8648000102c1865d,https://doi.org/10.1306/212f7897-2b24-11d7-8648000102c1865d,1979,NA,Society for Sedimentary Geology,NA,NA,Jeffrey K. Rosenfeld (2),Interstitial Water and Sediment Chemistry of Two Cores from Florida Bay,{SEPM} Journal of Sedimentary Research,NA,NA,NA,NA,NA,NA,NA,NA
De_Falco_et_al_2006,De_Falco_et_al_2006,Article,De_Falco_2006,Article,10.2112/00129.1,https://doi.org/10.2112/00129.1,2006,sep,Coastal Education and Research Foundation,225,NA,Giovanni De Falco and Maura Baroli and Ester Murru and Giuseppe Piergallini and Gianluigi Cancemi,"Sediment Analysis Evidences Two Different Depositional Phenomena Influencing Seagrass Distribution in the Gulf of Oristano (Sardinia, Western Mediterranean)",Journal of Coastal Research,NA,1043--1050,NA,NA,NA,NA,NA,NA
Grady_1981,Grady_1981,Article,Grady_1981,Article,10.2307/1352158,https://doi.org/10.2307/1352158,1981,dec,Springer Nature,4,4,John R. Grady,"Properties of Sea Grass and Sand Flat Sediments from the Intertidal Zone of St. Andrew Bay, Florida",Estuaries,NA,335,NA,NA,NA,NA,NA,NA
Koepfler_et_al_1993,Koepfler_et_al_1993,Article,Koepfler_1993,Article,10.2307/1352587,https://doi.org/10.2307/1352587,1993,sep,Springer Nature,16,3,Eric T. Koepfler and Ronald Benner and Paul A. Montagna,Variability of Dissolved Organic Carbon in Sediments of a Seagrass Bed and an Unvegetated Area within an Estuary in Southern Texas,Estuaries,NA,391,NA,NA,NA,NA,NA,NA
Buzzelli_1998,Buzzelli_1998,Article,Buzzelli_1998,Article,10.2307/1353271,https://doi.org/10.2307/1353271,1998,dec,Springer Nature,21,4,Christopher P. Buzzelli,Dynamic Simulation of Littoral Zone Habitats in Lower Chesapeake Bay. I. Ecosystem Characterization Related to Model Development,Estuaries,NA,659,NA,NA,NA,NA,NA,NA
Danovaro_and_Fabiano_1995,Danovaro_and_Fabiano_1995,Article,Danovaro_1995,Article,10.3354/ame009017,https://doi.org/10.3354/ame009017,1995,NA,Inter-Research Science Center,9,NA,R Danovaro and M Fabiano,Seasonal and inter-annual variation of bacteria in a seagrass bed of the Mediterranean Sea: relationship with labile organic compounds and other environmental factors,Aquatic Microbial Ecology,NA,17--26,NA,NA,NA,NA,NA,NA
Alongi_et_al_2008,Alongi_et_al_2008,Article,Alongi_2008_seagrass,Article,10.3354/ame01191,https://doi.org/10.3354/ame01191,2008,may,Inter-Research Science Center,51,NA,DM Alongi and LA Trott and MC Undu and F Tirendi,"Benthic microbial metabolism in seagrass meadows along a carbonate gradient in Sulawesi, Indonesia",Aquatic Microbial Ecology,NA,141--152,NA,NA,NA,NA,NA,NA
Kristensen_et_al_2000,Kristensen_et_al_2000,Article,Kristensen_2000,Article,10.3354/ame022199,https://doi.org/10.3354/ame022199,2000,NA,Inter-Research Science Center,22,NA,E Kristensen and FÃ˜ Andersen and N Holmboe and M Holmer and N Thongtham,"Carbon and nitrogen mineralization in sediments of the Bangrong mangrove area, Phuket, Thailand",Aquatic Microbial Ecology,NA,199--213,NA,NA,NA,NA,NA,NA
Spivak_et_al_2009,Spivak_et_al_2009,Article,Spivak_2009,Article,10.3354/meps07813,https://doi.org/10.3354/meps07813,2009,feb,Inter-Research Science Center,376,NA,AC Spivak and EA Canuel and JE Duffy and JG Douglass and JP Richardson,Epifaunal community composition and nutrient addition alter sediment organic matter composition in a natural eelgrass Zostera marina bed: a field experiment,Marine Ecology Progress Series,NA,55--67,NA,NA,NA,NA,NA,NA
Borg_et_al_2010,Borg_et_al_2010,Article,Borg_2010,Article,10.3354/meps08534,https://doi.org/10.3354/meps08534,2010,may,Inter-Research Science Center,406,NA,JA Borg and AA Rowden and MJ Attrill and PJ Schembri and MB Jones,Spatial variation in the composition of motile macroinvertebrate assemblages associated with two bed types of the seagrass Posidonia oceanica,Marine Ecology Progress Series,NA,91--104,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Krause-Jensen_et_al_2011,Article,Krause_Jensen_2011,Article,10.3354/meps09026,https://doi.org/10.3354/meps09026,2011,mar,Inter-Research Science Center,425,NA,D Krause-Jensen and J Carstensen and SL Nielsen and T Dalsgaard and PB Christensen and H Fossing and MB Rasmussen,Sea bottom characteristics affect depth limits of eelgrass Zostera marina,Marine Ecology Progress Series,NA,91--102,NA,NA,NA,NA,NA,NA
