study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,24,25,NA,NA,0.3,0.04,disintegrationsPerMinutePerGram,2.93,0.23,4.4,0.22,disintegrationsPerMinutePerGram,1.47,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,25,26,NA,NA,0.27,0.07,disintegrationsPerMinutePerGram,2.16,0.26,3.44,0.25,disintegrationsPerMinutePerGram,1.28,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,26,27,NA,NA,0,0,disintegrationsPerMinutePerGram,1.71,0.19,3.1,0.18,disintegrationsPerMinutePerGram,1.39,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,27,28,NA,NA,0,0,disintegrationsPerMinutePerGram,1.89,0.28,3.17,0.27,disintegrationsPerMinutePerGram,1.28,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,28,29,NA,NA,0,0,disintegrationsPerMinutePerGram,1.39,0.23,3.03,0.22,disintegrationsPerMinutePerGram,1.64,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,29,30,NA,NA,0,0,disintegrationsPerMinutePerGram,0.82,0.27,2.09,0.26,disintegrationsPerMinutePerGram,1.28,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,30,32,NA,NA,0,0,disintegrationsPerMinutePerGram,1.23,0.18,2.6,0.16,disintegrationsPerMinutePerGram,1.37,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,32,34,NA,NA,0,0,disintegrationsPerMinutePerGram,1.3,0.19,2.36,0.18,disintegrationsPerMinutePerGram,1.06,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,34,36,NA,NA,0,0,disintegrationsPerMinutePerGram,0.8,0.15,2.22,0.14,disintegrationsPerMinutePerGram,1.42,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,36,38,NA,NA,0,0,disintegrationsPerMinutePerGram,0.56,0.14,2.02,0.13,disintegrationsPerMinutePerGram,1.46,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,38,40,NA,NA,0,0,disintegrationsPerMinutePerGram,0.44,0.13,1.84,0.12,disintegrationsPerMinutePerGram,1.39,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,40,42,NA,NA,0,0,disintegrationsPerMinutePerGram,0.2,0.14,1.76,0.13,disintegrationsPerMinutePerGram,1.56,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,42,44,NA,NA,0,0,disintegrationsPerMinutePerGram,0.18,0.13,1.83,0.12,disintegrationsPerMinutePerGram,1.65,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,44,46,NA,NA,0,0,disintegrationsPerMinutePerGram,0.26,0.12,1.67,0.11,disintegrationsPerMinutePerGram,1.4,0.04,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,46,48,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1,0.17,1.44,0.16,disintegrationsPerMinutePerGram,1.34,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,0,1,NA,NA,0,0,disintegrationsPerMinutePerGram,14.54,0.38,15.69,0.37,disintegrationsPerMinutePerGram,1.16,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,1,2,NA,NA,0,0,disintegrationsPerMinutePerGram,14.21,0.39,15.61,0.38,disintegrationsPerMinutePerGram,1.4,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,2,3,NA,NA,0.22,0.04,disintegrationsPerMinutePerGram,17.3,0.4,18.85,0.39,disintegrationsPerMinutePerGram,1.56,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,3,4,NA,NA,0,0,disintegrationsPerMinutePerGram,19.67,0.72,21.3,0.7,disintegrationsPerMinutePerGram,1.63,0.16,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,4,5,NA,NA,0.17,0.03,disintegrationsPerMinutePerGram,14.65,0.28,15.93,0.27,disintegrationsPerMinutePerGram,1.29,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,5,6,NA,NA,0,0,disintegrationsPerMinutePerGram,13.14,0.37,14.68,0.36,disintegrationsPerMinutePerGram,1.54,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,6,7,NA,NA,0.21,0.02,disintegrationsPerMinutePerGram,11.23,0.22,12.5,0.22,disintegrationsPerMinutePerGram,1.27,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,7,8,NA,NA,0.16,0.03,disintegrationsPerMinutePerGram,9.29,0.22,10.72,0.22,disintegrationsPerMinutePerGram,1.43,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,8,9,NA,NA,0.19,0.04,disintegrationsPerMinutePerGram,9.14,0.3,10.45,0.29,disintegrationsPerMinutePerGram,1.3,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,9,10,NA,NA,0.27,0.03,disintegrationsPerMinutePerGram,9.32,0.27,10.59,0.26,disintegrationsPerMinutePerGram,1.26,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,10,11,NA,NA,0,0,disintegrationsPerMinutePerGram,9.97,0.41,10.95,0.4,disintegrationsPerMinutePerGram,0.99,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,11,12,NA,NA,0.4,0.06,disintegrationsPerMinutePerGram,9.12,0.46,10.55,0.44,disintegrationsPerMinutePerGram,1.43,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,12,13,NA,NA,0.34,0.06,disintegrationsPerMinutePerGram,6.66,0.34,7.93,0.33,disintegrationsPerMinutePerGram,1.27,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,13,14,NA,NA,0.46,0.05,disintegrationsPerMinutePerGram,4.63,0.32,6.26,0.31,disintegrationsPerMinutePerGram,1.63,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,14,15,NA,NA,0.5,0.05,disintegrationsPerMinutePerGram,4.55,0.31,6.16,0.29,disintegrationsPerMinutePerGram,1.61,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,15,16,NA,NA,0.5,0.05,disintegrationsPerMinutePerGram,4.53,0.26,5.96,0.25,disintegrationsPerMinutePerGram,1.43,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,16,17,NA,NA,0.74,0.05,disintegrationsPerMinutePerGram,3.82,0.34,5.23,0.33,disintegrationsPerMinutePerGram,1.41,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,17,18,NA,NA,0.73,0.07,disintegrationsPerMinutePerGram,5.64,0.35,6.96,0.33,disintegrationsPerMinutePerGram,1.32,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,18,19,NA,NA,1.4,0.07,disintegrationsPerMinutePerGram,5.76,0.31,7.16,0.29,disintegrationsPerMinutePerGram,1.39,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,19,20,NA,NA,1.22,0.05,disintegrationsPerMinutePerGram,3.23,0.19,4.66,0.18,disintegrationsPerMinutePerGram,1.43,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,20,21,NA,NA,0.9,0.05,disintegrationsPerMinutePerGram,2.28,0.22,3.82,0.2,disintegrationsPerMinutePerGram,1.54,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,21,22,NA,NA,0.66,0.05,disintegrationsPerMinutePerGram,1.23,0.24,2.89,0.23,disintegrationsPerMinutePerGram,1.66,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,22,23,NA,NA,0.57,0.05,disintegrationsPerMinutePerGram,1.18,0.23,2.88,0.21,disintegrationsPerMinutePerGram,1.69,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,23,24,NA,NA,0.43,0.04,disintegrationsPerMinutePerGram,0.77,0.17,2.31,0.16,disintegrationsPerMinutePerGram,1.54,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,24,25,NA,NA,0.25,0.03,disintegrationsPerMinutePerGram,1.09,0.2,2.48,0.19,disintegrationsPerMinutePerGram,1.39,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,25,26,NA,NA,0.21,0.04,disintegrationsPerMinutePerGram,2.23,0.23,3.53,0.22,disintegrationsPerMinutePerGram,1.3,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,26,27,NA,NA,0,0,disintegrationsPerMinutePerGram,2.52,0.27,4,0.25,disintegrationsPerMinutePerGram,1.48,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,27,28,NA,NA,0,0,disintegrationsPerMinutePerGram,3.14,0.26,4.39,0.25,disintegrationsPerMinutePerGram,1.25,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,28,29,NA,NA,0,0,disintegrationsPerMinutePerGram,3.86,0.29,5.31,0.28,disintegrationsPerMinutePerGram,1.45,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,29,30,NA,NA,0,0,disintegrationsPerMinutePerGram,3.27,0.25,4.69,0.24,disintegrationsPerMinutePerGram,1.43,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,30,32,NA,NA,0.25,0.03,disintegrationsPerMinutePerGram,2.4,0.24,3.84,0.23,disintegrationsPerMinutePerGram,1.45,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,32,34,NA,NA,0,0,disintegrationsPerMinutePerGram,2.77,0.22,3.98,0.21,disintegrationsPerMinutePerGram,1.21,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,34,36,NA,NA,0,0,disintegrationsPerMinutePerGram,1.63,0.21,2.73,0.2,disintegrationsPerMinutePerGram,1.11,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,36,38,NA,NA,0,0,disintegrationsPerMinutePerGram,0.73,0.16,2.04,0.14,disintegrationsPerMinutePerGram,1.31,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_2,radioisotopes measured,38,40,NA,NA,0,0,disintegrationsPerMinutePerGram,0.07,0.11,1.83,0.1,disintegrationsPerMinutePerGram,1.76,0.04,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,0,1,NA,NA,0,0,disintegrationsPerMinutePerGram,5.18,0.52,6.44,0.5,disintegrationsPerMinutePerGram,1.26,0.14,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,1,2,NA,NA,0,0,disintegrationsPerMinutePerGram,1.96,0.31,3.08,0.29,disintegrationsPerMinutePerGram,1.12,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,2,3,NA,NA,0,0,disintegrationsPerMinutePerGram,0.92,0.22,2.01,0.2,disintegrationsPerMinutePerGram,1.09,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,3,4,NA,NA,0.24,0.06,disintegrationsPerMinutePerGram,1.06,0.3,2.57,0.28,disintegrationsPerMinutePerGram,1.51,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,4,5,NA,NA,0,0,disintegrationsPerMinutePerGram,0.42,0.28,2.78,0.26,disintegrationsPerMinutePerGram,2.35,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,5,6,NA,NA,0,0,disintegrationsPerMinutePerGram,0.38,0.16,1.52,0.15,disintegrationsPerMinutePerGram,1.15,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,6,7,NA,NA,0,0,disintegrationsPerMinutePerGram,0.02,0.28,1.57,0.25,disintegrationsPerMinutePerGram,1.55,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,7,8,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.27,0.17,1.3,0.14,disintegrationsPerMinutePerGram,1.57,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,8,9,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.27,0.17,1.36,0.16,disintegrationsPerMinutePerGram,1.63,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,9,10,NA,NA,0,0,disintegrationsPerMinutePerGram,0.35,0.18,1.74,0.17,disintegrationsPerMinutePerGram,1.39,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,10,11,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0.16,1.13,0.14,disintegrationsPerMinutePerGram,1.13,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,11,12,NA,NA,0,0,disintegrationsPerMinutePerGram,0.3,0.23,1.45,0.21,disintegrationsPerMinutePerGram,1.16,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,12,13,NA,NA,0,0,disintegrationsPerMinutePerGram,0.09,0.13,1.28,0.12,disintegrationsPerMinutePerGram,1.19,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,13,14,NA,NA,0,0,disintegrationsPerMinutePerGram,0.14,0.18,1.5,0.16,disintegrationsPerMinutePerGram,1.37,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,14,15,NA,NA,0,0,disintegrationsPerMinutePerGram,0.07,0.18,1.38,0.17,disintegrationsPerMinutePerGram,1.31,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,15,16,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.19,0.19,1.29,0.17,disintegrationsPerMinutePerGram,1.49,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,16,17,NA,NA,0,0,disintegrationsPerMinutePerGram,0.76,0.29,2.18,0.27,disintegrationsPerMinutePerGram,1.42,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,17,18,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.35,0.27,1.76,0.23,disintegrationsPerMinutePerGram,2.11,0.14,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,18,19,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.22,0.15,1.37,0.13,disintegrationsPerMinutePerGram,1.59,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,19,20,NA,NA,0,0,disintegrationsPerMinutePerGram,0.27,0.21,1.57,0.19,disintegrationsPerMinutePerGram,1.31,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,20,21,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0.27,1.36,0.19,disintegrationsPerMinutePerGram,1.36,0.19,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,21,22,NA,NA,0,0,disintegrationsPerMinutePerGram,0.98,0.26,1.38,0.25,disintegrationsPerMinutePerGram,0.4,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,22,23,NA,NA,0,0,disintegrationsPerMinutePerGram,0.19,0.22,1.61,0.19,disintegrationsPerMinutePerGram,1.42,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,23,24,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.02,0.26,1.79,0.23,disintegrationsPerMinutePerGram,1.81,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,24,25,NA,NA,0,0,disintegrationsPerMinutePerGram,0.13,0.27,1.69,0.25,disintegrationsPerMinutePerGram,1.56,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,25,26,NA,NA,0,0,disintegrationsPerMinutePerGram,0.21,0.27,1.55,0.24,disintegrationsPerMinutePerGram,1.34,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,26,27,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1,0.35,1.33,0.33,disintegrationsPerMinutePerGram,1.22,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,27,28,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.2,0.24,1.44,0.21,disintegrationsPerMinutePerGram,1.64,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,28,29,NA,NA,0,0,disintegrationsPerMinutePerGram,0.12,0.2,1.29,0.17,disintegrationsPerMinutePerGram,1.17,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,POND_1,radioisotopes measured,29,30,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0,0,0,disintegrationsPerMinutePerGram,0,0,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,0,1,NA,NA,0,0,disintegrationsPerMinutePerGram,11.69,0.59,12.85,0.58,disintegrationsPerMinutePerGram,1.16,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,1,2,NA,NA,0.22,0.08,disintegrationsPerMinutePerGram,7.01,0.38,8.03,0.37,disintegrationsPerMinutePerGram,1.01,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,2,3,NA,NA,0.15,0.04,disintegrationsPerMinutePerGram,3.12,0.27,4.06,0.26,disintegrationsPerMinutePerGram,0.94,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,3,4,NA,NA,0,0,disintegrationsPerMinutePerGram,2.16,0.23,3.36,0.22,disintegrationsPerMinutePerGram,1.21,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,4,5,NA,NA,0,0,disintegrationsPerMinutePerGram,0.41,0.21,1.61,0.18,disintegrationsPerMinutePerGram,1.2,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,5,6,NA,NA,0,0,disintegrationsPerMinutePerGram,0.33,0.25,1.97,0.23,disintegrationsPerMinutePerGram,1.65,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,6,7,NA,NA,0,0,disintegrationsPerMinutePerGram,0.84,0.26,2.04,0.24,disintegrationsPerMinutePerGram,1.2,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,7,8,NA,NA,0,0,disintegrationsPerMinutePerGram,0.05,0.26,1.26,0.23,disintegrationsPerMinutePerGram,1.21,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,8,9,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.09,0.24,1.29,0.21,disintegrationsPerMinutePerGram,1.38,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,9,10,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.21,0.37,1.65,0.34,disintegrationsPerMinutePerGram,1.87,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,10,11,NA,NA,0,0,disintegrationsPerMinutePerGram,0.84,0.25,2.32,0.23,disintegrationsPerMinutePerGram,1.48,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,11,12,NA,NA,0,0,disintegrationsPerMinutePerGram,0.13,0.21,1.92,0.2,disintegrationsPerMinutePerGram,1.79,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,12,13,NA,NA,0,0,disintegrationsPerMinutePerGram,0.2,0.28,1.94,0.26,disintegrationsPerMinutePerGram,1.74,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,13,14,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.06,0.23,1.9,0.21,disintegrationsPerMinutePerGram,1.96,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,14,15,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1,0.15,2.2,0.14,disintegrationsPerMinutePerGram,2.1,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,15,16,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.12,0.13,1.61,0.12,disintegrationsPerMinutePerGram,1.73,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,16,17,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.01,0.15,1.97,0.14,disintegrationsPerMinutePerGram,1.98,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,17,18,NA,NA,0,0,disintegrationsPerMinutePerGram,0.05,0.16,2.05,0.15,disintegrationsPerMinutePerGram,2,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,18,19,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.04,0.15,1.57,0.14,disintegrationsPerMinutePerGram,1.61,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,19,20,NA,NA,0,0,disintegrationsPerMinutePerGram,0.18,0.21,1.66,0.19,disintegrationsPerMinutePerGram,1.48,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,20,21,NA,NA,0,0,disintegrationsPerMinutePerGram,0.61,0.24,2.34,0.22,disintegrationsPerMinutePerGram,1.74,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,21,22,NA,NA,0,0,disintegrationsPerMinutePerGram,0.32,0.21,2.01,0.2,disintegrationsPerMinutePerGram,1.69,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,22,23,NA,NA,0,0,disintegrationsPerMinutePerGram,0.09,0.24,1.95,0.22,disintegrationsPerMinutePerGram,1.86,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,23,24,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.11,0.2,1.73,0.19,disintegrationsPerMinutePerGram,1.84,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,24,25,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0,0,0,disintegrationsPerMinutePerGram,0,0,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,25,26,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0,0,0,disintegrationsPerMinutePerGram,0,0,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,26,27,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.07,0.2,2.05,0.19,disintegrationsPerMinutePerGram,2.12,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,27,28,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.06,0.16,1.77,0.15,disintegrationsPerMinutePerGram,1.83,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,28,29,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1,0.2,1.91,0.18,disintegrationsPerMinutePerGram,1.81,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,POND_2,radioisotopes measured,29,30,NA,NA,0,0,disintegrationsPerMinutePerGram,0,0,0,0,disintegrationsPerMinutePerGram,0,0,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,0,1,NA,NA,0.17,0.05,disintegrationsPerMinutePerGram,10.13,0.38,11.53,0.37,disintegrationsPerMinutePerGram,1.4,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,1,2,NA,NA,0.21,0.05,disintegrationsPerMinutePerGram,7.84,0.32,8.3,0.31,disintegrationsPerMinutePerGram,0.46,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,2,3,NA,NA,0,0,disintegrationsPerMinutePerGram,3.62,0.34,4.66,0.32,disintegrationsPerMinutePerGram,1.03,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,3,4,NA,NA,0,0,disintegrationsPerMinutePerGram,3.75,0.4,4.62,0.38,disintegrationsPerMinutePerGram,0.87,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,4,5,NA,NA,0,0,disintegrationsPerMinutePerGram,2.63,0.41,3.77,0.39,disintegrationsPerMinutePerGram,1.14,0.14,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,POND_3,radioisotopes measured,5,6,NA,NA,0,0,disintegrationsPerMinutePerGram,1.54,0.38,2.76,0.36,disintegrationsPerMinutePerGram,1.23,0.12,disintegrationsPerMinutePerGram
