PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,STATE,SITE_USE,SAMPLE_ID,PIT,LAYER,DEPTH,DEPTH_FLAG,CLAY,CLAY_FLAG,SILT,SILT_FLAG,SAND,SAND_FLAG,CACO3_2MM,CACO3_2MM_FLAG,CACO3_20MM,CACO3_20MM_FLAG,CACO3_2TO20MM,CACO3_2TO20MM_FLAG,TOT_CARBON,TOT_CARBON_FLAG,TOT_NITROGEN,TOT_NITROGEN_FLAG,TOT_SULFUR,TOT_SULFUR_FLAG,PH_H2O,PH_H2O_FLAG,PH_CACL2,PH_CACL2_FLAG,CEC,CEC_FLAG,CA,CA_FLAG,K,K_FLAG,MG,MG_FLAG,SODIUM,SODIUM_FLAG,AL,AL_FLAG,FE,FE_FLAG,MN,MN_FLAG,P,P_FLAG,SI,SI_FLAG,EC,EC_FLAG,AL_DC,AL_DC_FLAG,FE_DC,FE_DC_FLAG,MN_DC,MN_DC_FLAG,OLSEN_P,OLSEN_P_FLAG,MEHLICH_P,MEHLICH_P_FLAG,AG,AG_FLAG,AS,AS_FLAG,BA,BA_FLAG,BE,BE_FLAG,CD,CD_FLAG,CO,CO_FLAG,CR,CR_FLAG,CU,CU_FLAG,HG,HG_FLAG,MN_T,MN_T_FLAG,MO,MO_FLAG,NI,NI_FLAG,P_T,P_T_FLAG,PB,PB_FLAG,SB,SB_FLAG,SE,SE_FLAG,SN,SN_FLAG,SR,SR_FLAG,V,V_FLAG,W,W_FLAG,ZN,ZN_FLAG,BULK_DEN_DBF,BULK_DEN_DBF_FLAG
7/28/2016,5415,NWCA11-1388,1,6/9/2011,GA,NWCA_PROBABILITY,NWCA11-1388-1-11-GA-029-002-1,D,1,125,NO PHOTO TAKEN,14.1,NA,20.8,NA,65.1,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.3,NA,0.01,< MDL 0.04 %,0.06,< PQL 0.2 %,6.6,NA,6.7,NA,6.4,NA,1.5,NA,0.9,NA,8.1,NA,27.1,NA,0.02,NA,0.04,NA,5.2,NA,0,< MDL 26 mg / kg,0.01,NA,14.7,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,3,NA,7.3,NA,0.01,NA,1.82,NA,23.52,NA,0.14,NA,0,< MDL 0.001 mg / kg,0.9,NA,14.74,NA,1.03,NA,12,NA,47.76,NA,0.5,NA,2.45,NA,52.46,NA,6.39,NA,0.03,NA,145.38,NA,0.41,NA,14.67,NA,18.82,NA,0.01,NA,8,NA,1.5,NA
7/28/2016,5416,NWCA11-1389,1,6/30/2011,GA,NWCA_PROBABILITY,NWCA11-1389-1-11-GA-051-004-1,C,1,20,NA,3.7,NA,10,NA,86.3,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.22,NA,0.03,< MDL 0.04 %,0.05,< PQL 0.2 %,6.3,NA,6.3,NA,4.7,NA,1.6,NA,1.2,NA,17.6,NA,58.9,NA,0,< MDL 0.002 %,0.04,NA,1,NA,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,30.8,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,4.1,NA,11.1,NA,0,< MDL 0.001 mg / kg,0.6,NA,8.71,NA,0.04,NA,-0.04,< MDL 0.001 mg / kg,0.2,NA,4.03,NA,0.34,NA,18,NA,22.97,NA,0.46,NA,0.74,NA,43.41,NA,5.62,NA,-0.02,< MDL 0.002 mg / kg,146.98,NA,0.16,NA,12.58,NA,4.58,NA,0,NA,2.03,NA,1.16,NA
7/28/2016,5416,NWCA11-1389,1,6/30/2011,GA,NWCA_PROBABILITY,NWCA11-1389-1-11-GA-051-004-2,C,2,110,NA,7.1,NA,9.7,NA,83.2,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.51,NA,0.01,< MDL 0.04 %,0.03,< MDL 0.04 %,5.2,NA,5.1,NA,3.5,NA,0.9,NA,0.7,NA,10.3,NA,38.1,NA,0,< MDL 0.002 %,0.05,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,18.6,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,3.2,NA,3.8,NA,0,< MDL 0.001 mg / kg,0.82,NA,16.84,NA,0.08,NA,-0.05,< MDL 0.001 mg / kg,0.42,NA,8.21,NA,0.23,NA,21,NA,30.87,NA,0.34,NA,1.46,NA,53.5,NA,4.42,NA,-0.03,< MDL 0.002 mg / kg,143.31,NA,0.32,NA,13.28,NA,10.11,NA,0,NA,4.21,NA,1.38,NA
7/28/2016,5417,NWCA11-1392,1,8/2/2011,GA,NWCA_PROBABILITY,NWCA11-1392-1-11-GA-179-003-1,C,1,60,NA,1.6,NA,0.6,NA,97.8,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.48,NA,0.01,< MDL 0.04 %,0,< MDL 0.04 %,5.4,NA,5.3,NA,1.7,NA,1,NA,0.4,NA,4.1,NA,14.9,NA,0,< MDL 0.002 %,0.01,NA,0,< MDL 0.1 mg / kg,15.5,< MDL 26 mg / kg,0,< MDL 0.0002 %,8.33,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,5.3,NA,91.6,NA,0,< MDL 0.001 mg / kg,0.63,NA,6.33,NA,0.15,NA,-0.05,< MDL 0.001 mg / kg,0.23,NA,5.65,NA,0.18,NA,0,< MDL 1.3 ug / kg,51.28,NA,0.62,NA,0.4,NA,515.88,NA,2.53,NA,-0.01,< MDL 0.002 mg / kg,60.05,NA,0.14,NA,24.36,NA,4.91,NA,0.01,NA,4.85,NA,1.04,NA
7/28/2016,5418,NWCA11-1393,1,6/15/2011,GA,NWCA_PROBABILITY,NWCA11-1393-1-11-GA-039-003-1,D,1,100,NA,48.9,NA,33.9,NA,17.2,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,7.25,NA,0.35,NA,3.4,NA,3.1,NA,3.3,NA,31.9,NA,12,NA,6,NA,45.9,NA,145.7,NA,0.07,NA,0.5,NA,117.2,NA,89.5,< PQL 129 mg / kg,0.04,NA,58.6,NA,0,< MDL 0.001 %,0.4,NA,0,< MDL 0.0006 %,4.2,NA,25.6,NA,0.04,NA,20.92,NA,54.67,NA,1.55,NA,0.13,NA,6.35,NA,47.49,NA,7.74,NA,19,NA,314.18,NA,8.15,NA,18.45,NA,353.62,NA,14.21,NA,0.13,NA,876.83,NA,1.27,NA,70.36,NA,66.93,NA,0,NA,44.61,NA,0.31,NA
7/28/2016,5419,NWCA11-1395,1,7/21/2011,GA,NWCA_PROBABILITY,NWCA11-1395-1-11-GA-191-005-1,A,1,44,NA,19.1,NA,8.6,NA,72.3,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.82,NA,0.14,< PQL 0.2 %,0.1,< PQL 0.2 %,6.7,NA,6.7,NA,9.1,NA,3.2,NA,1.6,NA,10.7,NA,42.2,NA,0,< MDL 0.002 %,0.21,NA,8.2,NA,23.6,< MDL 26 mg / kg,0,< MDL 0.0002 %,18.01,NA,0,< MDL 0.001 %,0.2,NA,0,< MDL 0.0006 %,18.8,NA,46.7,NA,0.01,NA,9.56,NA,25.71,NA,0.64,NA,-0.04,< MDL 0.001 mg / kg,2.47,NA,22.81,NA,3.63,NA,14,NA,54.78,NA,1.23,NA,6.16,NA,297.71,NA,9.11,NA,0.01,NA,282.7,NA,0.57,NA,25.92,NA,30.97,NA,0.01,NA,19.78,NA,0.69,NA
7/28/2016,5419,NWCA11-1395,1,7/21/2011,GA,NWCA_PROBABILITY,NWCA11-1395-1-11-GA-191-005-2,A,2,115,NA,18.4,NA,7.6,NA,74,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.57,NA,0.04,< PQL 0.2 %,0.5,NA,3.6,NA,3.7,NA,6.9,NA,2.4,NA,1.5,NA,8.2,NA,29.3,NA,0,< MDL 0.002 %,0.08,NA,2,NA,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,13.26,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,6.3,NA,26.7,NA,0,< MDL 0.001 mg / kg,11.01,NA,23.98,NA,0.66,NA,-0.03,< MDL 0.001 mg / kg,3.3,NA,24.29,NA,2.64,NA,7,NA,51.06,NA,2.02,NA,5.92,NA,141.54,NA,7.17,NA,0.03,NA,229.1,NA,0.49,NA,22.28,NA,30.32,NA,0.01,NA,19.17,NA,1.14,NA
7/28/2016,5420,NWCA11-1396,1,7/13/2011,GA,NWCA_PROBABILITY,NWCA11-1396-1-11-GA-051-005-1,B,1,109,NA,2.3,NA,1.5,NA,96.2,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.4,NA,0.05,< PQL 0.2 %,0.01,< MDL 0.04 %,6.2,NA,6.1,NA,2.1,NA,1.4,NA,0.5,NA,5.3,NA,18.3,NA,0,< MDL 0.002 %,0.02,NA,1,NA,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,12.21,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,3.2,NA,19.8,NA,0,< MDL 0.001 mg / kg,0.58,NA,7.28,NA,0.07,NA,-0.04,< MDL 0.001 mg / kg,0.44,NA,13.65,NA,0.81,NA,6,< PQL 6.5 ug / kg,41.79,NA,0.42,NA,4.11,NA,106.43,NA,2.66,NA,-0.02,< MDL 0.002 mg / kg,158.45,NA,0.15,NA,16.22,NA,5.96,NA,0.01,NA,3.83,NA,1.25,NA
7/28/2016,5421,NWCA11-1397,1,6/28/2011,GA,NWCA_PROBABILITY,NWCA11-1397-1-11-GA-039-004-1,D,1,60,NA,70.5,NA,24.4,NA,5.1,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,5.39,NA,0.42,NA,1.92,NA,4.2,NA,4.3,NA,36.1,NA,12.2,NA,6.9,NA,37.8,NA,146.8,NA,0.09,NA,0.21,NA,27,NA,77.8,< PQL 129 mg / kg,0.02,NA,50.4,NA,0,< MDL 0.001 %,0.2,NA,0,< MDL 0.0006 %,12.8,NA,32,NA,0.04,NA,13.1,NA,61.07,NA,2.17,NA,0.08,NA,7.16,NA,62.05,NA,12.63,NA,75,NA,134.6,NA,4.92,NA,17.87,NA,458.18,NA,24.77,NA,0.05,NA,864.73,NA,1.66,NA,75.19,NA,79.56,NA,0.01,NA,63.21,NA,0.35,NA
7/28/2016,5422,NWCA11-1398,1,4/19/2011,GA,NWCA_PROBABILITY,NWCA11-1398-1-11-GA-033-002-2,A,2,15,NA,23.9,NA,19.8,NA,56.3,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,2.99,NA,0.23,NA,0.05,< PQL 0.2 %,4.5,NA,3.9,NA,11.1,NA,1.4,NA,0.2,< PQL 0.3 cmol(+) / kg,0.6,NA,0,NA,0.13,NA,0.16,NA,50.7,NA,92.1,< PQL 129 mg / kg,0,< MDL 0.0002 %,0.1,NA,0.1,NA,0.1,NA,0,< MDL 0.0006 %,4,NA,5.4,NA,0.02,NA,2.56,NA,95.82,NA,0.64,NA,0.06,NA,2.27,NA,29.67,NA,13.33,NA,61,NA,63.64,NA,0.29,NA,13.03,NA,322.11,NA,27.67,NA,0.05,NA,780.31,NA,1.18,NA,19.52,NA,30.47,NA,-0.03,< MDL 0 mg / kg,19.45,NA,0.79,NA
7/28/2016,5422,NWCA11-1398,1,4/19/2011,GA,NWCA_PROBABILITY,NWCA11-1398-1-11-GA-033-002-3,A,3,34,NA,26,NA,20.5,NA,53.5,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.92,NA,0.16,< PQL 0.2 %,0.03,< MDL 0.04 %,4.7,NA,4,NA,9.1,NA,0.9,NA,0,< MDL 0.06 cmol(+) / kg,0.3,NA,0,NA,0.16,NA,0.19,NA,13.7,NA,105.2,< PQL 129 mg / kg,0,< MDL 0.0002 %,0.04,NA,0.1,NA,0.4,NA,0,< MDL 0.0006 %,1.4,NA,1.8,NA,0.02,NA,3.09,NA,92.2,NA,0.72,NA,0.05,NA,2.26,NA,29.62,NA,15.83,NA,61,NA,33.24,NA,0.43,NA,13.11,NA,220.4,NA,23.29,NA,0.18,NA,777.94,NA,1.24,NA,16.58,NA,38.76,NA,-0.03,< MDL 0 mg / kg,17.42,NA,0.87,NA
7/28/2016,5422,NWCA11-1398,1,4/19/2011,GA,NWCA_PROBABILITY,NWCA11-1398-1-11-GA-033-002-4,A,4,60,NA,30,NA,20.6,NA,49.4,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.72,NA,0.12,< PQL 0.2 %,0.04,< PQL 0.2 %,4.5,NA,3.8,NA,6.3,NA,0.5,NA,0,< MDL 0.06 cmol(+) / kg,0.1,NA,0,NA,0.13,NA,0.04,NA,2.1,NA,3.2,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.04,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,0.4,< PQL 0.7 mg / kg,1.6,NA,0.02,NA,1.95,NA,120.15,NA,0.69,NA,0,< MDL 0.001 mg / kg,2.41,NA,36.89,NA,9.56,NA,54,NA,24.02,NA,0.19,NA,15.34,NA,172.03,NA,23.09,NA,0.09,NA,500.2,NA,1.49,NA,26.19,NA,33.02,NA,-0.03,< MDL 0 mg / kg,20.98,NA,1.05,NA
7/28/2016,5422,NWCA11-1398,1,4/19/2011,GA,NWCA_PROBABILITY,NWCA11-1398-1-11-GA-033-002-5,A,5,80,NA,17.6,NA,11.3,NA,71.1,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.13,< PQL 0.2 %,0.06,< PQL 0.2 %,0.06,< PQL 0.2 %,4.4,NA,3.9,NA,2.9,NA,0,< MDL 0.07 cmol(+) / kg,0.1,< PQL 0.3 cmol(+) / kg,0.1,NA,0,NA,0.06,NA,0.03,NA,0,< MDL 0.1 mg / kg,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.06,NA,0,< MDL 0.001 %,0.1,NA,0,< MDL 0.0006 %,1.2,NA,3.8,NA,0.01,NA,2.65,NA,66.13,NA,0.51,NA,0,< MDL 0.001 mg / kg,1.6,NA,26.8,NA,6.94,NA,42,NA,14.48,NA,0.21,NA,10.78,NA,106.89,NA,14.59,NA,0.06,NA,537.14,NA,0.97,NA,16.45,NA,39.41,NA,-0.04,< MDL 0 mg / kg,13.58,NA,NA,NA
7/28/2016,5431,NWCA11-1400,1,6/8/2011,GA,NWCA_PROBABILITY,NWCA11-1400-1-11-GA-191-006-1,D,1,100,NA,75.9,NA,23.3,NA,0.8,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,5.7,NA,0.44,NA,2.18,NA,4.6,NA,4.8,NA,33.5,NA,11.4,NA,5.4,NA,38.1,NA,106.3,NA,0.13,NA,0.26,NA,44.3,NA,244.3,NA,0.06,NA,47.3,NA,0.1,NA,0.1,NA,0,< MDL 0.0006 %,12.4,NA,37.5,NA,0.04,NA,20.36,NA,80.43,NA,1.84,NA,0.15,NA,9.95,NA,66.36,NA,15.53,NA,58,NA,187.87,NA,7.29,NA,20.66,NA,576.3,NA,22.36,NA,0.18,NA,942.01,NA,1.77,NA,79.4,NA,92.08,NA,0.03,NA,82.14,NA,0.35,NA
7/28/2016,5432,NWCA11-1401,1,6/14/2011,GA,NWCA_PROBABILITY,NWCA11-1401-1-11-GA-051-006-1,A,1,90,NA,74.8,NA,23.9,NA,1.3,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,3.88,NA,0.35,NA,0.67,NA,5.8,NA,6,NA,34,NA,11.2,NA,4.8,NA,27.2,NA,111,NA,0.14,NA,0.55,NA,38.9,NA,293.8,NA,0.08,NA,45.6,NA,0,< MDL 0.001 %,0.8,NA,0,< MDL 0.0006 %,22,NA,48,NA,0.06,NA,17.69,NA,93,NA,2.35,NA,0.05,NA,8.02,NA,64.21,NA,21.33,NA,59,NA,125.57,NA,2.33,NA,30,NA,628.3,NA,27.4,NA,0.09,NA,677.48,NA,2.19,NA,76.43,NA,89.41,NA,0,NA,76.64,NA,0.38,NA
7/28/2016,5433,NWCA11-1404,1,7/27/2011,GA,NWCA_PROBABILITY,NWCA11-1404-1-11-GA-029-003-1,D,1,90,NA,75.5,NA,20.9,NA,3.6,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,3.7,NA,0.26,NA,2.62,NA,4,NA,4.1,NA,30.4,NA,15.6,NA,6,NA,31.8,NA,107.5,NA,0.1,NA,0.22,NA,83.9,NA,91.5,< PQL 129 mg / kg,0.03,NA,44.3,NA,0,< MDL 0.001 %,0.2,NA,0,< MDL 0.0006 %,7.9,NA,30.7,NA,0.02,NA,21.53,NA,73.78,NA,2.1,NA,0.14,NA,8.56,NA,57.78,NA,14.28,NA,46,NA,293.14,NA,3.81,NA,18.86,NA,380.25,NA,21.84,NA,0.06,NA,497.89,NA,1.69,NA,65.52,NA,79.3,NA,0.02,NA,65.91,NA,0.32,NA
7/28/2016,5434,NWCA11-1408,1,8/4/2011,GA,NWCA_PROBABILITY,NWCA11-1408-1-11-GA-179-004-1,D,1,60,NO PHOTO TAKEN,69.1,NA,27.1,NA,3.8,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,4.1,NA,0.38,NA,1.62,NA,5.6,NA,5.7,NA,32.4,NA,11,NA,6.7,NA,35.4,NA,132.2,NA,0.1,NA,0.19,NA,37.2,NA,102.5,< PQL 129 mg / kg,0.05,NA,48.7,NA,0.1,NA,0.2,NA,0,< MDL 0.0006 %,15.7,NA,51.3,NA,0.03,NA,15.66,NA,80.77,NA,2.24,NA,0,< MDL 0.001 mg / kg,8.03,NA,63.82,NA,11.2,NA,44,NA,136.96,NA,3,NA,17.94,NA,485.69,NA,22.55,NA,0.04,NA,746.51,NA,1.71,NA,70.8,NA,83.38,NA,0.01,NA,62.66,NA,0.32,NA
7/28/2016,5435,NWCA11-1409,1,6/21/2011,GA,NWCA_PROBABILITY,NWCA11-1409-1-11-GA-039-005-1,A,1,60,NA,58.4,NA,38.1,NA,3.5,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,10.57,NA,0.56,NA,1.98,NA,5.5,NA,5.6,NA,47.8,NA,15,NA,5.1,NA,39.8,NA,105.5,NA,0.15,NA,0.15,NA,27.5,NA,125.3,< PQL 129 mg / kg,0.04,NA,41.4,NA,0,< MDL 0.001 %,0,< MDL 0.01 %,0,< MDL 0.0006 %,9.9,NA,40.1,NA,0.05,NA,9.92,NA,69.81,NA,1.69,NA,0.13,NA,6.68,NA,52.92,NA,9.86,NA,49,NA,136.32,NA,2.5,NA,28.06,NA,439.02,NA,18.89,NA,0.06,NA,899.71,NA,1.67,NA,83.29,NA,65.1,NA,0,NA,46.43,NA,0.24,NA
7/28/2016,5436,NWCA11-1411,1,8/1/2011,GA,NWCA_PROBABILITY,NWCA11-1411-1-11-GA-179-005-1,D,1,100,NA,68.4,NA,27.8,NA,3.8,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,4.67,NA,0.39,NA,1.48,NA,5.4,NA,5.5,NA,34.8,NA,10.4,NA,6.4,NA,34.6,NA,59.6,NA,0.08,NA,0.16,NA,31.5,NA,77.7,< PQL 129 mg / kg,0.04,NA,46.7,NA,0,< MDL 0.001 %,0.1,NA,0,< MDL 0.0006 %,14,NA,45.1,NA,0.05,NA,18.12,NA,63.57,NA,2.11,NA,-0.01,< MDL 0.001 mg / kg,7.59,NA,60.4,NA,12.21,NA,60,NA,164.11,NA,3.2,NA,17.25,NA,580.35,NA,21.64,NA,0.04,NA,646.64,NA,1.57,NA,68.4,NA,79.16,NA,0.01,NA,62.32,NA,0.34,NA
7/28/2016,5437,NWCA11-1412,1,7/14/2011,GA,NWCA_PROBABILITY,NWCA11-1412-1-11-GA-051-007-1,D,1,89,NA,40.3,NA,34.5,NA,25.2,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,2.74,NA,0.19,< PQL 0.2 %,2.63,NA,3,NA,3.2,NA,19.3,NA,7.9,NA,4.3,NA,23.8,NA,82.4,NA,0.02,NA,0.23,NA,53,NA,0,< MDL 26 mg / kg,0,< MDL 0.0002 %,34.7,NA,0,< MDL 0.001 %,0.2,NA,0,< MDL 0.0006 %,6,NA,32.6,NA,0.02,NA,22.12,NA,41.79,NA,1.25,NA,0.06,NA,6.65,NA,42.3,NA,6.67,NA,21,NA,227.69,NA,3.5,NA,12.94,NA,300.91,NA,12.17,NA,0.02,NA,533.62,NA,0.95,NA,49.11,NA,53.98,NA,0.01,NA,39.37,NA,0.45,NA
7/28/2016,5438,NWCA11-1414,1,4/21/2011,GA,NWCA_PROBABILITY,NWCA11-1414-1-11-GA-033-001-1,C,2,17,NA,15.1,NA,23.5,NA,61.4,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.85,NA,0.16,< PQL 0.2 %,0.04,NA,4.6,NA,4,NA,6.6,NA,0.8,NA,0.1,NA,0.3,NA,0,NA,0.1,NA,0.1,NA,19.1,NA,77.4,NA,0,< MDL 0.0002 %,0.07,NA,0.1,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,2.7,NA,5.5,NA,0.02,NA,1.94,NA,73.45,NA,0.43,NA,0.02,NA,1.6,NA,19,NA,10.26,NA,47,NA,30.6,NA,0.2,NA,7.83,NA,210.26,NA,18.49,NA,0.06,NA,526.95,NA,0.79,NA,11.56,NA,16,NA,-0.03,< MDL 0 mg / kg,12.11,NA,0.86,NA
7/28/2016,5438,NWCA11-1414,1,4/21/2011,GA,NWCA_PROBABILITY,NWCA11-1414-1-11-GA-033-001-2,C,3,42,NA,22.4,NA,18.3,NA,59.3,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.42,NA,0.06,< PQL 0.2 %,0.03,< MDL 0.04 %,4.7,NA,4,NA,4.1,NA,1.1,NA,0,< MDL 0.06 cmol(+) / kg,0.3,NA,0,NA,0.07,NA,0.02,NA,0,< MDL 0.1 mg / kg,11.7,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.04,NA,0.1,NA,0,NA,0,< MDL 0.0006 %,0.2,< PQL 0.7 mg / kg,0.7,NA,0.01,NA,1.31,NA,84.91,NA,0.48,NA,0,< MDL 0.001 mg / kg,1.92,NA,25.88,NA,8.69,NA,33,NA,17.31,NA,0.18,NA,9.94,NA,92.09,NA,17.24,NA,0.08,NA,490.89,NA,1.02,NA,15.97,NA,24.29,NA,-0.02,< MDL 0 mg / kg,13.18,NA,1.05,NA
7/28/2016,5438,NWCA11-1414,1,4/21/2011,GA,NWCA_PROBABILITY,NWCA11-1414-1-11-GA-033-001-3,C,4,60,SEE PACKET FOR ORIGINAL PAGE OF SOIL PROFILE DATA PIT C.,29.6,NA,13.3,NA,57.1,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.21,NA,0.05,NA,0.03,NA,4.6,NA,3.9,NA,4.3,NA,1,NA,0,< MDL 0.06 cmol(+) / kg,0.4,NA,0,NA,0.08,NA,0.03,NA,0,< MDL 0.1 mg / kg,8.4,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.04,NA,0.1,NA,0.4,NA,0,< MDL 0.0006 %,0.1,< PQL 0.7 mg / kg,2.6,NA,0.01,NA,2.43,NA,88.4,NA,0.61,NA,0,< MDL 0.001 mg / kg,2.29,NA,33.64,NA,8.99,NA,53,NA,17.6,NA,0.22,NA,13.57,NA,101.98,NA,19.25,NA,0.1,NA,789.88,NA,1.22,NA,20.45,NA,43.08,NA,-0.03,< MDL 0 mg / kg,17.74,NA,1.03,NA
7/28/2016,5438,NWCA11-1414,1,4/21/2011,GA,NWCA_PROBABILITY,NWCA11-1414-1-11-GA-033-001-4,C,5,125,NA,27.7,NA,11.6,NA,60.7,NA,0,NA,NA,NA,NA,NA,0.13,NA,0.02,NA,0.04,NA,4.7,NA,4,NA,4,NA,1.1,NA,0,NA,0.4,NA,0,NA,0.06,NA,0.01,NA,0,NA,0,NA,0,NA,0.04,NA,0.1,NA,0,NA,0,NA,0.2,NA,0.3,NA,0.01,NA,1.42,NA,94.04,NA,0.58,NA,0,NA,2.35,NA,31.32,NA,8.56,NA,40,NA,15.52,NA,0.24,NA,13.06,NA,92.99,NA,19.27,NA,0.09,NA,524.96,NA,1.22,NA,21.17,NA,24.22,NA,-0.03,NA,17.03,NA,NA,NA
7/28/2016,5439,NWCA11-1516,1,6/30/2011,IL,NWCA_PROBABILITY,NWCA11-1516-1-11-IL-097-002-1,C,1,15,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1,< PQL 2.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,21.9,NA,1.89,NA,0.29,NA,6.6,NA,6.4,NA,79.5,NA,61.2,NA,0.8,NA,19.6,NA,0.9,NA,0.45,NA,0.75,NA,176.7,NA,882.4,NA,0.16,NA,1.09,NA,0.2,NA,0.9,NA,0,< MDL 0.0006 %,15.5,NA,64.8,NA,0.24,NA,5.69,NA,163.02,NA,0.96,NA,1.13,NA,8.67,NA,33.71,NA,63.39,NA,73,NA,291.47,NA,5.11,NA,24.32,NA,1876.62,NA,43.04,NA,0.79,NA,2880.55,NA,3.54,NA,103.04,NA,60.3,NA,0.09,NA,155.61,NA,0.24,NA
7/28/2016,5439,NWCA11-1516,1,6/30/2011,IL,NWCA_PROBABILITY,NWCA11-1516-1-11-IL-097-002-5,C,5,125,NA,40.1,NA,49.2,NA,10.7,NA,26,NA,27,NA,33,NA,4.24,NA,0,< MDL 0.04 %,0,< MDL 0.04 %,7.7,NA,7.5,NA,11,NA,34.2,NA,0.3,NA,12.2,NA,0.5,NA,0.08,NA,0.67,NA,189.7,NA,192.8,NA,0.05,NA,0.66,NA,0,< MDL 0.001 %,0.8,NA,0,< MDL 0.0006 %,10.7,NA,12.2,NA,0.04,NA,7.38,NA,119.02,NA,1.22,NA,0.07,NA,11.75,NA,37.07,NA,21.9,NA,-4,< MDL 1.3 ug / kg,460.03,NA,6.3,NA,26.61,NA,362.05,NA,12.84,NA,0.23,NA,403.41,NA,1.12,NA,51.36,NA,53.92,NA,-0.01,< MDL 0 mg / kg,48.8,NA,1.46,NA
