study_id,site_id,plot_id,year,month,day,latitude,longitude,method_id,plot_area,plot_sapling_area,site_notes,position_accuracy,position_notes,disturbance_notes,disturbance_year,habitat,ecosystem_condition,disturbance_class,ecotype,plot_shape,plot_notes,aboveground_plant_carbon,belowground_plant_carbon,basal_area,field_or_manipulation_code,harvest_or_allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_485,2015,2,11,10.6111170936635,103.917539964629,1,153.9380400259,12.566370614359201,NA,2,subplot-level,Some cutting in the area,NA,mangrove,Intact,Harvest low,Coastal fringe,circular,NA,96.34,140.94,0.129,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_486,2015,2,11,10.611117,103.91754,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some cutting in the area,NA,mangrove,Intact,Harvest low,Coastal fringe,circular,NA,251.79,163.85,0.186,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_487,2015,2,11,10.611117,103.91754,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some cutting in the area,NA,mangrove,Intact,Harvest low,Coastal fringe,circular,NA,81.53999999999999,78.35,0.09,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_488,2015,2,11,10.611117,103.91754,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some cutting in the area,NA,mangrove,Intact,Harvest low,Coastal fringe,circular,NA,110.84,92.92,0.092,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_489,2015,2,11,10.611117,103.91754,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Some cutting in the area,NA,mangrove,Intact,Harvest low,Coastal fringe,circular,NA,283.17,284.75,0.278,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_490,2015,2,12,10.5562579181076,103.807838989226,1,153.9380400259,12.566370614359201,NA,7,subplot-level,NA,NA,mangrove,Degraded,NA,Coastal fringe,circular,NA,246.85999999999999,320.67999999999995,0.322,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_491,2015,2,12,10.556258,103.807839,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Degraded,NA,Coastal fringe,circular,NA,502.79,386.12,0.557,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_492,2015,2,12,10.556258,103.807839,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Degraded,NA,Coastal fringe,circular,NA,525.62,369.53000000000003,0.364,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_493,2015,2,12,10.556258,103.807839,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Degraded,NA,Coastal fringe,circular,NA,298.63,307.03,0.281,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_494,2015,2,12,10.556258,103.807839,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Degraded,NA,Coastal fringe,circular,NA,267.39,269.56,0.278,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_495,2015,2,11,10.5483027883538,103.815646367434,1,153.9380400259,12.566370614359201,NA,6,subplot-level,Human disturbance,NA,mangrove,Intact,Anthropogenic light,Coastal fringe,circular,NA,293.53999999999996,236.08,0.438,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_496,2015,2,11,10.548303,103.815646,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,Coastal fringe,circular,NA,324.94,212.5,0.47000000000000003,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_497,2015,2,11,10.548303,103.815646,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,Coastal fringe,circular,NA,478.63,288.07,0.549,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_498,2015,2,12,10.5824,103.82355,1,153.9380400259,12.566370614359201,NA,7,subplot-level,Human disturbance (some cutting),NA,mangrove,Intact,Anthropogenic light,Coastal fringe,circular,NA,514.72,373.18,0.40900000000000003,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_499,2015,2,12,10.582601,103.890377,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,Coastal fringe,circular,NA,246.72,229.91,0.252,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_500,2015,2,12,10.582601,103.890377,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,Coastal fringe,circular,NA,338.12,288.13,0.3,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_501,2015,2,12,10.582601,103.890377,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,Coastal fringe,circular,NA,512.15,289.31,0.331,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_502,2015,2,12,10.582601,103.890377,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,Coastal fringe,circular,NA,447.71,387.59,0.41,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_503,2015,2,12,10.556471,103.725893660233,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,158.14999999999998,132.67000000000002,0.13,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_504,2015,2,12,10.556471,103.725894,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,261.43,154.46,0.185,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_505,2015,2,12,10.556471,103.725894,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,628.2900000000001,331.60999999999996,0.468,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_506,2015,2,11,10.527891,103.805234223549,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,138.57,193.62,0.45999999999999996,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_507,2015,2,11,10.527891,103.805234,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,99.08999999999999,170.46,0.39099999999999996,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_1,2015,12,31,-7.786217,39.32183,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",1.32,1.39,0.023,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_2,2015,12,31,-7.805889,39.289323,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",76.77,46.97,0.824,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_3,2015,12,31,-7.817306,39.352697,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",93.3,35.57,0.768,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_4,2015,12,31,-7.811658,39.283833,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",113.87,6.93,1.034,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_5,2015,12,31,-7.856985,39.257743,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",0,0,0,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_6,2015,12,31,-7.773308,39.335235,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",42.980000000000004,13.42,0.262,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_7,2015,12,31,-7.790236,39.339099,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",66.17,25.54,0.553,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_8,2015,12,31,-7.76533,39.297976,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",75.56,38.43,0.256,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_9,2015,12,31,-7.778774,39.300586,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",138.93,23.16,0.908,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_10,2015,12,31,-7.798374,39.319382,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",78.68,39.88,0.611,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_11,2015,12,31,-7.810767,39.316144,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",48.25,27.32,0.405,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_12,2015,12,31,-7.838769,39.243489,6,498.759249683915,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",225.8,18.15,1.72,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_13,2015,12,31,-7.762685,39.298524,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",108.52000000000001,35.27,0.742,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_14,2015,12,31,-7.787997,39.300607,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",131.65,79.42,1.001,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_15,2015,12,31,-7.790868,39.369734,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",78.31,45.21,0.597,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_16,2015,12,31,-7.799883,39.300607,6,498.759249683915,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",133.47,17.07,1.053,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_17,2015,12,31,-7.801661,39.295053,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",84.63,23.62,0.767,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_18,2015,12,31,-7.807884,39.31884,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",108.16,42.74,0.905,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_19,2015,12,31,-7.770334,39.318936,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",82.60000000000001,35.03,0.658,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_20,2015,12,31,-7.813454,39.334681,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",197.25,116.85999999999999,0.897,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_21,2015,12,31,-7.828303,39.322083,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",56.63,26.630000000000003,0.467,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_22,2015,12,31,-7.83765,39.270828,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",59.52,31.5,0.362,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_23,2015,12,31,-7.85189,39.319852,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",111.11,65.24,0.8170000000000001,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_24,2015,12,31,-7.765002,39.291276,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",81.1,70.75999999999999,0.537,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_25,2015,12,31,-7.782773,39.284373,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",41.41,53.089999999999996,0.343,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_26,2015,12,31,-7.794873,39.300623,6,498.759249683915,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",252.37,43.28,2.319,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_27,2015,12,31,-7.799935,39.359471,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",78.64,19.83,0.782,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_28,2015,12,31,-7.803327,39.276501,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",93.24000000000001,18.97,0.703,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_29,2015,12,31,-7.81566,39.353932,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",124.94,71.03,0.931,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_30,2015,12,31,-7.817536,39.356946,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",104.73,80.92,0.83,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_31,2015,12,31,-7.825313,39.324718,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",63.24,41.69,0.473,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_32,2015,12,31,-7.838843,39.336653,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",54.449999999999996,92.11,0.577,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_33,2015,12,31,-7.790904,39.374205,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",118.33,13.08,1.235,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_34,2015,12,31,-7.820636,39.268396,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",128.54,155.49,0.728,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_35,2015,12,31,-7.805975,39.350342,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",219.48000000000002,65.23,2.131,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_36,2015,12,31,-7.811343,39.308245,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",133.4,83.07000000000001,0.894,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_37,2015,12,31,-7.818324,39.296719,6,498.759249683915,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",239.05,20.299999999999997,1.9129999999999998,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_38,2015,12,31,-7.822442,39.337592,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",123.64,79.05,0.673,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_39,2015,12,31,-7.826875,39.297231,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",83.73,39.36,0.63,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_40,2015,12,31,-7.846511,39.338839,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",225.69,51.220000000000006,1.4449999999999998,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_41,2015,12,31,-7.857204,39.237177,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",20.71,12.47,0.206,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_42,2015,12,31,-7.795329,39.295608,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",122.27000000000001,45.55,1.096,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_43,2015,12,31,-7.819879,39.302273,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",171.98999999999998,43.4,1.457,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_44,2015,12,31,-7.82622,39.302886,6,498.759249683915,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",161.5,5.75,1.82,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_45,2015,12,31,-7.825887,39.248947,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",59.89,27.8,0.447,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_46,2015,12,31,-7.851313,39.238495,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",84.74,16.93,0.647,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_47,2015,12,31,-7.851581,39.298895,6,498.759249683915,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",73.68,25.020000000000003,0.913,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_48,2015,12,31,-7.798652,39.282973,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",156.3,52.79,1.6,field,allometry
Trettin_et_al_2020,Rufiji_River_Delta,Rufiji_River_Delta_49,2015,12,31,-7.839953,39.287271,6,401.149965936881,12.56,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",43.089999999999996,55.16,0.28200000000000003,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_50,2012,12,31,-18.744,36.112,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",116.61,42.96,0.395,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_51,2012,12,31,-18.744,36.112,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",47.510000000000005,25.04,0.106,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_52,2012,12,31,-18.744,36.112,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",86.47,33.39,0.081,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_53,2012,12,31,-18.744,36.112,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",99.74,39.29,0.295,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_54,2012,12,31,-18.744,36.112,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",71.15,26.97,0.169,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_55,2012,12,31,-18.744,36.112,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",47.69,17.65,0.078,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_56,2012,12,31,-18.743,36.119,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",99.98,37.21,0.378,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_57,2012,12,31,-18.743,36.119,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",46.37,17.78,0.18,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_58,2012,12,31,-18.743,36.119,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",113.06,31.14,0.378,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_59,2012,12,31,-18.743,36.128,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",88.39,30.14,0.341,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_60,2012,12,31,-18.743,36.128,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",58.61,21.16,0.225,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_61,2012,12,31,-18.743,36.128,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",95.93,32.71,0.323,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_62,2012,12,31,-18.743,36.128,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",71.09,25.38,0.227,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_63,2012,12,31,-18.743,36.128,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",74.56,25.46,0.283,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_64,2012,12,31,-18.743,36.128,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",45.82,16.46,0.185,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_65,2012,12,31,-18.75,36.115,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",77.78,23.59,0.245,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_66,2012,12,31,-18.75,36.115,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",36.71,16.1,0.136,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_67,2012,12,31,-18.75,36.115,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",64.02000000000001,30.65,0.157,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_68,2012,12,31,-18.75,36.115,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",90.42,29.28,0.256,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_69,2012,12,31,-18.75,36.115,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",100.5,33.11,0.31,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_70,2012,12,31,-18.75,36.115,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",109.24,38.11,0.361,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_71,2012,12,31,-18.76,36.144,8,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",49.89,17.97,0.188,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_72,2012,12,31,-18.76,36.144,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",41.56,17.13,0.10800000000000001,field,allometry
Trettin_et_al_2020,Zambezi_River_Delta,Zambezi_River_Delta_73,2012,12,31,-18.76,36.144,8,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,River delta,circular,"Exact MDATE unknown, last day of measurement year used.",100.71000000000001,37.09,0.278,field,allometry
