study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes,representative_depth_min,representative_depth_max,method_id
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-1,5,10,0.8248811410459589,0.01775278210639953,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-1,20,25,1.0182250396196515,0.01416294455528259,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-1,37,42,1.1267828843106182,0.00833899438381195,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-1,72,77,1.47068145800317,0.00311413646,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-1,NA,NA,1.385895404120444,0.00477036416530609,vertical slice of 5cm taken within the given representative depth range,100,150,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-2,5,10,0.9294770206022186,0.01820260524749755,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-2,20,25,1.2083993660855783,0.00943262994289398,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-2,37,42,1.293977812995246,0.00904984891414642,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-2,72,77,1.3541996830427894,0.00811848043999999,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-2,NA,NA,1.414421553090333,0.00181462451815605,vertical slice of 5cm taken within the given representative depth range,100,184,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-3,5,10,0.774960380348653,0.02032878875732421,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-3,20,25,0.8906497622820919,0.01417805075645446,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-3,37,42,1.2559429477020605,0.00950142860412597,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-3,72,77,1.5530903328050714,0.0025135925412178,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-3,NA,NA,1.4207606973058635,0.00321038514375686,vertical slice of 5cm taken within the given representative depth range,100,165,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-4,5,10,0.9833597464342314,0.01455039978027343,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-4,20,25,0.9120443740095088,0.0177885377407074,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-4,37,42,0.9762282091917592,0.01391230821609497,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-4,72,77,1.399366085578447,0.00535884798,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-4,NA,NA,1.3874801901743268,0.00133038118481636,vertical slice of 5cm taken within the given representative depth range,100,238,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-5,5,10,0.6442155309033281,0.029917733669281,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-5,20,25,0.8383518225039619,0.01720527291297912,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-5,37,42,0.899366085578447,0.01762268185615539,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-5,72,77,1.2321711568938194,0.00745158612728118,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-5,NA,NA,1.5665610142630746,0.00178226336836814,vertical slice of 5cm taken within the given representative depth range,100,160,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-6,5,10,0.6846275752773376,0.02145097494125366,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-6,20,25,0.8280507131537244,0.03498709440231323,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-6,37,42,1.078446909667195,0.01080491304397583,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-6,72,77,1.2717908082408875,0.00885554373264312,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Delta Island Marsh,SKA-DEL-LM-6,NA,NA,1.3177496038034866,0.00617676854,vertical slice of 5cm taken within the given representative depth range,100,235,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-1,5,10,0.5182250396196513,0.03514930248260498,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-1,20,25,0.4247226624405705,0.04177852153778076,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-1,37,42,0.687797147385103,0.02879442453384399,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-1,72,77,0.7820919175911253,0.02566107273101806,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-1,NA,NA,1.1624405705229794,0.00867154538631439,vertical slice of 5cm taken within the given representative depth range,100,220,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-2,5,10,0.3652931854199683,0.0575046157836914,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-2,20,25,0.5324881141045958,0.03917314767837524,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-2,37,42,0.4239302694136291,0.05674944400787354,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-2,72,77,0.6022187004754359,0.02981855630874633,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-2,NA,NA,0.9786053882725834,0.01164517164230346,vertical slice of 5cm taken within the given representative depth range,100,212,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-3,5,10,0.5744849445324882,0.03912663459777832,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-3,20,25,0.5824088748019018,0.02734453678131103,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-3,37,42,0.5499207606973059,0.0333339262008667,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-3,72,77,0.7892234548335975,0.0255858302116394,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-3,NA,NA,0.835974643423138,0.01873149752616882,vertical slice of 5cm taken within the given representative depth range,100,197,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-4,5,10,0.4896988906497623,0.05237133026123047,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-4,20,25,0.43106180665610144,0.05667385101318359,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-4,37,42,0.55229793977813,0.04186064720153808,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-4,72,77,0.30110935023771795,0.0828685188293457,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-4,NA,NA,0.9809825673534074,0.0166495144367218,vertical slice of 5cm taken within the given representative depth range,100,230,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-5,5,10,0.4120443740095088,0.07602872848510742,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-5,20,25,0.4564183835182251,0.04737555027008056,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-5,37,42,0.4714738510301109,0.05890085220336914,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-5,72,77,0.7099841521394612,0.02978927373886108,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-5,NA,NA,1.062599049128368,0.01562590837478637,vertical slice of 5cm taken within the given representative depth range,100,258,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-6,5,10,0.4960380348652932,0.05789589405059815,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-6,20,25,0.44849445324881154,0.05654838085174561,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-6,37,42,0.454041204437401,0.05303433418273926,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-6,72,77,0.5641838351822505,0.03561407089233398,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Fir Island Marsh,SKA-FIR-HM-6,NA,NA,0.5435816164817749,0.03860557794570923,vertical slice of 5cm taken within the given representative depth range,100,248,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-1,5,10,0.5190174326465927,0.04895708560943603,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-1,20,25,2.101426307448495,0.05043324947357178,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-1,37,42,0.4310618066561015,0.05608011245727539,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-1,72,77,0.694136291600634,0.03020184278488159,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-1,NA,NA,1.0855784469096672,0.01448973774909973,vertical slice of 5cm taken within the given representative depth range,100,273,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-2,5,10,0.49445324881141056,0.04750365734100342,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-2,20,25,0.5736925515055468,0.04406818389892578,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-2,37,42,0.4873217115689383,0.05606930732727051,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-2,72,77,0.7266244057052299,0.02847930192947388,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-2,NA,NA,0.9112519809825672,0.02094355344772339,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-3,5,10,0.2789223454833598,0.0831874942779541,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-3,20,25,0.2099841521394612,0.08385191917419434,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-3,37,42,0.3526148969889065,0.04603262424468994,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-3,72,77,0.7361331220285262,0.03099494695663452,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-3,NA,NA,0.6442155309033282,0.02598000764846802,vertical slice of 5cm taken within the given representative depth range,100,282,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-4,5,10,0.4690966719492869,0.04609873294830322,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-4,20,25,0.47702060221870046,0.04522286415100098,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-4,37,42,0.26941362916006345,0.08118659973144532,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-4,72,77,0.5412044374009509,0.04641011714935303,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-4,NA,NA,0.9270998415213948,0.02005659818649292,vertical slice of 5cm taken within the given representative depth range,100,276,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-5,5,10,0.4413629160063392,0.06099464416503906,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-5,20,25,0.3201267828843107,0.06665976524353028,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-5,37,42,0.31220285261489694,0.08271601676940918,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-5,72,77,0.5158478605388273,0.03481077671051025,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-5,NA,NA,0.9548335974643424,0.0166324245929718,vertical slice of 5cm taken within the given representative depth range,100,287,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-6,5,10,0.4762282091917591,0.05765096664428711,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-6,20,25,0.37797147385103014,0.05667082786560058,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-6,37,42,0.3629160063391442,0.07264180660247803,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-6,72,77,0.5,0.03969598770141602,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Skagit Wildlife Marsh,SKA-WIL-HM-6,NA,NA,0.9413629160063394,0.01682758450508117,vertical slice of 5cm taken within the given representative depth range,100,283,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-1,5,10,0.5621404915461042,0.081612548828125,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-1,20,25,0.897681715182151,0.02299801111221313,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-1,37,42,0.8968101795363431,0.01521014094352722,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-1,72,77,0.6797978037301726,0.03135191679000854,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-1,NA,NA,0.696356981000523,0.02892300605773926,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-2,5,10,0.3895764336761374,0.07185609340667724,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-2,20,25,0.5577828133170647,0.04101959228515625,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-2,37,42,0.38696182673871365,0.05623114109039306,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-2,72,77,0.6126895590029632,0.06311357498168946,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-2,NA,NA,0.47672999825692874,0.07533586502075196,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-3,5,10,0.4627854279240021,0.06981001377105713,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-3,20,25,0.676311661146941,0.03010147094726562,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-3,37,42,0.6004880599616526,0.02864089488983154,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-3,72,77,0.6475509848352797,0.03387889623641968,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-3,NA,NA,0.4697577130904655,0.1026358413696289,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-4,5,10,0.6187903085236186,0.03592593908309936,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-4,20,25,0.5708558480041834,0.05305714607238769,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-4,37,42,0.696356981000523,0.03347175359725952,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-4,72,77,0.5926442391493812,0.07635364055633545,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-4,NA,NA,0.5020045319853582,0.05125130176544189,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-5,5,10,0.5063622102143978,0.04796249389648437,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-5,20,25,0.6022311312532683,0.03859436750411987,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-5,37,42,0.737319156353495,0.02730580806732177,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-5,72,77,0.6144326302945791,0.04005513191223144,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-5,NA,NA,0.4314101446749172,0.06013874053955078,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-6,5,10,0.3669165068851316,0.1430712604522705,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-6,20,25,0.5194352449015165,0.06315121173858643,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-6,37,42,0.534251350880251,0.05245368480682373,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-6,72,77,0.2466445877636395,0.3441256332397461,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Otter Island Swamp,SNO-OTT-TS-6,NA,NA,0.22747080355586544,0.15348073959350586,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-1,5,10,0.564755098483528,0.04502268314361572,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-1,20,25,0.7216315147289524,0.02232361555099487,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-1,37,42,0.8549764685375633,0.0163247799873352,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-1,72,77,0.7460345128115741,0.01013921737670898,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-1,NA,NA,0.6588809482307827,0.02810307741165161,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-2,5,10,0.4087502178839115,0.07566719055175782,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-2,20,25,0.8288303991633259,0.03082230806350708,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-2,37,42,0.909011678577654,0.02059585571289062,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-2,72,77,0.8148858288303992,0.009392631649971,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-2,NA,NA,0.7564929405612689,0.01751991152763367,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-3,5,10,0.34599965138574174,0.08124454498291016,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-3,20,25,0.454070071465923,0.06454615116119385,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-3,37,42,0.5630120271919122,0.03458684682846069,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-3,72,77,0.545581314275754,0.03255081415176392,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-3,NA,NA,0.6240195223984663,0.02527130126953125,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-4,5,10,0.19086630643193303,0.1579238510131836,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Criteser's Marsh,YAQ-CRI-HM-4,20,25,0.31462436813665684,0.1011306095123291,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
