study_id,bibliography_id,publication_type,bibtype,doi,url,author,keywords,title,publisher,year,copyright,month,volume,number,pages,journal,school,key,editor,booktitle,institution,language
Spruzen_et_al_2008,Spruzen_et_al_2008_article,associated,Article,10.1007/s10750-007-9166-2,https://doi.org/10.1007/s10750-007-9166-2,Fiona L. Spruzen and Alastair M. M. Richardson and Eric J. Woehler,NA,"Spatial variation of intertidal macroinvertebrates and environmental variables in Robbins Passage wetlands, {NW} Tasmania",Springer Nature,2007,NA,oct,598,1,325--342,Hydrobiologia,NA,NA,NA,NA,NA,NA
Yarbro_and_Carlson_2008,Yarbro_and_Carlson_2008_article,associated,Article,10.1007/s12237-008-9071-6,https://doi.org/10.1007/s12237-008-9071-6,Laura A. Yarbro and Paul R. Carlson,NA,"Community Oxygen and Nutrient Fluxes in Seagrass Beds of Florida Bay, {USA}",Springer Nature,2008,NA,aug,31,5,877--897,Estuaries and Coasts,NA,NA,NA,NA,NA,NA
Holmer_et_al_2009,Holmer_et_al_2009_article,associated,Article,10.1007/s12237-009-9133-4,https://doi.org/10.1007/s12237-009-9133-4,Marianne Holmer and NÃºria Mar {à} and Morgane Lamote and Carlos M. Duarte,NA,Deterioration of Sediment Quality in Seagrass Meadows (Posidonia oceanica) Invaded by Macroalgae (Caulerpa sp.),Springer Nature,2009,NA,feb,32,3,456--466,Estuaries and Coasts,NA,NA,NA,NA,NA,NA
Kenig_et_al_1990,Kenig_et_al_1990_article,associated,Article,10.1016/0146-6380(90)90113-e,https://doi.org/10.1016/0146-6380(90)90113-e,Fabien Kenig and Alain Y. Huc and Bruce H. Purser and Jean-Louis Oudin,NA,"Sedimentation, distribution and diagenesis of organic matter in a recent carbonate environment, Abu Dhabi, U.A.E.",Elsevier {BV},1990,NA,jan,16,NA,735--747,Organic Geochemistry,NA,NA,NA,NA,NA,NA
De_Iongh_et_al_1995,De_Iongh_et_al_1995_article,associated,Article,10.1016/0304-3770(94)00438-r,https://doi.org/10.1016/0304-3770(94)00438-r,H.H. {de Iongh} and B.J. Wenno and E. Meelis,NA,"Seagrass distribution and seasonal biomass changes in relation to dugong grazing in the Moluccas, East Indonesia",Elsevier {BV},1995,NA,apr,50,1,1--19,Aquatic Botany,NA,NA,NA,NA,NA,NA
Lee_et_al_2005,Lee_et_al_2005_article,associated,Article,10.1016/j.aquabot.2005.07.004,https://doi.org/10.1016/j.aquabot.2005.07.004,Sang Yong Lee and Jae Hyuk Oh and Chung Il Choi and Youngbae Suh and Hiroshi Mukai,NA,Leaf growth and population dynamics of intertidal Zostera japonica on the western coast of Korea,Elsevier {BV},2005,NA,dec,83,4,263--280,Aquatic Botany,NA,NA,NA,NA,NA,NA
Rigollet_et_al_2004,Rigollet_et_al_2004_article,associated,Article,10.1016/j.biortech.2003.12.018,https://doi.org/10.1016/j.biortech.2003.12.018,V RIGOLLET,NA,Seasonal evolution of heavy metal concentrations in the surface sediments of two Mediterranean Zostera marina L. beds at Thau lagoon (France) and Venice lagoon (Italy),Elsevier {BV},2004,NA,nov,95,2,159--167,Bioresource Technology,NA,NA,NA,NA,NA,NA
Qu_et_al_2006,Qu_et_al_2006_article,associated,Article,10.1016/j.csr.2006.05.007,https://doi.org/10.1016/j.csr.2006.05.007,Wenchuan Qu and R.J. Morrison and R.J. West and Chenwei Su,NA,"Organic matter and benthic metabolism in Lake Illawarra, Australia",Elsevier {BV},2006,NA,oct,26,15,1756--1774,Continental Shelf Research,NA,NA,NA,NA,NA,NA
Kairis_and_Rybczyk_2010,Kairis_and_Rybczyk_2010_article,associated,Article,10.1016/j.ecolmodel.2009.01.025,https://doi.org/10.1016/j.ecolmodel.2009.01.025,Peter A. Kairis and John M. Rybczyk,NA,"Sea level rise and eelgrass (Zostera marina) production: A spatially explicit relative elevation model for Padilla Bay, {WA}",Elsevier {BV},2010,NA,apr,221,7,1005--1016,Ecological Modelling,NA,NA,NA,NA,NA,NA
Cotner_et_al_2004,Cotner_et_al_2004_article,associated,Article,10.1016/j.ecss.2003.11.008,https://doi.org/10.1016/j.ecss.2003.11.008,James B Cotner and Michael W Suplee and Nai Wei Chen and David E Shormann,NA,"Nutrient, sulfur and carbon dynamics in a hypersaline lagoon",Elsevier {BV},2004,NA,apr,59,4,639--652,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Gonneea_et_al_2004,Gonneea_et_al_2004_article,associated,Article,10.1016/j.ecss.2004.04.015,https://doi.org/10.1016/j.ecss.2004.04.015,Meagan Eagle Gonneea and Adina Paytan and Jorge A. Herrera-Silveira,NA,Tracing organic matter sources and carbon burial in mangrove sediments over the past 160 years,Elsevier {BV},2004,NA,oct,61,2,211--227,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Calleja_et_al_2007,Calleja_et_al_2007_article,associated,Article,10.1016/j.ecss.2007.02.016,https://doi.org/10.1016/j.ecss.2007.02.016,Maria Ll. Calleja and NÃºria Mar {à} and Carlos M. Duarte,NA,The relationship between seagrass (Posidonia oceanica) decline and sulfide porewater concentration in carbonate sediments,Elsevier {BV},2007,NA,jul,73,NA,583--588,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Fonseca_et_al_2011,Fonseca_et_al_2011_article,associated,Article,10.1016/j.ecss.2010.10.003,https://doi.org/10.1016/j.ecss.2010.10.003,Gustavo Fonseca and Pat Hutchings and Fabiane Gallucci,NA,"Meiobenthic communities of seagrass beds (Zostera capricorni) and unvegetated sediments along the coast of New South Wales, Australia",Elsevier {BV},2011,NA,jan,91,1,69--77,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Ooi_et_al_2011,Ooi_et_al_2011_article,associated,Article,10.1016/j.ecss.2010.12.021,https://doi.org/10.1016/j.ecss.2010.12.021,Jillian Lean Sim Ooi and Gary A. Kendrick and Kimberly P. Van Niel and Yang Amri Affendi,NA,Knowledge gaps in tropical Southeast Asian seagrass systems,Elsevier {BV},2011,NA,mar,92,1,118--131,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA
Lewis_et_al_2007,Lewis_et_al_2007_article,associated,Article,10.1016/j.envpol.2006.04.041,https://doi.org/10.1016/j.envpol.2006.04.041,Michael A. Lewis and Darrin D. Dantin and Cynthia A. Chancy and Kathryn C. Abel and Christopher G. Lewis,NA,Florida seagrass habitat evaluation: A comparative survey for chemical quality,Elsevier {BV},2007,NA,mar,146,1,206--218,Environmental Pollution,NA,NA,NA,NA,NA,NA
Oakes_and_Connolly_2004,Oakes_and_Connolly_2004_article,associated,Article,10.1016/j.jembe.2003.10.011,https://doi.org/10.1016/j.jembe.2003.10.011,Joanne M Oakes and Rod M Connolly,NA,"Causes of sulfur isotope variability in the seagrass, Zostera capricorni",Elsevier {BV},2004,NA,may,302,2,153--164,Journal of Experimental Marine Biology and Ecology,NA,NA,NA,NA,NA,NA
Vichkovitten_et_al_2005,Vichkovitten_et_al_2005_article,associated,Article,10.1016/j.jembe.2004.11.002,https://doi.org/10.1016/j.jembe.2004.11.002,Tritep Vichkovitten and Marianne Holmer,NA,Dissolved and particulate organic matter in contrasting Zostera marina (eelgrass) sediments,Elsevier {BV},2005,NA,mar,316,2,183--201,Journal of Experimental Marine Biology and Ecology,NA,NA,NA,NA,NA,NA
De_Troch_et_al_2006,De_Troch_et_al_2006_article,associated,Article,10.1016/j.marenvres.2005.05.003,https://doi.org/10.1016/j.marenvres.2005.05.003,Marleen De Troch and Dirk Van Gansbeke and Magda Vincx,NA,Resource availability and meiofauna in sediment of tropical seagrass beds: Local versus global trends,Elsevier {BV},2006,NA,feb,61,1,59--73,Marine Environmental Research,NA,NA,NA,NA,NA,NA
Fourqurean_et_al_2010,Fourqurean_et_al_2010_article,associated,Article,10.1016/j.marpolbul.2010.03.003,https://doi.org/10.1016/j.marpolbul.2010.03.003,James W. Fourqurean and Meredith F. Muth and Joseph N. Boyer,NA,Epiphyte loads on seagrasses and microphytobenthos abundance are not reliable indicators of nutrient availability in oligotrophic coastal ecosystems,Elsevier {BV},2010,NA,jul,60,7,971--983,Marine Pollution Bulletin,NA,NA,NA,NA,NA,NA
Volkman_et_al_2008,Volkman_et_al_2008_article,associated,Article,10.1016/j.orggeochem.2008.02.014,https://doi.org/10.1016/j.orggeochem.2008.02.014,John K. Volkman and Andrew T. Revill and Daniel G. Holdsworth and David Fredericks,NA,Organic matter sources in an enclosed coastal inlet assessed using lipid biomarkers and stable isotopes,Elsevier {BV},2008,NA,jun,39,6,689--710,Organic Geochemistry,NA,NA,NA,NA,NA,NA
Figueiredo_da_Silva_et_al_2009,Figueiredo_da_Silva_et_al_2009_article,associated,Article,10.1016/j.seares.2009.06.007,https://doi.org/10.1016/j.seares.2009.06.007,J. Figueiredo {da Silva} and R.W. Duck and J.B. Catarino,NA,"Nutrient retention in the sediments and the submerged aquatic vegetation of the coastal lagoon of the Ria de Aveiro, Portugal",Elsevier {BV},2009,NA,nov,62,4,276--285,Journal of Sea Research,NA,NA,NA,NA,NA,NA
Grenz_et_al_2003,Grenz_et_al_2003_article,associated,Article,10.1016/s0022-0981(02)00518-x,https://doi.org/10.1016/s0022-0981(02)00518-x,Christian Grenz and Lionel Denis and Guy Boucher and Laurent Chauvaud and Jacques Clavier and Renaud Fichez and Olivier Pringault,NA,Spatial variability in Sediment Oxygen Consumption under winter conditions in a lagoonal system in New Caledonia (South Pacific),Elsevier {BV},2003,NA,feb,NA,NA,33--47,Journal of Experimental Marine Biology and Ecology,NA,NA,NA,NA,NA,NA
Sfriso_and_Marcomini_1999,Sfriso_and_Marcomini_1999_article,associated,Article,10.1016/s0141-1136(98)00122-6,https://doi.org/10.1016/s0141-1136(98)00122-6,Adriano Sfriso and Antonio Marcomini,NA,"Macrophyte production in a shallow coastal lagoon. Part {II}: Coupling with sediment, {SPM} and tissue carbon, nitrogen and phosphorus concentrations",Elsevier {BV},1999,NA,apr,47,3,285--309,Marine Environmental Research,NA,NA,NA,NA,NA,NA
Holmer_et_al_2001,Holmer_et_al_2001_article,associated,Article,10.1016/s0304-3770(01)00170-x,https://doi.org/10.1016/s0304-3770(01)00170-x,Marianne Holmer and Frede Ã˜. Andersen and SÃ¸ren L. Nielsen and Henricus T.S. Boschker,NA,The importance of mineralization based on sulfate reduction for nutrient regeneration in tropical seagrass sediments,Elsevier {BV},2001,NA,sep,71,1,1--17,Aquatic Botany,NA,NA,NA,NA,NA,NA
Leduc_and_Probert_2011,Leduc_and_Probert_2011_article,associated,Article,10.1017/s0025315410001645,https://doi.org/10.1017/s0025315410001645,Daniel Leduc and P. Keith Probert,NA,"Small-scale effect of intertidal seagrass (Zostera muelleri) on meiofaunal abundance, biomass, and nematode community structure",Cambridge University Press ({CUP}),2010,NA,oct,91,3,579--591,Journal of the Marine Biological Association of the United Kingdom,NA,NA,NA,NA,NA,NA
Holmer_et_al_2003,Holmer_et_al_2003_article,associated,Article,10.1023/b:biog.0000005326.35071.51,https://doi.org/10.1023/b:biog.0000005326.35071.51,Marianne Holmer and Carlos M. Duarte and NÃºria Mar á,NA,Sulfur cycling and seagrass (Posidonia oceanica) status in carbonate sediments,Springer Nature,2003,NA,dec,66,3,223--239,Biogeochemistry,NA,NA,NA,NA,NA,NA
Lo_Iacono_et_al_2008,Lo_Iacono_et_al_2008_article,associated,Article,10.1029/2008gl034773,https://doi.org/10.1029/2008gl034773,Claudio Lo Iacono and Miguel Angel Mateo and EulÃ lia {GrÃ cia} and Lluis Guasch and Ramon Carbonell and Laura Serrano and Oscar Serrano and Juanjo DaÃ±obeitia,NA,Very high-resolution seismo-acoustic imaging of seagrass meadows (Mediterranean Sea): Implications for carbon sink estimates,American Geophysical Union ({AGU}),2008,NA,sep,35,18,NA,Geophysical Research Letters,NA,NA,NA,NA,NA,NA
Maher_and_Eyre_2010,Maher_and_Eyre_2010_article,associated,Article,10.1029/2010jg001433,https://doi.org/10.1029/2010jg001433,D. T. Maher and B. D. Eyre,NA,Benthic fluxes of dissolved organic carbon in three temperate Australian estuaries: Implications for global estimates of benthic {DOC} fluxes,American Geophysical Union ({AGU}),2010,NA,dec,115,NA,NA,Journal of Geophysical Research,NA,NA,NA,NA,NA,NA
Apostolaki_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Duarte_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Fourqurean_and_Kendrick_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Holmer_et_al_2007,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Kennedy_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Marba_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Mateo_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Serrano_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Fourqurean_unpublished,Fourqurean_et_al_2012_synthesis,synthesis,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,Seagrass ecosystems as a globally significant carbon stock,Springer Nature,2012,NA,may,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA
Yamamuro_et_al_1993,Yamamuro_et_al_1993_article,associated,Article,10.1071/mf9930101,https://doi.org/10.1071/mf9930101,M Yamamuro and I Koike and H Iizumi,NA,Partitioning of the nitrogen stock in the vicinity of a Fijian seagrass bed dominated by Syringodium isoetifolium (Ascherson) Dandy,{CSIRO} Publishing,1993,NA,NA,44,1,101,Marine and Freshwater Research,NA,NA,NA,NA,NA,NA
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_article,associated,Article,10.1080/02757540500211277,https://doi.org/10.1080/02757540500211277,S. A. Al-rousan and M. Y. Rasheed and M. A. Khalaf and M. I. Badran,NA,Ecological and geochemical characteristics of bottom habitats at the northern Jordanian coast of the Gulf of Aqaba,Informa {UK} Limited,2005,NA,aug,21,4,227--239,Chemistry and Ecology,NA,NA,NA,NA,NA,NA
Devereux_et_al_2011,Devereux_et_al_2011_article,associated,Article,10.1080/17451000.2010.515227,https://doi.org/10.1080/17451000.2010.515227,Richard Devereux and Diane F. Yates and Jessica Aukamp and Robert L. Quarles and Stephen J. Jordan and Roman S. Stanley and Peter M. Eldridge,NA,"Interactions {ofThalassia} testudinumand sediment biogeochemistry in Santa Rosa Sound, {NW} Florida",Informa {UK} Limited,2011,NA,may,7,4,317--331,Marine Biology Research,NA,NA,NA,NA,NA,NA
Burns_and_Swart_1992,Burns_and_Swart_1992_article,associated,Article,10.1111/j.1365-3091.1992.tb01039.x,https://doi.org/10.1111/j.1365-3091.1992.tb01039.x,STEPHEN J. BURNS and PETER K. SWART,NA,Diagenetic processes in Holocene carbonate sediments: Florida Bay mudbanks and islands,Wiley,1992,NA,apr,39,2,285--304,Sedimentology,NA,NA,NA,NA,NA,NA
Amon_and_Herndl_1991,Amon_and_Herndl_1991_article,associated,Article,10.1111/j.1439-0485.1991.tb00250.x,https://doi.org/10.1111/j.1439-0485.1991.tb00250.x,Rainer M. W. Amon and Gerhard J. Herndl,NA,Deposit Feeding and Sediment:.,Wiley,1991,NA,jun,12,2,163--174,Marine Ecology,NA,NA,NA,NA,NA,NA
Rosenfeld_1979,Rosenfeld_1979_article,associated,Article,10.1306/212f7897-2b24-11d7-8648000102c1865d,https://doi.org/10.1306/212f7897-2b24-11d7-8648000102c1865d,Jeffrey K. Rosenfeld (2),NA,Interstitial Water and Sediment Chemistry of Two Cores from Florida Bay,Society for Sedimentary Geology,1979,NA,NA,NA,NA,NA,{SEPM} Journal of Sedimentary Research,NA,NA,NA,NA,NA,NA
De_Falco_et_al_2006,De_Falco_et_al_2006_article,associated,Article,10.2112/00129.1,https://doi.org/10.2112/00129.1,Giovanni De Falco and Maura Baroli and Ester Murru and Giuseppe Piergallini and Gianluigi Cancemi,NA,"Sediment Analysis Evidences Two Different Depositional Phenomena Influencing Seagrass Distribution in the Gulf of Oristano (Sardinia, Western Mediterranean)",Coastal Education and Research Foundation,2006,NA,sep,225,NA,1043--1050,Journal of Coastal Research,NA,NA,NA,NA,NA,NA
Grady_1981,Grady_1981_article,associated,Article,10.2307/1352158,https://doi.org/10.2307/1352158,John R. Grady,NA,"Properties of Sea Grass and Sand Flat Sediments from the Intertidal Zone of St. Andrew Bay, Florida",Springer Nature,1981,NA,dec,4,4,335,Estuaries,NA,NA,NA,NA,NA,NA
Koepfler_et_al_1993,Koepfler_et_al_1993_article,associated,Article,10.2307/1352587,https://doi.org/10.2307/1352587,Eric T. Koepfler and Ronald Benner and Paul A. Montagna,NA,Variability of Dissolved Organic Carbon in Sediments of a Seagrass Bed and an Unvegetated Area within an Estuary in Southern Texas,Springer Nature,1993,NA,sep,16,3,391,Estuaries,NA,NA,NA,NA,NA,NA
Buzzelli_1998,Buzzelli_1998_article,associated,Article,10.2307/1353271,https://doi.org/10.2307/1353271,Christopher P. Buzzelli,NA,Dynamic Simulation of Littoral Zone Habitats in Lower Chesapeake Bay. I. Ecosystem Characterization Related to Model Development,Springer Nature,1998,NA,dec,21,4,659,Estuaries,NA,NA,NA,NA,NA,NA
Danovaro_and_Fabiano_1995,Danovaro_and_Fabiano_1995_article,associated,Article,10.3354/ame009017,https://doi.org/10.3354/ame009017,R Danovaro and M Fabiano,NA,Seasonal and inter-annual variation of bacteria in a seagrass bed of the Mediterranean Sea: relationship with labile organic compounds and other environmental factors,Inter-Research Science Center,1995,NA,NA,9,NA,17--26,Aquatic Microbial Ecology,NA,NA,NA,NA,NA,NA
Alongi_et_al_2008,Alongi_et_al_2008_article,associated,Article,10.3354/ame01191,https://doi.org/10.3354/ame01191,DM Alongi and LA Trott and MC Undu and F Tirendi,NA,"Benthic microbial metabolism in seagrass meadows along a carbonate gradient in Sulawesi, Indonesia",Inter-Research Science Center,2008,NA,may,51,NA,141--152,Aquatic Microbial Ecology,NA,NA,NA,NA,NA,NA
Kristensen_et_al_2000,Kristensen_et_al_2000_article,associated,Article,10.3354/ame022199,https://doi.org/10.3354/ame022199,E Kristensen and FÃ˜ Andersen and N Holmboe and M Holmer and N Thongtham,NA,"Carbon and nitrogen mineralization in sediments of the Bangrong mangrove area, Phuket, Thailand",Inter-Research Science Center,2000,NA,NA,22,NA,199--213,Aquatic Microbial Ecology,NA,NA,NA,NA,NA,NA
Spivak_et_al_2009,Spivak_et_al_2009_article,associated,Article,10.3354/meps07813,https://doi.org/10.3354/meps07813,AC Spivak and EA Canuel and JE Duffy and JG Douglass and JP Richardson,NA,Epifaunal community composition and nutrient addition alter sediment organic matter composition in a natural eelgrass Zostera marina bed: a field experiment,Inter-Research Science Center,2009,NA,feb,376,NA,55--67,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Borg_et_al_2010,Borg_et_al_2010_article,associated,Article,10.3354/meps08534,https://doi.org/10.3354/meps08534,JA Borg and AA Rowden and MJ Attrill and PJ Schembri and MB Jones,NA,Spatial variation in the composition of motile macroinvertebrate assemblages associated with two bed types of the seagrass Posidonia oceanica,Inter-Research Science Center,2010,NA,may,406,NA,91--104,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Krause-Jensen_et_al_2011_article,associated,Article,10.3354/meps09026,https://doi.org/10.3354/meps09026,D Krause-Jensen and J Carstensen and SL Nielsen and T Dalsgaard and PB Christensen and H Fossing and MB Rasmussen,NA,Sea bottom characteristics affect depth limits of eelgrass Zostera marina,Inter-Research Science Center,2011,NA,mar,425,NA,91--102,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
McGlathery_et_al_2012,McGlathery_et_al_2012_article,associated,Article,10.3354/meps09574,https://doi.org/10.3354/meps09574,KJ McGlathery and LK Reynolds and LW Cole and RJ Orth and SR Marion and A Schwarzschild,NA,Recovery trajectories during state change from bare sediment to eelgrass dominance,Inter-Research Science Center,2012,NA,feb,448,NA,209--221,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Isaksen_and_Finster_1996,Isaksen_and_Finster_1996_article,associated,Article,10.3354/meps137187,https://doi.org/10.3354/meps137187,MF Isaksen and K Finster,NA,"Sulphate reduction in the root zone of the seagrass Zostera noltii on the intertidal flats of a coastal lagoon (Arcachon, France)",Inter-Research Science Center,1996,NA,NA,137,NA,187--194,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Agawin_et_al_1996,Agawin_et_al_1996_article,associated,Article,10.3354/meps138233,https://doi.org/10.3354/meps138233,NSR Agawin and CM Duarte and MD Fortes,NA,"Nutrient limitation of Philippine seagrasses (Cape Bolinao, {NW} Philippines):in situ experimental evidence",Inter-Research Science Center,1996,NA,NA,138,NA,233--243,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Mateo_and_Romero_1997,Mateo_and_Romero_1997_article,associated,Article,10.3354/meps151043,https://doi.org/10.3354/meps151043,MA Mateo and J Romero,NA,Detritus dynamics in the seagrass Posidonia oceanica:elements for an ecosystem carbon and nutrient budget,Inter-Research Science Center,1997,NA,NA,151,NA,43--53,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Pedersen_et_al_1997,Pedersen_et_al_1997_article,associated,Article,10.3354/meps159029,https://doi.org/10.3354/meps159029,MF Pedersen and CM Duarte and J CebriÃ¡n,NA,Rate of changes in organic matter and nutrient stocks during seagrass Cymodocea nodosa colonization and stand development,Inter-Research Science Center,1997,NA,NA,159,NA,29--36,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Townsend_and_Fonseca_1998,Townsend_and_Fonseca_1998_article,associated,Article,10.3354/meps169123,https://doi.org/10.3354/meps169123,EC Townsend and MS Fonseca,NA,Bioturbation as a potential mechanism influencing spatial heterogeneity of North Carolina seagrass beds,Inter-Research Science Center,1998,NA,NA,169,NA,123--132,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Miyajima_et_al_1998,Miyajima_et_al_1998_article,associated,Article,10.3354/meps175251,https://doi.org/10.3354/meps175251,T Miyajima and I Koike and H Yamano and H Iizumi,NA,"Accumulation and transport of seagrass-derived organic matter in reef flat sediment of Green Island, Great Barrier Reef",Inter-Research Science Center,1998,NA,NA,175,NA,251--259,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Boschker_et_al_2000,Boschker_et_al_2000_article,associated,Article,10.3354/meps203181,https://doi.org/10.3354/meps203181,HTS Boschker and A Wielemaker and BEM Schaub and M Holmer,NA,Limited coupling of macrophyte production and bacterial carbon cycling in the sediments of Zostera spp. meadows,Inter-Research Science Center,2000,NA,NA,203,NA,181--189,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Koch_and_Madden_2001,Koch_and_Madden_2001_article,associated,Article,10.3354/meps219109,https://doi.org/10.3354/meps219109,MS Koch and CJ Madden,NA,Patterns of primary production and nutrient availability in a Bahamas lagoon with fringing mangroves,Inter-Research Science Center,2001,NA,NA,219,NA,109--119,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
Eyre_and_Ferguson_2002,Eyre_and_Ferguson_2002_article,associated,Article,10.3354/meps229043,https://doi.org/10.3354/meps229043,BD Eyre and AJP Ferguson,NA,"Comparison of carbon production and decomposition, benthic nutrient fluxes and denitrification in seagrass, phytoplankton, benthic microalgae- and macroalgae-dominated warm-temperate Australian lagoons",Inter-Research Science Center,2002,NA,NA,229,NA,43--59,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA
