study_id,site_id,core_id,year,core_notes,latitude,longitude,position_method,salinity_class,salinity_method,vegetation_class,vegetation_method,inundation_class,inundation_method,month,day,position_accuracy,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_notes,vegetation_notes,habitat,inundation_notes,core_length_flag
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_12,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_13,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_20,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_21,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_22,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_23,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_24,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_25,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_26,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_27,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_28,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_29,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_30,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_31,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_32,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_33,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_34,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_35,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_36,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_37,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_38,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_39,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_4,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_40,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_41,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_42,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_43,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_44,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_45,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_46,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_47,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_48,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_49,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_5,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_50,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_51,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_52,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_53,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_54,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_6,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_61,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_62,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_63,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_64,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_65,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_66,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_67,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_68,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_69,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_7,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_70,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_71,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_72,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_73,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_74,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_75,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_76,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_77,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_78,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_79,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_8,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_80,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_81,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_82,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_9,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Koch_and_Madden_2001,Eastern_Grand_Bahama,Koch_and_Madden_2001_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Koch_and_Madden_2001,Eastern_Grand_Bahama,Koch_and_Madden_2001_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_1,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_10,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_11,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_12,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_13,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_14,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_15,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_16,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_17,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_18,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_19,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_2,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_20,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_21,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_22,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_23,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_24,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_25,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_26,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_27,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_28,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_29,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_3,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_30,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_31,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_32,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_33,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_34,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_35,NA,NA,32.567032,-117.130867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
