"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","TC_mg_g","OC_mg_g","IC_mg_g","TN_mg_g","DOI"
"265","Ewers Lewis et al 2020","CEL SBN 5 Rep 2","Port Phillip Heads MNP","SBN 5 Rep 2","Tidal marsh",-38.196717,144.698,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",25.11,0.19,242.5,251.06,NA,16.06,"https://doi.org/10.7910/DVN/6PFBO0"
"266","Ewers Lewis et al 2020","CEL SBN 5 Rep 2","Port Phillip Heads MNP","SBN 5 Rep 2","Tidal marsh",-38.196717,144.698,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",7.18,0.48,99.29,71.79,28.56,7.17,"https://doi.org/10.7910/DVN/6PFBO0"
"267","Ewers Lewis et al 2020","CEL SBN 5 Rep 2","Port Phillip Heads MNP","SBN 5 Rep 2","Tidal marsh",-38.196717,144.698,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",5.46,1.39,53.94,54.64,NA,4.98,"https://doi.org/10.7910/DVN/6PFBO0"
"268","Ewers Lewis et al 2020","CEL SBS 5 Rep 2","Port Phillip Heads MNP","SBS 5 Rep 2","Tidal marsh",-38.2667,144.63605,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",9.02,0.31,136.2,90.18,40.14,8.62,"https://doi.org/10.7910/DVN/6PFBO0"
"269","Ewers Lewis et al 2020","CEL SBS 5 Rep 2","Port Phillip Heads MNP","SBS 5 Rep 2","Tidal marsh",-38.2667,144.63605,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",NA,NA,NA,NA,NA,NA,"https://doi.org/10.7910/DVN/6PFBO0"
"270","Ewers Lewis et al 2020","CEL SBS 5 Rep 2","Port Phillip Heads MNP","SBS 5 Rep 2","Tidal marsh",-38.2667,144.63605,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.97,0.83,107.81,9.74,84.25,1.34,"https://doi.org/10.7910/DVN/6PFBO0"
"271","Ewers Lewis et al 2020","CEL SBS 4 Rep 1","Port Phillip Heads MNP","SBS 4 Rep 1","Tidal marsh",-38.266633,144.634817,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",15.51,0.31,164.44,155.15,29.02,13.47,"https://doi.org/10.7910/DVN/6PFBO0"
"272","Ewers Lewis et al 2020","CEL SBS 4 Rep 1","Port Phillip Heads MNP","SBS 4 Rep 1","Tidal marsh",-38.266633,144.634817,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.29,0.52,62.12,2.93,48.72,0.42,"https://doi.org/10.7910/DVN/6PFBO0"
"273","Ewers Lewis et al 2020","CEL SBS 4 Rep 1","Port Phillip Heads MNP","SBS 4 Rep 1","Tidal marsh",-38.266633,144.634817,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.43,1.09,59.47,34.35,27.79,4.08,"https://doi.org/10.7910/DVN/6PFBO0"
"274","Ewers Lewis et al 2020","CEL SBS 6 Rep 3","Port Phillip Heads MNP","SBS 6 Rep 3","Tidal marsh",-38.2659,144.6338,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",29.03,0.18,284.94,290.3,NA,19.89,"https://doi.org/10.7910/DVN/6PFBO0"
"275","Ewers Lewis et al 2020","CEL SBS 6 Rep 3","Port Phillip Heads MNP","SBS 6 Rep 3","Tidal marsh",-38.2659,144.6338,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",NA,NA,NA,NA,NA,NA,"https://doi.org/10.7910/DVN/6PFBO0"
"276","Ewers Lewis et al 2020","CEL SBS 6 Rep 3","Port Phillip Heads MNP","SBS 6 Rep 3","Tidal marsh",-38.2659,144.6338,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.44,1.62,31.07,4.41,21.98,0.49,"https://doi.org/10.7910/DVN/6PFBO0"
"277","Ewers Lewis et al 2020","CEL SP 4 Rep 1","Shallow Inlet Marine and Coastal Park","SP 4 Rep 1","Tidal marsh",-38.836383,146.151417,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",2.29,0.94,47.55,22.94,21.78,1.79,"https://doi.org/10.7910/DVN/6PFBO0"
"278","Ewers Lewis et al 2020","CEL SP 4 Rep 1","Shallow Inlet Marine and Coastal Park","SP 4 Rep 1","Tidal marsh",-38.836383,146.151417,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.36,1.51,36.99,3.64,34.56,0.26,"https://doi.org/10.7910/DVN/6PFBO0"
"279","Ewers Lewis et al 2020","CEL SP 4 Rep 1","Shallow Inlet Marine and Coastal Park","SP 4 Rep 1","Tidal marsh",-38.836383,146.151417,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.29,1.66,28.64,2.93,23.85,0.21,"https://doi.org/10.7910/DVN/6PFBO0"
"280","Ewers Lewis et al 2020","CEL SP 6 Rep 3","Shallow Inlet Marine and Coastal Park","SP 6 Rep 3","Tidal marsh",-38.835867,146.15085,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",1.07,1.27,37.71,10.67,24.33,0.92,"https://doi.org/10.7910/DVN/6PFBO0"
"281","Ewers Lewis et al 2020","CEL SP 6 Rep 3","Shallow Inlet Marine and Coastal Park","SP 6 Rep 3","Tidal marsh",-38.835867,146.15085,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.7,1.42,28.05,6.97,21.14,0.53,"https://doi.org/10.7910/DVN/6PFBO0"
"282","Ewers Lewis et al 2020","CEL SP 6 Rep 3","Shallow Inlet Marine and Coastal Park","SP 6 Rep 3","Tidal marsh",-38.835867,146.15085,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.19,1.61,14.84,11.92,NA,0.64,"https://doi.org/10.7910/DVN/6PFBO0"
"283","Ewers Lewis et al 2020","CEL SP 5 Rep 2","Shallow Inlet Marine and Coastal Park","SP 5 Rep 2","Tidal marsh",-38.8369,146.1513,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",NA,NA,NA,NA,NA,NA,"https://doi.org/10.7910/DVN/6PFBO0"
"284","Ewers Lewis et al 2020","CEL SP 5 Rep 2","Shallow Inlet Marine and Coastal Park","SP 5 Rep 2","Tidal marsh",-38.8369,146.1513,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",0.62,1.32,15.91,6.16,9.85,0.45,"https://doi.org/10.7910/DVN/6PFBO0"
"285","Ewers Lewis et al 2020","CEL SP 5 Rep 2","Shallow Inlet Marine and Coastal Park","SP 5 Rep 2","Tidal marsh",-38.8369,146.1513,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",NA,NA,NA,NA,NA,NA,"https://doi.org/10.7910/DVN/6PFBO0"
"286","Ewers Lewis et al 2020","CEL TOO 2 Rep 2","North Western Port Nature Conservation Reserve","TOO 2 Rep 2","Tidal marsh",-38.213267,145.376883,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",5.78,0.68,51.99,57.85,NA,4.95,"https://doi.org/10.7910/DVN/6PFBO0"
"287","Ewers Lewis et al 2020","CEL TOO 2 Rep 2","North Western Port Nature Conservation Reserve","TOO 2 Rep 2","Tidal marsh",-38.213267,145.376883,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.79,1.16,5.73,7.92,NA,1.16,"https://doi.org/10.7910/DVN/6PFBO0"
"288","Ewers Lewis et al 2020","CEL TOO 2 Rep 2","North Western Port Nature Conservation Reserve","TOO 2 Rep 2","Tidal marsh",-38.213267,145.376883,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",4.82,0.68,43.91,48.16,NA,4.84,"https://doi.org/10.7910/DVN/6PFBO0"
"289","Ewers Lewis et al 2020","CEL TOO 6 Rep 2","North Western Port Nature Conservation Reserve","TOO 6 Rep 2","Tidal marsh",-38.216783,145.380117,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",14.05,0.22,137.75,140.48,NA,10.1,"https://doi.org/10.7910/DVN/6PFBO0"
"290","Ewers Lewis et al 2020","CEL TOO 6 Rep 2","North Western Port Nature Conservation Reserve","TOO 6 Rep 2","Tidal marsh",-38.216783,145.380117,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",5.3,0.57,48.29,53.04,NA,3.81,"https://doi.org/10.7910/DVN/6PFBO0"
"291","Ewers Lewis et al 2020","CEL TOO 6 Rep 2","North Western Port Nature Conservation Reserve","TOO 6 Rep 2","Tidal marsh",-38.216783,145.380117,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.05,1.02,8.29,10.5,NA,1.34,"https://doi.org/10.7910/DVN/6PFBO0"
"292","Ewers Lewis et al 2020","CEL TOO 1 Rep 1","North Western Port Nature Conservation Reserve","TOO 1 Rep 1","Tidal marsh",-38.213067,145.377133,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",20.24,0.18,199.49,202.41,NA,14.21,"https://doi.org/10.7910/DVN/6PFBO0"
"293","Ewers Lewis et al 2020","CEL TOO 1 Rep 1","North Western Port Nature Conservation Reserve","TOO 1 Rep 1","Tidal marsh",-38.213067,145.377133,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",18.61,0.26,181.45,186.13,NA,13.15,"https://doi.org/10.7910/DVN/6PFBO0"
"294","Ewers Lewis et al 2020","CEL TOO 1 Rep 1","North Western Port Nature Conservation Reserve","TOO 1 Rep 1","Tidal marsh",-38.213067,145.377133,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.1,1.34,8.44,10.97,NA,1.24,"https://doi.org/10.7910/DVN/6PFBO0"
"295","Ewers Lewis et al 2020","CEL TOORA 6 Rep 3","Corner Inlet Marine and Coastal Park","TOORA 6 Rep 3","Tidal marsh",-38.689367,146.33515,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",0.47,1.63,4.24,4.71,NA,0.3,"https://doi.org/10.7910/DVN/6PFBO0"
"296","Ewers Lewis et al 2020","CEL TOORA 6 Rep 3","Corner Inlet Marine and Coastal Park","TOORA 6 Rep 3","Tidal marsh",-38.689367,146.33515,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.4,1.73,3.67,4.01,NA,0.29,"https://doi.org/10.7910/DVN/6PFBO0"
"297","Ewers Lewis et al 2020","CEL TOORA 6 Rep 3","Corner Inlet Marine and Coastal Park","TOORA 6 Rep 3","Tidal marsh",-38.689367,146.33515,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.29,1.43,2.27,2.92,NA,0.31,"https://doi.org/10.7910/DVN/6PFBO0"
"298","Ewers Lewis et al 2020","CEL TOORA 5 Rep 2","Corner Inlet Marine and Coastal Park","TOORA 5 Rep 2","Tidal marsh",-38.6894,146.334617,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",0.68,1.51,5.86,6.78,NA,0.54,"https://doi.org/10.7910/DVN/6PFBO0"
"299","Ewers Lewis et al 2020","CEL TOORA 5 Rep 2","Corner Inlet Marine and Coastal Park","TOORA 5 Rep 2","Tidal marsh",-38.6894,146.334617,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.34,1.45,2.88,3.37,NA,0.31,"https://doi.org/10.7910/DVN/6PFBO0"
"300","Ewers Lewis et al 2020","CEL TOORA 5 Rep 2","Corner Inlet Marine and Coastal Park","TOORA 5 Rep 2","Tidal marsh",-38.6894,146.334617,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.66,1.37,6.47,6.63,NA,0.47,"https://doi.org/10.7910/DVN/6PFBO0"
"301","Ewers Lewis et al 2020","CEL TOORA 4 Rep 1","Corner Inlet Marine and Coastal Park","TOORA 4 Rep 1","Tidal marsh",-38.689367,146.333717,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",1.74,0.93,15.76,17.44,NA,1.58,"https://doi.org/10.7910/DVN/6PFBO0"
"302","Ewers Lewis et al 2020","CEL TOORA 4 Rep 1","Corner Inlet Marine and Coastal Park","TOORA 4 Rep 1","Tidal marsh",-38.689367,146.333717,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.43,1.48,3.4,4.33,NA,0.57,"https://doi.org/10.7910/DVN/6PFBO0"
"303","Ewers Lewis et al 2020","CEL TOORA 4 Rep 1","Corner Inlet Marine and Coastal Park","TOORA 4 Rep 1","Tidal marsh",-38.689367,146.333717,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.75,1.38,6.76,7.53,NA,0.8,"https://doi.org/10.7910/DVN/6PFBO0"
"304","Ewers Lewis et al 2020","CEL VB 7 Rep 1","Cape Liptrap Coastal Park","VB 7 Rep 1","Tidal marsh",-38.660283,145.7896,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",2.33,1.11,22.09,23.27,NA,2.09,"https://doi.org/10.7910/DVN/6PFBO0"
"305","Ewers Lewis et al 2020","CEL VB 7 Rep 1","Cape Liptrap Coastal Park","VB 7 Rep 1","Tidal marsh",-38.660283,145.7896,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",3.02,0.73,30.35,30.18,NA,2.77,"https://doi.org/10.7910/DVN/6PFBO0"
"306","Ewers Lewis et al 2020","CEL VB 7 Rep 1","Cape Liptrap Coastal Park","VB 7 Rep 1","Tidal marsh",-38.660283,145.7896,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.75,1.27,6.49,7.5,NA,0.92,"https://doi.org/10.7910/DVN/6PFBO0"
"307","Ewers Lewis et al 2020","CEL VB 8 Rep 2","Cape Liptrap Coastal Park","VB 8 Rep 2","Tidal marsh",-38.660533,145.7901,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",1.58,1.29,14.55,15.76,NA,1.45,"https://doi.org/10.7910/DVN/6PFBO0"
"308","Ewers Lewis et al 2020","CEL VB 8 Rep 2","Cape Liptrap Coastal Park","VB 8 Rep 2","Tidal marsh",-38.660533,145.7901,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",2.18,1,21.39,21.78,NA,2.3,"https://doi.org/10.7910/DVN/6PFBO0"
"309","Ewers Lewis et al 2020","CEL VB 8 Rep 2","Cape Liptrap Coastal Park","VB 8 Rep 2","Tidal marsh",-38.660533,145.7901,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.91,1.04,18.33,19.09,NA,2.06,"https://doi.org/10.7910/DVN/6PFBO0"
"310","Ewers Lewis et al 2020","CEL VB 9 Rep 3","Cape Liptrap Coastal Park","VB 9 Rep 3","Tidal marsh",-38.661017,145.790433,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",8.92,0.52,86.5,89.17,NA,7.24,"https://doi.org/10.7910/DVN/6PFBO0"
"311","Ewers Lewis et al 2020","CEL VB 9 Rep 3","Cape Liptrap Coastal Park","VB 9 Rep 3","Tidal marsh",-38.661017,145.790433,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",2.48,0.69,28.1,24.83,NA,2.63,"https://doi.org/10.7910/DVN/6PFBO0"
"312","Ewers Lewis et al 2020","CEL VB 9 Rep 3","Cape Liptrap Coastal Park","VB 9 Rep 3","Tidal marsh",-38.661017,145.790433,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.45,0.85,14.96,14.46,NA,1.88,"https://doi.org/10.7910/DVN/6PFBO0"
"313","Ewers Lewis et al 2020","CEL WAL 6 Rep 3","Lake Connewarre Wildlife Reserve","WAL 6 Rep 3","Tidal marsh",-38.2476,144.499017,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",14.78,0.27,144.6,147.8,NA,11.05,"https://doi.org/10.7910/DVN/6PFBO0"
"314","Ewers Lewis et al 2020","CEL WAL 6 Rep 3","Lake Connewarre Wildlife Reserve","WAL 6 Rep 3","Tidal marsh",-38.2476,144.499017,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",2.69,0.55,28.18,26.9,NA,2.44,"https://doi.org/10.7910/DVN/6PFBO0"
"315","Ewers Lewis et al 2020","CEL WAL 6 Rep 3","Lake Connewarre Wildlife Reserve","WAL 6 Rep 3","Tidal marsh",-38.2476,144.499017,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.38,0.72,34.09,33.76,NA,2.67,"https://doi.org/10.7910/DVN/6PFBO0"
"316","Ewers Lewis et al 2020","CEL WAL 4 Rep 1","Lake Connewarre Wildlife Reserve","WAL 4 Rep 1","Tidal marsh",-38.2468,144.498383,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",13.52,0.33,131.06,135.2,NA,10.66,"https://doi.org/10.7910/DVN/6PFBO0"
"317","Ewers Lewis et al 2020","CEL WAL 4 Rep 1","Lake Connewarre Wildlife Reserve","WAL 4 Rep 1","Tidal marsh",-38.2468,144.498383,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",2.63,1.05,28.18,26.26,NA,2.84,"https://doi.org/10.7910/DVN/6PFBO0"
"318","Ewers Lewis et al 2020","CEL WAL 4 Rep 1","Lake Connewarre Wildlife Reserve","WAL 4 Rep 1","Tidal marsh",-38.2468,144.498383,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.31,1.49,29.57,3.15,21.78,0.46,"https://doi.org/10.7910/DVN/6PFBO0"
"319","Ewers Lewis et al 2020","CEL WAL 5 Rep 2","Lake Connewarre Wildlife Reserve","WAL 5 Rep 2","Tidal marsh",-38.247217,144.498583,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",11.02,0.42,104.81,110.18,NA,8.75,"https://doi.org/10.7910/DVN/6PFBO0"
"320","Ewers Lewis et al 2020","CEL WAL 5 Rep 2","Lake Connewarre Wildlife Reserve","WAL 5 Rep 2","Tidal marsh",-38.247217,144.498583,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",2.51,0.92,27.8,25.11,NA,2.55,"https://doi.org/10.7910/DVN/6PFBO0"
"321","Ewers Lewis et al 2020","CEL WAL 5 Rep 2","Lake Connewarre Wildlife Reserve","WAL 5 Rep 2","Tidal marsh",-38.247217,144.498583,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.39,1.38,3.08,3.92,NA,0.42,"https://doi.org/10.7910/DVN/6PFBO0"
"322","Ewers Lewis et al 2020","CEL WAR 6 Rep 2","North Western Port Nature Conservation Reserve","WAR 6 Rep 2","Tidal marsh",-38.22775,145.31115,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",16.42,0.28,160.72,164.17,NA,12.24,"https://doi.org/10.7910/DVN/6PFBO0"
"323","Ewers Lewis et al 2020","CEL WAR 6 Rep 2","North Western Port Nature Conservation Reserve","WAR 6 Rep 2","Tidal marsh",-38.22775,145.31115,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",22.76,0.18,215.77,227.55,NA,15.62,"https://doi.org/10.7910/DVN/6PFBO0"
"324","Ewers Lewis et al 2020","CEL WAR 6 Rep 2","North Western Port Nature Conservation Reserve","WAR 6 Rep 2","Tidal marsh",-38.22775,145.31115,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.26,1.19,0.88,2.63,NA,0.41,"https://doi.org/10.7910/DVN/6PFBO0"
"325","Ewers Lewis et al 2020","CEL WAR 8 Rep 3","North Western Port Nature Conservation Reserve","WAR 8 Rep 3","Tidal marsh",-38.22755,145.3102,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",27.85,0.21,271.11,278.54,NA,18.35,"https://doi.org/10.7910/DVN/6PFBO0"
"326","Ewers Lewis et al 2020","CEL WAR 8 Rep 3","North Western Port Nature Conservation Reserve","WAR 8 Rep 3","Tidal marsh",-38.22755,145.3102,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",14.06,0.5,140.97,140.63,NA,10.44,"https://doi.org/10.7910/DVN/6PFBO0"
"327","Ewers Lewis et al 2020","CEL WAR 8 Rep 3","North Western Port Nature Conservation Reserve","WAR 8 Rep 3","Tidal marsh",-38.22755,145.3102,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.38,1.6,1.88,3.78,NA,0.44,"https://doi.org/10.7910/DVN/6PFBO0"
"328","Ewers Lewis et al 2020","CEL WAR 5 Rep 1","North Western Port Nature Conservation Reserve","WAR 5 Rep 1","Tidal marsh",-38.22735,145.31105,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",29.57,0.16,283.61,295.71,NA,18.4,"https://doi.org/10.7910/DVN/6PFBO0"
"329","Ewers Lewis et al 2020","CEL WAR 5 Rep 1","North Western Port Nature Conservation Reserve","WAR 5 Rep 1","Tidal marsh",-38.22735,145.31105,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",7.79,0.53,67.03,77.93,NA,6.17,"https://doi.org/10.7910/DVN/6PFBO0"
"330","Ewers Lewis et al 2020","CEL WAR 5 Rep 1","North Western Port Nature Conservation Reserve","WAR 5 Rep 1","Tidal marsh",-38.22735,145.31105,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.06,1.9,0.01,0.59,NA,0.17,"https://doi.org/10.7910/DVN/6PFBO0"
"331","Ewers Lewis et al 2020","CEL WBL 2 Rep 2","WBL","WBL 2 Rep 2","Tidal marsh",-38.395033,142.467617,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",28.37,0.15,282.54,283.72,NA,17.09,"https://doi.org/10.7910/DVN/6PFBO0"
"332","Ewers Lewis et al 2020","CEL WBL 2 Rep 2","WBL","WBL 2 Rep 2","Tidal marsh",-38.395033,142.467617,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",20.78,0.13,210.91,207.79,NA,13.96,"https://doi.org/10.7910/DVN/6PFBO0"
"333","Ewers Lewis et al 2020","CEL WBL 2 Rep 2","WBL","WBL 2 Rep 2","Tidal marsh",-38.395033,142.467617,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.6,0.61,116.13,35.98,68.55,3.12,"https://doi.org/10.7910/DVN/6PFBO0"
"334","Ewers Lewis et al 2020","CEL WBL 1 Rep 1","WBL","WBL 1 Rep 1","Tidal marsh",-38.395467,142.46745,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",37.68,0.14,369.27,376.82,34.84,21.5,"https://doi.org/10.7910/DVN/6PFBO0"
"335","Ewers Lewis et al 2020","CEL WBL 1 Rep 1","WBL","WBL 1 Rep 1","Tidal marsh",-38.395467,142.46745,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",22.71,0.15,225.77,227.05,NA,15.19,"https://doi.org/10.7910/DVN/6PFBO0"
"336","Ewers Lewis et al 2020","CEL WBL 1 Rep 1","WBL","WBL 1 Rep 1","Tidal marsh",-38.395467,142.46745,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",6.65,0.43,113.21,66.52,34.42,4.91,"https://doi.org/10.7910/DVN/6PFBO0"
"337","Ewers Lewis et al 2020","CEL WBL 3 Rep 3","WBL","WBL 3 Rep 3","Tidal marsh",-38.396133,142.468283,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",34.14,0.17,342.79,341.4,NA,19.74,"https://doi.org/10.7910/DVN/6PFBO0"
"338","Ewers Lewis et al 2020","CEL WBL 3 Rep 3","WBL","WBL 3 Rep 3","Tidal marsh",-38.396133,142.468283,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",1.34,1.22,92.38,13.43,88.49,1.34,"https://doi.org/10.7910/DVN/6PFBO0"
"339","Ewers Lewis et al 2020","CEL WBL 3 Rep 3","WBL","WBL 3 Rep 3","Tidal marsh",-38.396133,142.468283,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.32,1.41,99.2,13.15,86.89,1.29,"https://doi.org/10.7910/DVN/6PFBO0"
"340","Ewers Lewis et al 2020","CEL WBS 5 Rep 2","Werribee River Park","WBS 5 Rep 2","Tidal marsh",-37.970633,144.684283,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",9.89,0.39,88.08,98.86,NA,6.4,"https://doi.org/10.7910/DVN/6PFBO0"
"341","Ewers Lewis et al 2020","CEL WBS 5 Rep 2","Werribee River Park","WBS 5 Rep 2","Tidal marsh",-37.970633,144.684283,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.72,1.33,5.85,7.19,NA,0.54,"https://doi.org/10.7910/DVN/6PFBO0"
"342","Ewers Lewis et al 2020","CEL WBS 5 Rep 2","Werribee River Park","WBS 5 Rep 2","Tidal marsh",-37.970633,144.684283,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.2,1.78,1.26,1.95,NA,0.17,"https://doi.org/10.7910/DVN/6PFBO0"
"343","Ewers Lewis et al 2020","CEL WBS 6 Rep 3","Werribee River Park","WBS 6 Rep 3","Tidal marsh",-37.97075,144.6847,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",5.52,0.93,48.51,55.19,NA,3.89,"https://doi.org/10.7910/DVN/6PFBO0"
"344","Ewers Lewis et al 2020","CEL WBS 6 Rep 3","Werribee River Park","WBS 6 Rep 3","Tidal marsh",-37.97075,144.6847,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",1.05,1.89,8.85,10.48,NA,0.88,"https://doi.org/10.7910/DVN/6PFBO0"
"345","Ewers Lewis et al 2020","CEL WBS 6 Rep 3","Werribee River Park","WBS 6 Rep 3","Tidal marsh",-37.97075,144.6847,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.06,2.22,0.32,0.56,NA,0.05,"https://doi.org/10.7910/DVN/6PFBO0"
"346","Ewers Lewis et al 2020","CEL WBS 4 Rep 1","Werribee River Park","WBS 4 Rep 1","Tidal marsh",-37.970867,144.68415,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",8.94,0.48,84.29,89.44,NA,6.28,"https://doi.org/10.7910/DVN/6PFBO0"
"347","Ewers Lewis et al 2020","CEL WBS 4 Rep 1","Werribee River Park","WBS 4 Rep 1","Tidal marsh",-37.970867,144.68415,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.82,1.64,6.91,8.2,NA,0.56,"https://doi.org/10.7910/DVN/6PFBO0"
"348","Ewers Lewis et al 2020","CEL WBS 4 Rep 1","Werribee River Park","WBS 4 Rep 1","Tidal marsh",-37.970867,144.68415,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.18,1.75,1.23,1.78,NA,0.17,"https://doi.org/10.7910/DVN/6PFBO0"
"349","Ewers Lewis et al 2020","CEL WGB 5 Rep 2","Stony Creek Backwash","WGB 5 Rep 2","Tidal marsh",-37.8252,144.89635,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",21.61,0.19,219.35,216.07,NA,14.3,"https://doi.org/10.7910/DVN/6PFBO0"
"350","Ewers Lewis et al 2020","CEL WGB 5 Rep 2","Stony Creek Backwash","WGB 5 Rep 2","Tidal marsh",-37.8252,144.89635,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",8.03,0.77,86.3,80.34,NA,3.86,"https://doi.org/10.7910/DVN/6PFBO0"
"351","Ewers Lewis et al 2020","CEL WGB 5 Rep 2","Stony Creek Backwash","WGB 5 Rep 2","Tidal marsh",-37.8252,144.89635,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",10.98,0.78,120.22,109.78,NA,3.88,"https://doi.org/10.7910/DVN/6PFBO0"
"352","Ewers Lewis et al 2020","CEL WGB 4 Rep 1","Stony Creek Backwash","WGB 4 Rep 1","Tidal marsh",-37.825283,144.89565,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",13.6,0.36,137.39,136.02,NA,7.47,"https://doi.org/10.7910/DVN/6PFBO0"
