"study_id","site_id","core_id","sample_id","representative_depth_min","representative_depth_max","dry_bulk_density","fraction_carbon","depth_interval_notes"
"Nahlik_and_Fennessy_2016","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-1",0,8,NA,0.0999,"Bulk density and chemistry samples were collected using the tube sampler. After 3+ attempts, we were unable to collect bulk density cores due to compaction and difficulty extracting complete cores from the tube."
"Nahlik_and_Fennessy_2016","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-2",8,16,NA,0.2223,NA
"Nahlik_and_Fennessy_2016","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-3",16,38,NA,0.1057,NA
"Nahlik_and_Fennessy_2016","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-4",38,55,NA,0.1678,NA
"Nahlik_and_Fennessy_2016","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-5",55,70,NA,0.2564,NA
"Nahlik_and_Fennessy_2016","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-6",70,88,NA,0.2116,NA
"Nahlik_and_Fennessy_2016","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-1",0,10,0.03,0.328,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-3",10,26,0.03,0.331,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-5",26,43,0.05,0.214,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-6",43,56,0.04,0.3156,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-7",56,86,0.04,0.1196,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-1953","NWCA11-1953-5098","NWCA11-1953-1-11-MS-047-002-2",0,121,0.79,0.0161,NA
"Nahlik_and_Fennessy_2016","NWCA11-1946","NWCA11-1946-5100","NWCA11-1946-1-11-MS-059-001-1",0,42,0.46,0.1656,NA
"Nahlik_and_Fennessy_2016","NWCA11-1946","NWCA11-1946-5100","NWCA11-1946-1-11-MS-059-001-2",42,120,0.14,0.3839,"Inundated"
"Nahlik_and_Fennessy_2016","NWCA11-1653","NWCA11-1653-5111","NWCA11-1653-1-11-LA-075-005-2",0,120,0.22,0.082,NA
"Nahlik_and_Fennessy_2016","NWCA11-1666","NWCA11-1666-5115","NWCA11-1666-1-11-LA-023-004-1",0,13,0.29,0.0115,NA
"Nahlik_and_Fennessy_2016","NWCA11-1666","NWCA11-1666-5115","NWCA11-1666-1-11-LA-023-004-2",13,25,0.25,0.1193,NA
"Nahlik_and_Fennessy_2016","NWCA11-1666","NWCA11-1666-5115","NWCA11-1666-1-11-LA-023-004-3",25,38,0.7,0.0422,NA
"Nahlik_and_Fennessy_2016","NWCA11-1666","NWCA11-1666-5115","NWCA11-1666-1-11-LA-023-004-4",38,60,0.62,0.0193,NA
"Nahlik_and_Fennessy_2016","NWCA11-1666","NWCA11-1666-5115","NWCA11-1666-1-11-LA-023-004-5",60,125,1.02,0.0346,NA
"Nahlik_and_Fennessy_2016","NWCA11-2069","NWCA11-2069-5119","NWCA11-2069-1-11-NC-095-011-1",0,8,NA,0.0062,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2069","NWCA11-2069-5119","NWCA11-2069-1-11-NC-095-011-2",8,18,NA,0.01,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2069","NWCA11-2069-5119","NWCA11-2069-1-11-NC-095-011-3",18,30,NA,0.0041,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2069","NWCA11-2069-5119","NWCA11-2069-1-11-NC-095-011-4",30,92,NA,0.0031,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2455","NWCA11-2455-5125","NWCA11-2455-1-11-SC-013-007-1",0,65,1.23,0.005,NA
"Nahlik_and_Fennessy_2016","NWCA11-2446","NWCA11-2446-5128","NWCA11-2446-1-11-SC-019-010-1",0,68,1.86,0.0077,NA
"Nahlik_and_Fennessy_2016","NWCA11-2444","NWCA11-2444-5129","NWCA11-2444-1-11-SC-051-002-2",0,60,0.53,0.0592,NA
"Nahlik_and_Fennessy_2016","NWCA11-2442","NWCA11-2442-5130","NWCA11-2442-1-11-SC-029-002-1",0,66,0.27,0.0381,NA
"Nahlik_and_Fennessy_2016","NWCA11-2424","NWCA11-2424-5131","NWCA11-2424-1-11-SC-019-011-1",0,28,0.36,0.0436,NA
"Nahlik_and_Fennessy_2016","NWCA11-2424","NWCA11-2424-5131","NWCA11-2424-1-11-SC-019-011-2",28,60,0.49,0.0326,NA
"Nahlik_and_Fennessy_2016","NWCA11-2403","NWCA11-2403-5142","NWCA11-2403-1-11-SC-019-006-1",0,23,1.2,0.0079,NA
"Nahlik_and_Fennessy_2016","NWCA11-2403","NWCA11-2403-5142","NWCA11-2403-1-11-SC-019-006-2",23,84,1.62,0.004,NA
"Nahlik_and_Fennessy_2016","NWCA11-2068","NWCA11-2068-5147","NWCA11-2068-1-11-NC-031-006-1",0,32,0.1,0.3077,NA
"Nahlik_and_Fennessy_2016","NWCA11-2068","NWCA11-2068-5147","NWCA11-2068-1-11-NC-031-006-2",32,83,1.2,0.0108,NA
"Nahlik_and_Fennessy_2016","NWCA11-2065","NWCA11-2065-5149","NWCA11-2065-1-11-NC-095-010-2",0,57,0.17,0.3774,NA
"Nahlik_and_Fennessy_2016","NWCA11-3988","NWCA11-3988-5155","NWCA11-3988-1-11-NJ-001-009-1",0,22,0.06,0.2633,NA
"Nahlik_and_Fennessy_2016","NWCA11-3988","NWCA11-3988-5155","NWCA11-3988-1-11-NJ-001-009-2",22,39,0.08,0.1517,NA
"Nahlik_and_Fennessy_2016","NWCA11-3988","NWCA11-3988-5155","NWCA11-3988-1-11-NJ-001-009-3",39,65,0.1,0.0854,"Auger used below 65cm however, no soil sample was extracted (too loose)"
"Nahlik_and_Fennessy_2016","NWCA11-3989","NWCA11-3989-5156","NWCA11-3989-1-11-NJ-025-005-1",0,15,0.56,0.0277,NA
"Nahlik_and_Fennessy_2016","NWCA11-3989","NWCA11-3989-5156","NWCA11-3989-1-11-NJ-025-005-2",15,28,1.13,0.0162,NA
"Nahlik_and_Fennessy_2016","NWCA11-3989","NWCA11-3989-5156","NWCA11-3989-1-11-NJ-025-005-3",28,52,NA,0.0087,NA
"Nahlik_and_Fennessy_2016","NWCA11-3989","NWCA11-3989-5156","NWCA11-3989-1-11-NJ-025-005-4",52,125,NA,0.0011,NA
"Nahlik_and_Fennessy_2016","NWCA11-2222","NWCA11-2222-5160","NWCA11-2222-1-11-NJ-029-003-1",0,14,0.8,0.1325,NA
"Nahlik_and_Fennessy_2016","NWCA11-2222","NWCA11-2222-5160","NWCA11-2222-1-11-NJ-029-003-2",14,35,0.87,0.0492,NA
"Nahlik_and_Fennessy_2016","NWCA11-2222","NWCA11-2222-5160","NWCA11-2222-1-11-NJ-029-003-3",35,55,1.53,0.0392,NA
"Nahlik_and_Fennessy_2016","NWCA11-2222","NWCA11-2222-5160","NWCA11-2222-1-11-NJ-029-003-4",55,75,0.1,0.0098,"King corer hammered as deep as possible into c horizon (parent material) quartz pebbles and some small shell fragments present. Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2220","NWCA11-2220-5161","NWCA11-2220-1-11-NJ-001-008-1",0,25,0.15,0.3813,NA
"Nahlik_and_Fennessy_2016","NWCA11-2220","NWCA11-2220-5161","NWCA11-2220-1-11-NJ-001-008-2",25,52,0.13,0.3939,NA
"Nahlik_and_Fennessy_2016","NWCA11-2215","NWCA11-2215-5162","NWCA11-2215-1-11-NJ-025-004-1",0,29,0.26,0.2592,NA
"Nahlik_and_Fennessy_2016","NWCA11-2215","NWCA11-2215-5162","NWCA11-2215-1-11-NJ-025-004-2",29,67,0.32,0.1279,NA
"Nahlik_and_Fennessy_2016","NWCA11-2215","NWCA11-2215-5162","NWCA11-2215-1-11-NJ-025-004-3",67,125,NA,0.0034,NA
"Nahlik_and_Fennessy_2016","NWCA11-2207","NWCA11-2207-5163","NWCA11-2207-1-11-NJ-025-003-1",0,17,0.52,0.0535,NA
"Nahlik_and_Fennessy_2016","NWCA11-2207","NWCA11-2207-5163","NWCA11-2207-1-11-NJ-025-003-3",17,71,1.48,0.001,NA
"Nahlik_and_Fennessy_2016","NWCA11-2207","NWCA11-2207-5163","NWCA11-2207-1-11-NJ-025-003-4",71,114,NA,0.0026,NA
"Nahlik_and_Fennessy_2016","NWCA11-2205","NWCA11-2205-5164","NWCA11-2205-1-11-NJ-001-006-1",0,14,0.12,0.3236,NA
"Nahlik_and_Fennessy_2016","NWCA11-2205","NWCA11-2205-5164","NWCA11-2205-1-11-NJ-001-006-2",14,36,0.12,0.2058,NA
"Nahlik_and_Fennessy_2016","NWCA11-2205","NWCA11-2205-5164","NWCA11-2205-1-11-NJ-001-006-3",36,65,0.25,0.1666,NA
"Nahlik_and_Fennessy_2016","NWCA11-2204","NWCA11-2204-5165","NWCA11-2204-1-11-NJ-001-004-1",0,35,0.19,0.2494,NA
"Nahlik_and_Fennessy_2016","NWCA11-2204","NWCA11-2204-5165","NWCA11-2204-1-11-NJ-001-004-2",35,63,0.21,0.202,NA
"Nahlik_and_Fennessy_2016","NWCA11-2203","NWCA11-2203-5166","NWCA11-2203-1-11-NJ-029-002-1",0,52,0.63,0.0548,NA
"Nahlik_and_Fennessy_2016","NWCA11-2203","NWCA11-2203-5166","NWCA11-2203-1-11-NJ-029-002-2",52,65,0.59,0.0539,NA
"Nahlik_and_Fennessy_2016","NWCA11-2199","NWCA11-2199-5167","NWCA11-2199-1-11-NJ-025-002-1",0,22,0.54,0.0662,NA
"Nahlik_and_Fennessy_2016","NWCA11-2199","NWCA11-2199-5167","NWCA11-2199-1-11-NJ-025-002-2",22,38,1.39,0.0053,NA
"Nahlik_and_Fennessy_2016","NWCA11-2199","NWCA11-2199-5167","NWCA11-2199-1-11-NJ-025-002-3",38,87,1.72,0.0014,"Tried augering deeper but sand fell out of auger below 87 cm. Very wet soupy sand with gravel."
"Nahlik_and_Fennessy_2016","NWCA11-2198","NWCA11-2198-5168","NWCA11-2198-1-11-NJ-029-001-1",0,17,0.15,0.2869,NA
"Nahlik_and_Fennessy_2016","NWCA11-2198","NWCA11-2198-5168","NWCA11-2198-1-11-NJ-029-001-3",17,44,0.57,0.0354,NA
"Nahlik_and_Fennessy_2016","NWCA11-2197","NWCA11-2197-5169","NWCA11-2197-1-11-NJ-001-002-1",0,18,0.3,0.2493,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2197","NWCA11-2197-5169","NWCA11-2197-1-11-NJ-001-002-2",18,47,0.02,0.1041,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-2197","NWCA11-2197-5169","NWCA11-2197-1-11-NJ-001-002-3",47,60,0.02,0.1134,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-2196","NWCA11-2196-5170","NWCA11-2196-1-11-NJ-009-001-1",0,37,0.17,0.2969,NA
"Nahlik_and_Fennessy_2016","NWCA11-2196","NWCA11-2196-5170","NWCA11-2196-1-11-NJ-009-001-2",37,66,0.23,0.1708,NA
"Nahlik_and_Fennessy_2016","NWCA11-2195","NWCA11-2195-5172","NWCA11-2195-1-11-NJ-025-001-1",0,11,0.02,0.272,NA
"Nahlik_and_Fennessy_2016","NWCA11-2195","NWCA11-2195-5172","NWCA11-2195-1-11-NJ-025-001-2",11,41,0.02,0.2022,NA
"Nahlik_and_Fennessy_2016","NWCA11-2195","NWCA11-2195-5172","NWCA11-2195-1-11-NJ-025-001-3",41,86,0.06,0.0641,"King sampler used to extract soil cores was able to sample to 86cm. A horizon did not change below 60cm."
"Nahlik_and_Fennessy_2016","NWCA11-2186","NWCA11-2186-5176","NWCA11-2186-2-11-NJ-001-005-1",0,22,0.19,0.1074,NA
"Nahlik_and_Fennessy_2016","NWCA11-2186","NWCA11-2186-5176","NWCA11-2186-2-11-NJ-001-005-2",22,50,0.25,0.0362,NA
"Nahlik_and_Fennessy_2016","NWCA11-2186","NWCA11-2186-5176","NWCA11-2186-2-11-NJ-001-005-3",50,90,0.27,0.1215,NA
"Nahlik_and_Fennessy_2016","NWCA11-2411","NWCA11-2411-5206","NWCA11-2411-1-11-SC-013-004-1",0,50,1.41,0.0019,NA
"Nahlik_and_Fennessy_2016","NWCA11-2186","NWCA11-2186-5215","NWCA11-2186-1-11-NJ-001-003-1",0,29,0.25,0.2503,NA
"Nahlik_and_Fennessy_2016","NWCA11-2186","NWCA11-2186-5215","NWCA11-2186-1-11-NJ-001-003-2",29,85,0.24,0.0818,NA
"Nahlik_and_Fennessy_2016","NWCA11-2408","NWCA11-2408-5216","NWCA11-2408-1-11-SC-019-014-1",0,60,0.35,0.0466,NA
"Nahlik_and_Fennessy_2016","NWCA11-2431","NWCA11-2431-5248","NWCA11-2431-1-11-SC-019-009-1",0,60,NA,0.0118,NA
"Nahlik_and_Fennessy_2016","NWCA11-2436","NWCA11-2436-5250","NWCA11-2436-1-11-SC-019-015-1",0,40,0.9,0.0276,NA
"Nahlik_and_Fennessy_2016","NWCA11-2447","NWCA11-2447-5262","NWCA11-2447-1-11-SC-019-003-1",0,27,0.42,0.0763,NA
"Nahlik_and_Fennessy_2016","NWCA11-2447","NWCA11-2447-5262","NWCA11-2447-1-11-SC-019-003-2",27,63,1.09,0.0075,NA
"Nahlik_and_Fennessy_2016","NWCA11-1105","NWCA11-1105-5268","NWCA11-1105-2-11-CA-081-004-2",0,20,0.54,0.0355,"Transition zone at bottom of layer has higher redox concentration mixed with gley."
"Nahlik_and_Fennessy_2016","NWCA11-1105","NWCA11-1105-5268","NWCA11-1105-2-11-CA-081-004-3",20,46,0.66,0.0153,NA
"Nahlik_and_Fennessy_2016","NWCA11-1105","NWCA11-1105-5268","NWCA11-1105-2-11-CA-081-004-4",46,125,NA,0.0238,NA
"Nahlik_and_Fennessy_2016","NWCA11-2452","NWCA11-2452-5269","NWCA11-2452-1-11-SC-019-012-1",0,38,1.12,0.0042,NA
"Nahlik_and_Fennessy_2016","NWCA11-2452","NWCA11-2452-5269","NWCA11-2452-1-11-SC-019-012-2",38,60,1.32,0.0024,NA
"Nahlik_and_Fennessy_2016","NWCA11-R082","NWCA11-R082-5276","NWCA11-R082-1-11-GA-039-006-1",0,13,1.5,0.0087,NA
"Nahlik_and_Fennessy_2016","NWCA11-R082","NWCA11-R082-5276","NWCA11-R082-1-11-GA-039-006-2",13,47,1.5,0.0078,NA
"Nahlik_and_Fennessy_2016","NWCA11-R082","NWCA11-R082-5276","NWCA11-R082-1-11-GA-039-006-3",47,125,NA,0.002,NA
"Nahlik_and_Fennessy_2016","NWCA11-2061","NWCA11-2061-5281","NWCA11-2061-1-11-NC-095-009-1",0,125,0.22,0.2266,NA
"Nahlik_and_Fennessy_2016","NWCA11-2052","NWCA11-2052-5285","NWCA11-2052-1-11-NC-031-004-1",0,63,0.12,0.3489,NA
"Nahlik_and_Fennessy_2016","NWCA11-1958","NWCA11-1958-5290","NWCA11-1958-1-11-MS-045-001-2",0,18,0.31,0.0743,NA
"Nahlik_and_Fennessy_2016","NWCA11-1958","NWCA11-1958-5290","NWCA11-1958-1-11-MS-045-001-3",18,120,0.77,0.0842,NA
"Nahlik_and_Fennessy_2016","NWCA11-R058","NWCA11-R058-5295","NWCA11-R058-1-11-NC-129-001-2",0,20,NA,0.0334,NA
"Nahlik_and_Fennessy_2016","NWCA11-R058","NWCA11-R058-5295","NWCA11-R058-1-11-NC-129-001-3",20,32,NA,0.0143,NA
"Nahlik_and_Fennessy_2016","NWCA11-R058","NWCA11-R058-5295","NWCA11-R058-1-11-NC-129-001-4",32,43,NA,0.0055,NA
"Nahlik_and_Fennessy_2016","NWCA11-R058","NWCA11-R058-5295","NWCA11-R058-1-11-NC-129-001-5",43,60,NA,0.002,"Could not dig down further than 60."
"Nahlik_and_Fennessy_2016","NWCA11-2423","NWCA11-2423-5340","NWCA11-2423-1-11-SC-019-002-1",0,12,1,0.0075,NA
"Nahlik_and_Fennessy_2016","NWCA11-2423","NWCA11-2423-5340","NWCA11-2423-1-11-SC-019-002-2",12,35,1.13,0.006,NA
"Nahlik_and_Fennessy_2016","NWCA11-2423","NWCA11-2423-5340","NWCA11-2423-1-11-SC-019-002-3",35,115,1.39,0.001,NA
"Nahlik_and_Fennessy_2016","NWCA11-1109","NWCA11-1109-5353","NWCA11-1109-1-11-CA-041-001-1",0,31,0.39,0.0532,NA
"Nahlik_and_Fennessy_2016","NWCA11-1109","NWCA11-1109-5353","NWCA11-1109-1-11-CA-041-001-2",31,125,0.57,0.0391,NA
"Nahlik_and_Fennessy_2016","NWCA11-1118","NWCA11-1118-5356","NWCA11-1118-1-11-CA-095-002-2",0,25,0.67,0.0644,NA
"Nahlik_and_Fennessy_2016","NWCA11-1118","NWCA11-1118-5356","NWCA11-1118-1-11-CA-095-002-3",25,55,0.49,0.096,NA
"Nahlik_and_Fennessy_2016","NWCA11-1118","NWCA11-1118-5356","NWCA11-1118-1-11-CA-095-002-4",55,125,NA,0.1048,NA
"Nahlik_and_Fennessy_2016","NWCA11-1127","NWCA11-1127-5359","NWCA11-1127-1-11-CA-097-001-1",0,22,0.61,0.0303,NA
"Nahlik_and_Fennessy_2016","NWCA11-1127","NWCA11-1127-5359","NWCA11-1127-1-11-CA-097-001-2",22,68,0.63,0.017,NA
"Nahlik_and_Fennessy_2016","NWCA11-1127","NWCA11-1127-5359","NWCA11-1127-1-11-CA-097-001-3",68,125,NA,0.016,NA
"Nahlik_and_Fennessy_2016","NWCA11-1133","NWCA11-1133-5362","NWCA11-1133-1-11-CA-097-002-1",0,14,0.51,0.036,"0.5 cm of thin black muck at surface."
"Nahlik_and_Fennessy_2016","NWCA11-1133","NWCA11-1133-5362","NWCA11-1133-1-11-CA-097-002-2",14,100,0.42,0.0606,"Areas of gleyed soil: 10y 4/1 30% of layer.  Only able to auger to 100 cm because soil was too loose."
"Nahlik_and_Fennessy_2016","NWCA11-1140","NWCA11-1140-5364","NWCA11-1140-1-11-CA-095-005-2",0,33,1.04,0.0107,NA
"Nahlik_and_Fennessy_2016","NWCA11-1140","NWCA11-1140-5364","NWCA11-1140-1-11-CA-095-005-3",33,125,NA,0.0044,"Black inclusions in layer: organic or mn? Bulk density not collected due to inundation in pit."
"Nahlik_and_Fennessy_2016","NWCA11-1197","NWCA11-1197-5372","NWCA11-1197-1-11-DE-003-001-1",0,28,0.49,0.0393,NA
"Nahlik_and_Fennessy_2016","NWCA11-1197","NWCA11-1197-5372","NWCA11-1197-1-11-DE-003-001-2",28,64,0.52,0.0407,NA
"Nahlik_and_Fennessy_2016","NWCA11-1197","NWCA11-1197-5372","NWCA11-1197-1-11-DE-003-001-3",64,125,NA,0.0464,NA
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-5373","NWCA11-1198-1-11-DE-003-002-1",0,10,0.33,0.0734,NA
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-5373","NWCA11-1198-1-11-DE-003-002-2",10,32,0.22,0.1369,NA
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-5373","NWCA11-1198-1-11-DE-003-002-3",32,63,0.34,0.1177,NA
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-5373","NWCA11-1198-1-11-DE-003-002-4",63,85,0.6,0.0313,"63-114 cm submerged upland pre-holocene"
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-5373","NWCA11-1198-1-11-DE-003-002-5",85,114,NA,0.0056,"63-114 cm submerged upland pre-holocene"
"Nahlik_and_Fennessy_2016","NWCA11-1207","NWCA11-1207-5375","NWCA11-1207-1-11-DE-005-004-1",0,9,0.34,0.1828,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1207","NWCA11-1207-5375","NWCA11-1207-1-11-DE-005-004-3",9,21,0.17,0.1845,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1207","NWCA11-1207-5375","NWCA11-1207-1-11-DE-005-004-4",21,36,0.68,0.0697,NA
"Nahlik_and_Fennessy_2016","NWCA11-1207","NWCA11-1207-5375","NWCA11-1207-1-11-DE-005-004-5",36,68,1.12,0.0024,NA
"Nahlik_and_Fennessy_2016","NWCA11-1207","NWCA11-1207-5375","NWCA11-1207-1-11-DE-005-004-6",68,125,NA,0.0011,NA
"Nahlik_and_Fennessy_2016","NWCA11-1223","NWCA11-1223-5377","NWCA11-1223-1-11-DE-005-007-1",0,17,0.2,0.1182,NA
"Nahlik_and_Fennessy_2016","NWCA11-1223","NWCA11-1223-5377","NWCA11-1223-1-11-DE-005-007-2",17,51,0.14,0.1247,NA
"Nahlik_and_Fennessy_2016","NWCA11-1223","NWCA11-1223-5377","NWCA11-1223-1-11-DE-005-007-3",51,100,0.25,0.1847,NA
"Nahlik_and_Fennessy_2016","NWCA11-1223","NWCA11-1223-5377","NWCA11-1223-1-11-DE-005-007-4",100,126,NA,0.0761,NA
"Nahlik_and_Fennessy_2016","NWCA11-1233","NWCA11-1233-5378","NWCA11-1233-1-11-FL-087-001-1",0,31,1.08,0.1246,NA
"Nahlik_and_Fennessy_2016","NWCA11-1239","NWCA11-1239-5381","NWCA11-1239-1-11-FL-021-001-1",0,NA,0.13,0.2727,NA
"Nahlik_and_Fennessy_2016","NWCA11-1248","NWCA11-1248-5383","NWCA11-1248-1-11-FL-109-001-1",0,100,0.36,0.0705,NA
"Nahlik_and_Fennessy_2016","NWCA11-1248","NWCA11-1248-5383","NWCA11-1248-1-11-FL-109-001-2",100,105,NA,0.0101,NA
"Nahlik_and_Fennessy_2016","NWCA11-1249","NWCA11-1249-5384","NWCA11-1249-1-11-FL-087-003-1",0,69,0.17,0.3478,NA
"Nahlik_and_Fennessy_2016","NWCA11-1256","NWCA11-1256-5385","NWCA11-1256-1-11-FL-129-003-2",0,17,0.81,0.0334,"Horizon one and two samples are combined*********"
"Nahlik_and_Fennessy_2016","NWCA11-1256","NWCA11-1256-5385","NWCA11-1256-1-11-FL-129-003-3",17,38,1.36,0.0114,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1256","NWCA11-1256-5385","NWCA11-1256-1-11-FL-129-003-4",38,54,0.97,0.0352,NA
"Nahlik_and_Fennessy_2016","NWCA11-1256","NWCA11-1256-5385","NWCA11-1256-1-11-FL-129-003-5",54,68,1.27,0.0131,"Color of most evident feature is masked sand grain"
"Nahlik_and_Fennessy_2016","NWCA11-1263","NWCA11-1263-5387","NWCA11-1263-1-11-FL-029-002-1",0,42,1.42,0.012,NA
"Nahlik_and_Fennessy_2016","NWCA11-1263","NWCA11-1263-5387","NWCA11-1263-1-11-FL-029-002-2",42,73,1.5,0.0063,NA
"Nahlik_and_Fennessy_2016","NWCA11-1263","NWCA11-1263-5387",NA,73,83,1.65,NA,NA
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5395","NWCA11-1777-2-11-MD-039-005-1",0,14,0.1,0.2997,"Layer boundary at 14cm"
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5395","NWCA11-1777-2-11-MD-039-005-2",14,30,1.1,0.0641,"Layer boundary at 30cm"
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5395","NWCA11-1777-2-11-MD-039-005-3",30,40,1.23,0.0205,NA
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5395","NWCA11-1777-2-11-MD-039-005-4",40,61,1.62,0.0112,NA
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5395","NWCA11-1777-2-11-MD-039-005-5",61,112,NA,0.0041,"Erasure 15% horizon 10yr 68"
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5395","NWCA11-1777-2-11-MD-039-005-6",112,125,NA,0.0016,NA
"Nahlik_and_Fennessy_2016","NWCA11-2025","NWCA11-2025-5400","NWCA11-2025-2-11-NC-031-007-2",0,38,NA,0.0575,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-2025","NWCA11-2025-5400","NWCA11-2025-2-11-NC-031-007-3",38,73,NA,0.0328,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet"
"Nahlik_and_Fennessy_2016","NWCA11-1381","NWCA11-1381-5411","NWCA11-1381-1-11-GA-039-002-1",0,60,0.32,0.0505,NA
"Nahlik_and_Fennessy_2016","NWCA11-1384","NWCA11-1384-5413","NWCA11-1384-1-11-GA-191-004-1",0,125,0.16,0.0673,NA
"Nahlik_and_Fennessy_2016","NWCA11-1385","NWCA11-1385-5414","NWCA11-1385-1-11-GA-051-003-1",0,15,0.53,0.0688,NA
"Nahlik_and_Fennessy_2016","NWCA11-1385","NWCA11-1385-5414","NWCA11-1385-1-11-GA-051-003-2",15,35,0.98,0.0299,NA
"Nahlik_and_Fennessy_2016","NWCA11-1385","NWCA11-1385-5414","NWCA11-1385-1-11-GA-051-003-3",35,60,1.32,0.0112,NA
"Nahlik_and_Fennessy_2016","NWCA11-1388","NWCA11-1388-5415","NWCA11-1388-1-11-GA-029-002-1",0,125,1.5,0.003,"No photo taken"
"Nahlik_and_Fennessy_2016","NWCA11-1389","NWCA11-1389-5416","NWCA11-1389-1-11-GA-051-004-1",0,20,1.16,0.0122,NA
"Nahlik_and_Fennessy_2016","NWCA11-1389","NWCA11-1389-5416","NWCA11-1389-1-11-GA-051-004-2",20,110,1.38,0.0051,NA
"Nahlik_and_Fennessy_2016","NWCA11-1392","NWCA11-1392-5417","NWCA11-1392-1-11-GA-179-003-1",0,60,1.04,0.0048,NA
"Nahlik_and_Fennessy_2016","NWCA11-1393","NWCA11-1393-5418","NWCA11-1393-1-11-GA-039-003-1",0,100,0.31,0.0725,NA
"Nahlik_and_Fennessy_2016","NWCA11-1395","NWCA11-1395-5419","NWCA11-1395-1-11-GA-191-005-1",0,44,0.69,0.0182,NA
"Nahlik_and_Fennessy_2016","NWCA11-1395","NWCA11-1395-5419","NWCA11-1395-1-11-GA-191-005-2",44,115,1.14,0.0057,NA
"Nahlik_and_Fennessy_2016","NWCA11-1396","NWCA11-1396-5420","NWCA11-1396-1-11-GA-051-005-1",0,109,1.25,0.004,NA
"Nahlik_and_Fennessy_2016","NWCA11-1397","NWCA11-1397-5421","NWCA11-1397-1-11-GA-039-004-1",0,60,0.35,0.0539,NA
"Nahlik_and_Fennessy_2016","NWCA11-1400","NWCA11-1400-5431","NWCA11-1400-1-11-GA-191-006-1",0,100,0.35,0.057,NA
"Nahlik_and_Fennessy_2016","NWCA11-1401","NWCA11-1401-5432","NWCA11-1401-1-11-GA-051-006-1",0,90,0.38,0.0388,NA
"Nahlik_and_Fennessy_2016","NWCA11-1404","NWCA11-1404-5433","NWCA11-1404-1-11-GA-029-003-1",0,90,0.32,0.037,NA
