study_id,bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,type,issue,issn,eprint,article-number
Kristensen_et_al_2000,Kristensen_et_al_2000_article,synthesis source,Article,"Carbon and nitrogen mineralization in sediments of the {Bangrong} mangrove area, {Phuket}, {Thailand}",{Erik Kristensen} and {Frede Andersen} and {Nikolaj Holmboe} and {Marianne Holmer} and {Nalinee Thongtham},NA,10.3354/ame022199,https://www.int-res.com/abstracts/ame/v22/n2/p199-213/,2000,NA,NA,22,2,199--213,Aquatic Microbial Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kristensen_et_al_2000,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacerda_et_al_1995,Lacerda_et_al_1995_article,synthesis source,Article,Biogeochemistry of Mangrove Soil Organic Matter: a Comparison {BetweenRhizophoraandAvicenniaSoils} in South-eastern Brazil,L.D. Lacerda and V. Ittekkot and S.R. Patchineelam,NA,10.1006/ecss.1995.0048,https://doi.org/10.1006/ecss.1995.0048,1995,jun,Elsevier {BV},40,6,713--720,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacerda_et_al_1995,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loi_and_Ni_2015,Loi_and_Ni_2015_article,synthesis source,Article,"The effects of land surface elevation on belowground carbon accumulation of mangrove ecosystem at the Ong Trang sand bar, Ngoc Hien district, Ca Mau province","Loi, Tan and Ni, Hang",NA,NA,NA,2015,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loi_and_Ni_2015,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX_edaf_puntos,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX_perfilv12,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2016,MacKenzie_et_al_2016_article,synthesis source,Article,Sedimentation and belowground carbon accumulation rates in mangrove forests that differ in diversity and land use: a tale of two mangroves,Richard A. MacKenzie and Patra B. Foulk and J. Val Klump and Kimberly Weckerly and Joko Purbospito and Daniel Murdiyarso and Daniel C. Donato and Vien Ngoc Nam,NA,10.1007/s11273-016-9481-3,https://doi.org/10.1007/s11273-016-9481-3,2016,feb,Springer Science and Business Media {LLC},24,2,245--261,Wetlands Ecology and Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacKenzie_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moreno_and_Calderon_2011,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murdiyarso_et_al_2015,Murdiyarso_et_al_2015_article,synthesis source,Article,The potential of Indonesian mangrove forests for global climate change mitigation,Daniel Murdiyarso and Joko Purbopuspito and J. Boone Kauffman and Matthew W. Warren and Sigit D. Sasmito and Daniel C. Donato and Solichin Manuri and Haruni Krisnawati and Sartji Taberima and Sofyan Kurnianto,NA,10.1038/nclimate2734,https://doi.org/10.1038/nclimate2734,2015,jul,Springer Science and Business Media {LLC},5,12,1089--1092,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murdiyarso_et_al_2015,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_1980,Naidoo_1980_article,synthesis source,Article,"Mangrove soils of the Beachwood area, Durban","Naidoo, G",NA,NA,NA,1980,NA,NA,NA,NA,NA,Journal of South African Botany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_1980,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_and_Raiman_1982,Naidoo_and_Raiman_1982_article,synthesis source,Article,"Some physical and chemical properties of mangrove soils at Sipingo and Mgeni, Natal","Naidoo, G and Raiman, F",NA,NA,NA,1982,NA,NA,NA,NA,NA,South African Journal of Botany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naidoo_and_Raiman_1982,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nam_et_al_2016,Nam_et_al_2016_article,synthesis source,Article,Carbon stocks in artificially and naturally regenerated mangrove ecosystems in the Mekong Delta,Vien Ngoc Nam and Sigit D. Sasmito and Daniel Murdiyarso and Joko Purbopuspito and Richard A. MacKenzie,NA,10.1007/s11273-015-9479-2,https://doi.org/10.1007/s11273-015-9479-2,2016,jan,Springer Science and Business Media {LLC},24,2,231--244,Wetlands Ecology and Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nam_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nsombo_et_al_2016,Nsombo_et_al_2016_article,synthesis source,Article,"Effects of vegetations degradation on carbon stock, morphological, physical and chemical characteristics of soils within the mangrove forest of the Rio del Rey Estuary: Case study Bamusso (South-West Cameroon)",NSOMBO Eugene NDEMA and BENGONO Fr {eacute d eacute ric AKO} and Jacques ETAME and DIN NDONGO and Gordon AJONINA and BILONG Paul,NA,10.5897/ajest2015.1956,https://doi.org/10.5897/ajest2015.1956,2016,mar,Academic Journals,10,3,58--66,African Journal of Environmental Science and Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nsombo_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,Otero_et_al_2009_article,synthesis source,Article,"Geochemistry of iron and manganese in soils and sediments of a mangrove system, Island of Pai Matos (Cananeia {\textemdash} {SP}, Brazil)",X.L. Otero and T.O. Ferreira and M.A. Huerta-D\'\iaz and C.S.M. Partiti and V. Souza and P. Vidal-Torrado and F. Mac\'\ias,NA,10.1016/j.geoderma.2008.10.016,https://doi.org/10.1016/j.geoderma.2008.10.016,2009,jan,Elsevier {BV},148,NA,318--335,Geoderma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otero_et_al_2009,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazi_et_al_2016,Pazi_et_al_2016_article,synthesis source,Article,"Soil pH and carbon at different depth in three zones of mangrove forest in Sarawak, Malaysia","PAZI, AHMAD MUSTAPHA MOHAMAD and GANDASECA, SECA and ROSLI, NORAINI and HANAFI, AHMAD and HAMZAH, ALBERT EMPAWI TINDIT and NYANGON, LAURNA",NA,NA,NA,2016,NA,NA,79,1,NA,The Malaysian Forester,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazi_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RadamBrasil,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranjan_2010,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahu_et_al_2016,Sahu_et_al_2016_article,synthesis source,Article,"Carbon Stocks in Natural and Planted Mangrove forests of Mahanadi Mangrove Wetland, East Coast of India",S. C. Sahu and Manish Kumar and N. H. Ravindranath,NA,10.18520/cs/v110/i12/2253-2260,https://doi.org/10.18520/cs/v110/i12/2253-2260,2016,jun,Current Science Association,110,12,2253,Current Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahu_et_al_2016,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2008,Sanders_et_al_2008_article,synthesis source,Article,"Recent Sediment Accumulation in a Mangrove Forest and Its Relevance to Local Sea-Level Rise (Ilha Grande, Brazil)",Christian J. Sanders and Joseph M. Smoak and A. Sathy Naidu and Sambasiva R. Patchineelam,NA,10.2112/07-0872.1,https://doi.org/10.2112/07-0872.1,2008,mar,Coastal Education and Research Foundation,242,NA,533--536,Journal of Coastal Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2008,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2010_ECSS,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2010_EES,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2012_MER,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2014,Sanders_et_al_2014_article,synthesis source,Article,"Elevated rates of organic carbon, nitrogen, and phosphorus accumulation in a highly impacted mangrove wetland",Christian J. Sanders and Bradley D. Eyre and Isaac R. Santos and Wilson Machado and Wanilson Luiz-Silva and Joseph M. Smoak and Joshua L. Breithaupt and Michael E. Ketterer and Luciana Sanders and Humberto Marotta and Emmanoel Silva-Filho,NA,10.1002/2014gl059789,https://doi.org/10.1002/2014gl059789,2014,apr,American Geophysical Union ({AGU}),41,7,2475--2480,Geophysical Research Letters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanders_et_al_2014,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Szczygielski_et_al_2015,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thimdee_et_al_2003,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thompson_et_al_2014,Thompson_et_al_2014_article,synthesis source,Article,"Locally assessing the economic viability of blue carbon: A case study from Panay Island, the Philippines",Benjamin S. Thompson and Colin P. Clubbe and Jurgenne H. Primavera and David Curnick and Heather J. Koldewey,NA,10.1016/j.ecoser.2014.03.004,https://doi.org/10.1016/j.ecoser.2014.03.004,2014,jun,Elsevier {BV},8,NA,128--140,Ecosystem Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thompson_et_al_2014,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tue_et_al_2014,Tue_et_al_2014_article,synthesis source,Article,"Carbon storage of a tropical mangrove forest in Mui Ca Mau National Park, Vietnam",Nguyen Tai Tue and Luu Viet Dung and Mai Trong Nhuan and Koji Omori,NA,10.1016/j.catena.2014.05.008,https://doi.org/10.1016/j.catena.2014.05.008,2014,oct,Elsevier {BV},121,NA,119--126,{CATENA},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tue_et_al_2014,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twilley_et_al_1997,Twilley_et_al_1997_article,synthesis source,Article,"Litter dynamics in riverine mangrove forests in the Guayas River estuary, Ecuador",Robert R. Twilley and Mireya Pozo and Victor H. Garcia and Victor H. Rivera-Monroy and Ramon Zambrano and Alejandro Bodero,NA,10.1007/s004420050214,https://doi.org/10.1007/s004420050214,1997,jun,Springer Science and Business Media {LLC},111,1,109--122,Oecologia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twilley_et_al_1997,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vasconcelos_et_al_2014,Vasconcelos_et_al_2014_article,synthesis source,Article,"Soil organic matter and soil acidity in Mangrove areas in the river Paraiba Estuary, Cabedelo, Paraiba, Brazil",Renata Wilma Vasconcelos and Vanessa {dos Santos Gomes} and Diego Rodrigues {de Lucena} and Orione Alvares {da Silva} and Anaonio Cicero Sousa and Alexandre Fonseca D\textquotesingleAndrea,NA,10.18393/ejss.76445,https://doi.org/10.18393/ejss.76445,2014,sep,Eurasian Journal of Soil Sciences,3,3,157,{EURASIAN} {JOURNAL} {OF} {SOIL} {SCIENCE} ({EJSS}),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vasconcelos_et_al_2014,Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rovai_et_al_2022,Rovai_et_al_2022,primary dataset,Misc,Dataset: Global controls on carbon storage in mangrove soils,"Andre Rovai, Robert Twilley, Edward Castaneda-Moya, Pablo Riul, Miguel Cifuentes-Jara,
                             Marilyn Manrow-Villalobos, Paulo A. Horta, Jose C. Simonassi, Alessandra L. Fonseca, 
                             Paulo R. Pagliosa, Danillo Torres",NA,https://doi.org/10.25573/serc.21295713.v1,https://smithsonian.figshare.com/articles/dataset/Dataset_Global_controls_on_carbon_storage_in_mangrove_soils/21295713,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rovai_et_al_2022,Rovai_et_al_2018,associated source,Article,Global controls on carbon storage in mangrove soils,"André S. Rovai, Robert R. Twilley, Edward Castañeda-Moya, Pablo Riul, Miguel Cifuentes-Jara, 
                                     Marilyn Manrow-Villalobos, Paulo A. Horta, José C. Simonassi, Alessandra L. Fonseca & Paulo R. Pagliosa",NA,https://doi.org/10.1038/s41558-018-0162-5,https://www.nature.com/articles/s41558-018-0162-5#Abs1,2018,NA,NA,NA,NA,NA,Nature Climate Change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adaime_1978,Maxwell_et_al_2023_synthesis,synthesis source,Article,Global dataset of soil organic carbon in tidal marshes,Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington,NA,10.1038/s41597-023-02633-x,http://dx.doi.org/10.1038/s41597-023-02633-x,2023,nov,Springer Science and Business Media LLC,10,1,NA,Scientific Data,NA,NA,NA,NA,NA,NA,NA,NA,2052-4463,NA,NA
Adaime_1978,Maxwell_et_al_2023_data,synthesis dataset,Misc,Database: Tidal Marsh Soil Organic Carbon (MarSOC) Dataset,Tania L. Maxwell and André S Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E.N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd Joris Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Weixin Ding and Lionel Denis and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P Kelleher and Karen Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia {Vittori Antisari} and Baptiste Voltz and Christy Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark D. Spalding and Thomas A. Worthington,NA,10.5281/ZENODO.8414110,https://zenodo.org/record/8414110,2023,NA,Zenodo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
