study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_unit,cs137_activity_notes,total_pb210_activity,ra226_activity,excess_pb210_activity,pb210_unit,be7_activity,be7_activity_notes,age
Gonneea_et_al_2018,Hamblin_Pond,HBB,88,90,0.093630573,0.3380220621,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,98,100,0.105350318,0.3391205434,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,104,114,0.117834395,0.35272716719999997,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,114,124,0.106369427,0.3754463911,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,124,134,0.118216561,0.396119025,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,134,144,0.118089172,0.3843320226,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,144,154,0.094267516,0.3801371614,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,154,164,0.092484076,0.38810153290000005,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,0,1,0.072264631,NA,0,disintegrations_per_minute_per_gram,below detection limits,21.7823179,0.763527326,21.01879057,disintegrations_per_minute_per_gram,12.54290507,NA,1.736589453
Gonneea_et_al_2018,Hamblin_Pond,HBC,1,2,0.111450382,0.29714628860000003,0,disintegrations_per_minute_per_gram,below detection limits,14.39479907,0.229351957,14.16544711,disintegrations_per_minute_per_gram,0,below detection limits,3.125590109
Gonneea_et_al_2018,Hamblin_Pond,HBC,2,3,0.126463104,NA,0,disintegrations_per_minute_per_gram,below detection limits,18.79093232,0.3,18.49093232,disintegrations_per_minute_per_gram,0,below detection limits,5.362512267
Gonneea_et_al_2018,Hamblin_Pond,HBC,3,4,0.124936387,0.3118795599,0,disintegrations_per_minute_per_gram,below detection limits,19.06786646,0.3,18.76786646,disintegrations_per_minute_per_gram,0,below detection limits,7.780528445
Gonneea_et_al_2018,Hamblin_Pond,HBC,4,5,0.105089059,NA,0,disintegrations_per_minute_per_gram,below detection limits,20.91920205,0.257472313,20.66172974,disintegrations_per_minute_per_gram,0,below detection limits,10.2276602
Gonneea_et_al_2018,Hamblin_Pond,HBC,5,6,0.121628499,0.3066003632,0,disintegrations_per_minute_per_gram,below detection limits,19.61542981,0.3,19.31542981,disintegrations_per_minute_per_gram,0,below detection limits,13.08139571
Gonneea_et_al_2018,Hamblin_Pond,HBC,6,7,0.101526718,NA,0,disintegrations_per_minute_per_gram,below detection limits,22.76755613,0.3,22.46755613,disintegrations_per_minute_per_gram,0,below detection limits,16.0850026
Gonneea_et_al_2018,Hamblin_Pond,HBC,7,8,0.136641221,0.3023636289,0,disintegrations_per_minute_per_gram,below detection limits,16.48510229,0.3,16.18510229,disintegrations_per_minute_per_gram,0,below detection limits,19.32714235
Gonneea_et_al_2018,Hamblin_Pond,HBC,8,9,0.119592875,NA,0,disintegrations_per_minute_per_gram,below detection limits,16.00073226,0.627130064,15.37360219,disintegrations_per_minute_per_gram,0,below detection limits,22.3299671
Gonneea_et_al_2018,Hamblin_Pond,HBC,9,10,0.10610687,0.320791251,0,disintegrations_per_minute_per_gram,below detection limits,15.20722394,0.181457737,15.0257662,disintegrations_per_minute_per_gram,0,below detection limits,25.09545791
Gonneea_et_al_2018,Hamblin_Pond,HBC,10,11,0.154707379,NA,0,disintegrations_per_minute_per_gram,below detection limits,9.486615286,0.311835467,9.17477982,disintegrations_per_minute_per_gram,0,below detection limits,27.74122672
Gonneea_et_al_2018,Hamblin_Pond,HBC,11,12,0.104834606,0.3269273044,0,disintegrations_per_minute_per_gram,below detection limits,12.1515558,0.3,11.8515558,disintegrations_per_minute_per_gram,0,below detection limits,30.23941017
Gonneea_et_al_2018,Hamblin_Pond,HBC,12,13,0.113231552,NA,0.391163778,disintegrations_per_minute_per_gram,NA,12.58448924,0.317449516,12.26703973,disintegrations_per_minute_per_gram,0,below detection limits,33.28854481
Gonneea_et_al_2018,Hamblin_Pond,HBC,13,14,0.090585242,0.3228241526,0.458157986,disintegrations_per_minute_per_gram,NA,11.02482274,0.211487703,10.81333504,disintegrations_per_minute_per_gram,0,below detection limits,35.60864512
Gonneea_et_al_2018,Hamblin_Pond,HBC,14,15,0.091603053,NA,0.696508775,disintegrations_per_minute_per_gram,NA,11.28990025,0.444494781,10.84540547,disintegrations_per_minute_per_gram,0,below detection limits,38.18620101
Gonneea_et_al_2018,Hamblin_Pond,HBC,15,16,0.119083969,0.3208092698,1.080265058,disintegrations_per_minute_per_gram,NA,12.55498844,0.509282356,12.04570609,disintegrations_per_minute_per_gram,0,below detection limits,42.30718134
Gonneea_et_al_2018,Hamblin_Pond,HBC,16,17,0.126208651,NA,2.280122219,disintegrations_per_minute_per_gram,NA,10.7759605,0.308078981,10.46788152,disintegrations_per_minute_per_gram,0,below detection limits,46.66598947
Gonneea_et_al_2018,Hamblin_Pond,HBC,17,18,0.147073791,0.29724714129999996,2.047280273,disintegrations_per_minute_per_gram,NA,8.031330049,0.359133822,7.672196227,disintegrations_per_minute_per_gram,0,below detection limits,50.96482815
Gonneea_et_al_2018,Hamblin_Pond,HBC,18,19,0.124681934,NA,1.310932876,disintegrations_per_minute_per_gram,NA,8.761973681,0.942138937,7.819834744,disintegrations_per_minute_per_gram,0,below detection limits,55.24838015
Gonneea_et_al_2018,Hamblin_Pond,HBC,19,20,0.136641221,0.239449873,0,disintegrations_per_minute_per_gram,below detection limits,7.467944994,0.619252211,6.848692783,disintegrations_per_minute_per_gram,0,below detection limits,60.20060724
Gonneea_et_al_2018,Hamblin_Pond,HBC,20,21,0.113740458,NA,0,disintegrations_per_minute_per_gram,below detection limits,7.291212377,0.588839582,6.702372795,disintegrations_per_minute_per_gram,0,below detection limits,64.6504018
Gonneea_et_al_2018,Hamblin_Pond,HBC,21,22,0.158778626,NA,0,disintegrations_per_minute_per_gram,below detection limits,5.082296243,0.554795772,4.527500471,disintegrations_per_minute_per_gram,0,below detection limits,69.86975486
Gonneea_et_al_2018,Hamblin_Pond,HBC,22,23,0.221628499,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.481799261,1.140025731,2.34177353,disintegrations_per_minute_per_gram,0,below detection limits,74.57024926
Gonneea_et_al_2018,Hamblin_Pond,HBC,23,24,0.184732824,0.2319290711,0,disintegrations_per_minute_per_gram,below detection limits,5.129698948,0.633578708,4.49612024,disintegrations_per_minute_per_gram,0,below detection limits,83.3442157
Gonneea_et_al_2018,Hamblin_Pond,HBC,24,25,0.120101781,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.895169281,0.393269849,3.501899432,disintegrations_per_minute_per_gram,0,below detection limits,88.56859095
Gonneea_et_al_2018,Hamblin_Pond,HBC,25,26,0.147073791,NA,0,disintegrations_per_minute_per_gram,below detection limits,4.442021591,0.527485458,3.914536134,disintegrations_per_minute_per_gram,0,below detection limits,97.35034004
Gonneea_et_al_2018,Hamblin_Pond,HBC,26,27,0.12086514,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.471853133,0.388749313,3.083103821,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,27,28,0.136895674,0.3531490274,0,disintegrations_per_minute_per_gram,below detection limits,3.396639883,0.336191826,3.060448057,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,28,29,0.140203562,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.687459962,0.642982748,2.044477214,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,29,30,0.162086514,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.758691847,0.24032011,1.518371737,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,30,32,0.155541401,0.33757041979999997,0,disintegrations_per_minute_per_gram,below detection limits,0.861303594,0.304985322,0.556318272,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,32,34,0.132866242,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.530816931,0.300190967,0.230625964,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,34,36,0.14955414,0.26543918980000003,0,disintegrations_per_minute_per_gram,below detection limits,0.668813158,0.314441938,0.35437122,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,36,38,0.134904459,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.826591132,0.3,0.526591132,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,38,40,0.165350318,0.3907949096,0,disintegrations_per_minute_per_gram,below detection limits,0.3,0.251907076,0.048092924,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,40,42,0.148152866,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,42,44,0.129171975,0.38148208029999997,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,44,46,0.179617834,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,46,48,0.124203822,0.4107620916,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,48,50,0.146878981,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,50,52,0.128535032,0.42470353629999996,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,52,54,0.115923567,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,54,56,0.118598726,0.403539278,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,56,58,0.119745223,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,58,60,0.087515924,0.4164447939,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,60,62,0.089426752,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,62,64,0.114522293,0.4017108434,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBC,64.5,66.5,0.114140127,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,0,1,0.12264631,NA,0,disintegrations_per_minute_per_gram,below detection limits,29.15408059,0.588435497,28.56564509,disintegrations_per_minute_per_gram,8.369627568,NA,2.920774534
Gonneea_et_al_2018,Eel_Pond,EPA,1,2,0.018575064,0.241589947,0,disintegrations_per_minute_per_gram,below detection limits,33.86804658,3.31885489,30.54919169,disintegrations_per_minute_per_gram,0,below detection limits,6.438923284
Gonneea_et_al_2018,Eel_Pond,EPA,2,3,0.100763359,NA,0,disintegrations_per_minute_per_gram,below detection limits,28.50616384,1.015021313,27.49114253,disintegrations_per_minute_per_gram,0,below detection limits,9.208093432
Gonneea_et_al_2018,Eel_Pond,EPA,3,4,0.159796438,0.2697946068,0,disintegrations_per_minute_per_gram,below detection limits,23.76321016,0.56868987,23.19452029,disintegrations_per_minute_per_gram,0,below detection limits,13.38468769
Gonneea_et_al_2018,Eel_Pond,EPA,4,5,0.151399491,NA,0,disintegrations_per_minute_per_gram,below detection limits,21.88522275,0.548311798,21.33691095,disintegrations_per_minute_per_gram,0,below detection limits,17.49490758
Gonneea_et_al_2018,Eel_Pond,EPA,5,6,0.139949109,0.2638017347,0,disintegrations_per_minute_per_gram,below detection limits,20.51397766,0.728096883,19.78588077,disintegrations_per_minute_per_gram,0,below detection limits,21.51046671
Gonneea_et_al_2018,Eel_Pond,EPA,6,7,0.0956743,NA,0,disintegrations_per_minute_per_gram,below detection limits,17.34072854,0.669071772,16.67165677,disintegrations_per_minute_per_gram,0,below detection limits,24.06435977
Gonneea_et_al_2018,Eel_Pond,EPA,7,8,0.151145038,0.2892206707,0,disintegrations_per_minute_per_gram,below detection limits,13.03633087,0.5,12.53633087,disintegrations_per_minute_per_gram,0,below detection limits,27.3871546
Gonneea_et_al_2018,Eel_Pond,EPA,8,9,0.120610687,NA,0,disintegrations_per_minute_per_gram,below detection limits,13.25693895,0.470032603,12.78690635,disintegrations_per_minute_per_gram,0,below detection limits,30.34252189
Gonneea_et_al_2018,Eel_Pond,EPA,9,10,0.176844784,0.2807503367,0.172111202,disintegrations_per_minute_per_gram,NA,11.23605912,0.44768143,10.78837769,disintegrations_per_minute_per_gram,0,below detection limits,34.49166703
Gonneea_et_al_2018,Eel_Pond,EPA,10,11,0.112468193,NA,0,disintegrations_per_minute_per_gram,below detection limits,9.117622765,0.490434305,8.62718846,disintegrations_per_minute_per_gram,0,below detection limits,36.86232565
Gonneea_et_al_2018,Eel_Pond,EPA,11,12,0.169974555,0.2412954053,0.747993923,disintegrations_per_minute_per_gram,NA,7.013002693,0.713796041,6.299206652,disintegrations_per_minute_per_gram,0,below detection limits,39.74510236
Gonneea_et_al_2018,Eel_Pond,EPA,12,13,0.238676845,NA,0.733156554,disintegrations_per_minute_per_gram,NA,7.271078577,0.458356186,6.812722392,disintegrations_per_minute_per_gram,0,below detection limits,44.80621693
Gonneea_et_al_2018,Eel_Pond,EPA,13,14,0.236895674,0.2434715514,1.996475905,disintegrations_per_minute_per_gram,NA,7.429408696,0.827999038,6.601409658,disintegrations_per_minute_per_gram,0,below detection limits,50.47419608
Gonneea_et_al_2018,Eel_Pond,EPA,14,15,0.196183206,NA,1.628189059,disintegrations_per_minute_per_gram,NA,5.165234562,0.547577564,4.617656998,disintegrations_per_minute_per_gram,0,below detection limits,54.19911521
Gonneea_et_al_2018,Eel_Pond,EPA,15,16,0.134096692,0.2250621707,1.396417137,disintegrations_per_minute_per_gram,NA,6.140806611,0.730948921,5.40985769,disintegrations_per_minute_per_gram,0,below detection limits,57.56772277
Gonneea_et_al_2018,Eel_Pond,EPA,16,17,0.186768448,NA,0.600858657,disintegrations_per_minute_per_gram,NA,8.488758329,0.683261015,7.805497314,disintegrations_per_minute_per_gram,0,below detection limits,65.7883582
Gonneea_et_al_2018,Eel_Pond,EPA,17,18,0.180916031,0.20118457110000001,0,disintegrations_per_minute_per_gram,below detection limits,7.204109952,0.474607304,6.729502647,disintegrations_per_minute_per_gram,0,below detection limits,74.84768002
Gonneea_et_al_2018,Eel_Pond,EPA,18,19,0.18778626,NA,0,disintegrations_per_minute_per_gram,below detection limits,5.394819165,0.930938949,4.463880216,disintegrations_per_minute_per_gram,0,below detection limits,83.09166025
Gonneea_et_al_2018,Eel_Pond,EPA,19,20,0.182697201,0.26946190999999997,0,disintegrations_per_minute_per_gram,below detection limits,4.738708926,0.576771098,4.161937828,disintegrations_per_minute_per_gram,0,below detection limits,92.36446213
Gonneea_et_al_2018,Eel_Pond,EPA,20,21,0.157506361,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.139570986,0.449401968,2.690169018,disintegrations_per_minute_per_gram,0,below detection limits,98.7205803
Gonneea_et_al_2018,Eel_Pond,EPA,21,22,0.144274809,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.203974076,0.332516188,2.871457888,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,22,23,0.119847328,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.719394232,0.5,1.219394232,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,23,24,0.093384224,0.3008045132,0,disintegrations_per_minute_per_gram,below detection limits,2.103734423,0.321927353,1.78180707,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,24,25,0.126717557,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.379678844,0.561859518,0.817819326,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,25,26,0.117557252,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.103618831,0.445552261,0.65806657,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,26,27,0.108651399,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.772756213,0.44198467,0.330771543,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,27,28,0.118829517,0.2764623693,0,disintegrations_per_minute_per_gram,below detection limits,1.71728788,0.5,1.21728788,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,28,29,0.118066158,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.942965529,0.506701882,1.436263647,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,29,30,0.23307888,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.229120014,0.461751304,1.76736871,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,30,32,0.17133758,0.2899394066,0,disintegrations_per_minute_per_gram,below detection limits,0.601605757,0.147295256,0.454310501,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,32,34,0.155796178,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.577095984,0.393202336,0.183893648,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,34,36,0.119872611,0.3065924768,0,disintegrations_per_minute_per_gram,below detection limits,0.431084551,0.556658651,-0.125574101,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Eel_Pond,EPA,36,38,0.141273885,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,38,40,0.129808917,0.3163590312,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,40,42,0.11133758,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,42,44,0.116178344,0.32367916360000004,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,44,46,0.13566879,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,46,48,0.172484076,0.2927987696,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,48,50,0.117961783,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,50,52,0.127643312,0.3305341267,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,52,54,0.137197452,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,54,56,0.125095541,0.29092919510000004,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,56,58,0.156815287,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,58,60,0.732738854,0.06442274714,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,60,62,0.595159236,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,62,64,0.681783439,0.08656813927,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,64,66,0.539235669,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPA,66,68,1.015923567,0.1028655307,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Eel_Pond,EPB,0,1,0.079389313,NA,0,disintegrations_per_minute_per_gram,below detection limits,22.99487438,1.175761839,21.81911254,disintegrations_per_minute_per_gram,8.750696922,NA,2.971658344
Gonneea_et_al_2018,Eel_Pond,EPB,1,2,0.105597964,0.22468922500000002,0,disintegrations_per_minute_per_gram,below detection limits,21.48467809,0.962692773,20.52198532,disintegrations_per_minute_per_gram,0,below detection limits,6.042295235
Gonneea_et_al_2018,Eel_Pond,EPB,2,3,0.251908397,NA,0.131524704,disintegrations_per_minute_per_gram,NA,18.64844571,0.614478288,18.03396742,disintegrations_per_minute_per_gram,0,below detection limits,10.30940161
Gonneea_et_al_2018,Eel_Pond,EPB,3,4,0.22264631,0.2099760121,0,disintegrations_per_minute_per_gram,below detection limits,12.31441996,0.621909694,11.69251027,disintegrations_per_minute_per_gram,0,below detection limits,13.07074978
Gonneea_et_al_2018,Eel_Pond,EPB,4,5,0.178880407,NA,0,disintegrations_per_minute_per_gram,below detection limits,10.35451793,0.862385458,9.492132475,disintegrations_per_minute_per_gram,0,below detection limits,15.01375571
Gonneea_et_al_2018,Eel_Pond,EPB,5,6,0.208396947,0.23461225200000002,0,disintegrations_per_minute_per_gram,below detection limits,11.89353482,0.299927319,11.5936075,disintegrations_per_minute_per_gram,0,below detection limits,18.02250317
Gonneea_et_al_2018,Eel_Pond,EPB,6,7,0.199745547,NA,0.327256198,disintegrations_per_minute_per_gram,NA,16.20349494,0.671809768,15.53168517,disintegrations_per_minute_per_gram,0,below detection limits,22.46703191
Gonneea_et_al_2018,Eel_Pond,EPB,7,8,0.245547074,0.2067211598,0,disintegrations_per_minute_per_gram,below detection limits,13.34097419,0.380041876,12.96093232,disintegrations_per_minute_per_gram,0,below detection limits,27.84840648
Gonneea_et_al_2018,Eel_Pond,EPB,8,9,0.353689567,NA,0.218764931,disintegrations_per_minute_per_gram,NA,9.409335103,0.53188322,8.877451883,disintegrations_per_minute_per_gram,0,below detection limits,34.31542279
Gonneea_et_al_2018,Eel_Pond,EPB,9,10,0.395419847,0.1594004421,0.281958448,disintegrations_per_minute_per_gram,NA,4.661426028,0.569629651,4.091796377,disintegrations_per_minute_per_gram,0,below detection limits,38.3299199
Gonneea_et_al_2018,Eel_Pond,EPB,10,11,0.302035623,NA,0.423790791,disintegrations_per_minute_per_gram,NA,5.336682912,0.705741859,4.630941054,disintegrations_per_minute_per_gram,0,below detection limits,42.14189615
Gonneea_et_al_2018,Eel_Pond,EPB,11,12,0.262086514,0.21762682430000002,1.946255883,disintegrations_per_minute_per_gram,NA,7.196785929,0.598399183,6.598386746,disintegrations_per_minute_per_gram,0,below detection limits,47.34591248
Gonneea_et_al_2018,Eel_Pond,EPB,12,13,0.206870229,NA,1.032087129,disintegrations_per_minute_per_gram,NA,9.952317978,0.448879836,9.503438143,disintegrations_per_minute_per_gram,0,below detection limits,54.50486758
Gonneea_et_al_2018,Eel_Pond,EPB,13,14,0.234351145,0.1943005946,0.914888602,disintegrations_per_minute_per_gram,NA,5.424825854,0.955988764,4.468837091,disintegrations_per_minute_per_gram,0,below detection limits,59.01243735
Gonneea_et_al_2018,Eel_Pond,EPB,14,15,0.218320611,NA,0.257060215,disintegrations_per_minute_per_gram,NA,4.506614332,0.721969112,3.784645221,disintegrations_per_minute_per_gram,0,below detection limits,63.08174961
Gonneea_et_al_2018,Eel_Pond,EPB,15,16,0.193638677,0.2056427672,0.279618636,disintegrations_per_minute_per_gram,NA,5.022333222,0.69776691,4.324566312,disintegrations_per_minute_per_gram,0,below detection limits,67.79167804
Gonneea_et_al_2018,Eel_Pond,EPB,16,17,0.210687023,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.410206907,0.634511578,2.775695329,disintegrations_per_minute_per_gram,0,below detection limits,71.58983791
Gonneea_et_al_2018,Eel_Pond,EPB,17,18,0.207633588,0.2312467683,0,disintegrations_per_minute_per_gram,below detection limits,4.91068569,0.536434554,4.374251137,disintegrations_per_minute_per_gram,0,below detection limits,78.44689761
Gonneea_et_al_2018,Eel_Pond,EPB,18,19,0.206615776,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.954205749,0.5,3.454205749,disintegrations_per_minute_per_gram,0,below detection limits,84.8444139
Gonneea_et_al_2018,Eel_Pond,EPB,19,20,0.138676845,0.3343645282,0,disintegrations_per_minute_per_gram,below detection limits,5.438837584,0.5,4.938837584,disintegrations_per_minute_per_gram,0,below detection limits,92.35822798
Gonneea_et_al_2018,Eel_Pond,EPB,20,21,0.186259542,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.899176971,0.356080435,1.543096536,disintegrations_per_minute_per_gram,0,below detection limits,96.12260168
Gonneea_et_al_2018,Eel_Pond,EPB,21,22,0.135877863,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.805693737,0.35,1.455693737,disintegrations_per_minute_per_gram,0,below detection limits,98.986145
Gonneea_et_al_2018,Eel_Pond,EPB,22,23,0.159033079,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.905314329,0.384751742,1.520562586,disintegrations_per_minute_per_gram,0,below detection limits,NA
