"study_id","site_id","plot_id","plot_area","plot_shape","plot_center_latitude","plot_center_longitude","plot_radius","year","month","day","field_or_manipulation_code","habitat","dominant_species","plant_plot_detail_present","soil_core_present","latitude","longitude","position_method","max_soil_depth_reporting","plot_notes","ecosystem_type","protection_status","protection_notes","ecosystem_health","salinity","plant_count","plot_soil_carbon_total","plot_soil_carbon_100cm","plot_plant_carbon","salinity_class","salinity_method","vegetation_class","coordinates_obscured_flag","land_use_class","land_use_status","plot_basal_density","position_notes","debris_carbon","understory_carbon","soil_carbon_100cm","soil_carbon_300cm","aboveground_plant_carbon","belowground_plant_carbon","method_id","plot_sapling_area","site_notes","position_accuracy","disturbance_notes","disturbance_year","ecosystem_condition","disturbance_class","ecotype","basal_area","harvest_or_allometry","coordinate_obscured_flag","stand_age","aboveground_biomass","belowground_biomass","aboveground_carbon","belowground_carbon","basal_area_unit"
"SWAMP_Trees_dataset_Massotie_2014","MAS","MAS_6",NA,"circular",NA,NA,"3.5","2014","9","20","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"2.39028959292668","1.615417852173",NA
"SWAMP_Trees_dataset_Moka_River_II_2014","MOK-R","MOK-R_1",NA,"circular",NA,NA,"3.5","2014","9","18","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_River_II_2014","MOK-R","MOK-R_2",NA,"circular",NA,NA,"3.5","2014","9","18","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_River_II_2014","MOK-R","MOK-R_3",NA,"circular",NA,NA,"3.5","2014","9","18","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_River_II_2014","MOK-R","MOK-R_4",NA,"circular",NA,NA,"3.5","2014","9","18","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_River_II_2014","MOK-R","MOK-R_5",NA,"circular",NA,NA,"3.5","2014","9","18","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_River_II_2014","MOK-R","MOK-R_6",NA,"circular",NA,NA,"3.5","2014","9","18","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_2014","MOK","MOK_1",NA,"circular",NA,NA,"3.5","2014","9","17","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_2014","MOK","MOK_2",NA,"circular",NA,NA,"3.5","2014","9","17","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_2014","MOK","MOK_3",NA,"circular",NA,NA,"3.5","2014","9","17","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_2014","MOK","MOK_4",NA,"circular",NA,NA,"3.5","2014","9","17","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_2014","MOK","MOK_5",NA,"circular",NA,NA,"3.5","2014","9","17","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Moka_2014","MOK","MOK_6",NA,"circular",NA,NA,"3.5","2014","9","17","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Mud_Bank_2014","MUD","MUD_1",NA,"circular",NA,NA,"3.5","2014","11","11","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Mud_Bank_2014","MUD","MUD_2",NA,"circular",NA,NA,"3.5","2014","11","11","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Mud_Bank_2014","MUD","MUD_3",NA,"circular",NA,NA,"3.5","2014","11","11","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Mud_Bank_2014","MUD","MUD_4",NA,"circular",NA,NA,"3.5","2014","11","11","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Mud_Bank_2014","MUD","MUD_5",NA,"circular",NA,NA,"3.5","2014","11","11","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Mud_Bank_2014","MUD","MUD_6",NA,"circular",NA,NA,"3.5","2014","11","11","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_River_II_2014","NZE-R","NZE-R_1",NA,"circular",NA,NA,"3.5","2014","9","22","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_River_II_2014","NZE-R","NZE-R_2",NA,"circular",NA,NA,"3.5","2014","9","22","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_River_II_2014","NZE-R","NZE-R_3",NA,"circular",NA,NA,"3.5","2014","9","22","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_River_II_2014","NZE-R","NZE-R_4",NA,"circular",NA,NA,"3.5","2014","9","22","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_River_II_2014","NZE-R","NZE-R_5",NA,"circular",NA,NA,"3.5","2014","9","22","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_River_II_2014","NZE-R","NZE-R_6",NA,"circular",NA,NA,"3.5","2014","9","22","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_2014","NZE","NZE_1",NA,"circular",NA,NA,"3.5","2014","11","15","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_2014","NZE","NZE_2",NA,"circular",NA,NA,"3.5","2014","11","15","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_2014","NZE","NZE_3",NA,"circular",NA,NA,"3.5","2014","11","15","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_2014","NZE","NZE_4",NA,"circular",NA,NA,"3.5","2014","11","15","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_2014","NZE","NZE_5",NA,"circular",NA,NA,"3.5","2014","11","15","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_Nzeme_2014","NZE","NZE_6",NA,"circular",NA,NA,"3.5","2014","11","15","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_BRM10_2014","BRM10","BRM10_1",NA,"circular",NA,NA,"3.5","2014","2","25","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_BRM10_2014","BRM10","BRM10_2",NA,"circular",NA,NA,"3.5","2014","2","25","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_BRM10_2014","BRM10","BRM10_3",NA,"circular",NA,NA,"3.5","2014","2","25","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_BRM10_2014","BRM10","BRM10_4",NA,"circular",NA,NA,"3.5","2014","2","25","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_BRM10_2014","BRM10","BRM10_5",NA,"circular",NA,NA,"3.5","2014","2","25","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_BRM10_2014","BRM10","BRM10_6",NA,"circular",NA,NA,"3.5","2014","2","25","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_MRM8_2014","MRM8","MRM8_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_MRM8_2014","MRM8","MRM8_2",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_MRM8_2014","MRM8","MRM8_3",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_MRM8_2014","MRM8","MRM8_4",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_MRM8_2014","MRM8","MRM8_5",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_MRM8_2014","MRM8","MRM8_6",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,NA,NA,NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0","3.04388006723609",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"5.54178466275741","2.11619308405666",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"1.25259370857617","0.594439671712801",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.468001563010136","0.256468970649803",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"4.78096703372579","1.86549809210828",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.638606863126045","0.334420077443513",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.988753465545245","0.485734358010368",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.298592665634939","0.17473956066822",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.284164988633776","0.167504404732389",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.448931694531123","0.24751889620032",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.313462541512802","0.18214319727927",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"1.08320818187729","0.525087342799648",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.762214514990273","0.388960037902684",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.788565477768199","0.400413045906185",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.528172891604472","0.284371681411977",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"4.0880733617367","1.63205869630761",NA
"SWAMP_Trees_dataset_MRT7_2014","MRT7","MRT7_1",NA,"circular",NA,NA,"3.5","2014","2","24","field","mangrove",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no obscuring",NA,NA,NA,"0.487561952197485","0.265594055947696",NA
