study_id,site_id,site_description,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes
Nahlik_and_Fennessy_2016,NWCA11-2038,Oyster Creek-Jarrett Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2048,Pamlico Sound-Hatteras Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2070,Currituck Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2074,Croatan Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2076,Pamlico Sound-Hatteras Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2077,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2079,Intracoastal Waterway-Pungo River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2081,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2168,Hampton River-Frontal Atlantic Ocean; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2170,Great Bay Drainages; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2175,Hampton River-Frontal Atlantic Ocean; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R073,Henderson Creek-Barron River Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R076,Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R077,Henderson Creek-Barron River Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2527,Laguna Atascosa; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2530,Old River-Trinity River; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2535,Keller Branch-Lavaca River; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2540,Lower Oyster Creek; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2541,East Fork Double Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2546,East Fork Double Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2551,Keller Branch-Lavaca River; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2557,Cedar Bayou-Frontal Galveston Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2562,East Fork Double Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2564,Dickinson Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2573,East Fork Double Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2580,Halls Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2584,Lower Oyster Creek; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2589,Cedar Bayou-Frontal Galveston Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2591,San Antonio Bay-Espiritu Santo Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2593,East Fork Double Bayou; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2642,Metompkin Bay-Burtons Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2655,Metompkin Bay-Burtons Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2658,Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2660,Messongo Creek-Pocomoke Sound; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2665,Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2667,Mobjack Bay-Lower Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2673,Magothy Bay-Cobb Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2908,San Francisco Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2910,Suisun Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2918,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2922,San Francisco Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2940,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2947,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2949,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3051,Lower Loxahatchee River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3062,Rooker Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3069,Tolomato River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3091,Alligator Creek-Salt Creek Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3093,Lower St. Marks River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3568,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3581,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4706,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4713,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4716,McGrath Lake-Frontal Pacific Ocean; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-4721,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Morgan_et_al_2024,Saco_River,"Saco River, Biddeford, ME",43.460436,NA,-70.386058,NA,saline,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,Biddeford_Pool_Fringing,"Biddeford Pool, Biddeford, ME",43.449944,NA,-70.363794,NA,polyhaline,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,York_River,"York River, York, ME",43.13665,NA,-70.653556,NA,polyhaline,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,Inner_Cutts_Cove,"Inner Cutts Cove, Portsmouth, NH",43.08555555555556,NA,-70.76638888888888,NA,polyhaline,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,Little_Harbor,"Little Harbor, Rye, NH",43.05583333333333,NA,-70.73138888888889,NA,saline,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,Biddeford_Pool_Meadow,"Biddeford Pool, Biddeford, ME",43.45416666666667,NA,-70.37472222222222,NA,estuarine,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,Mousam_River,"Mousam River, Kennebunk, ME",43.346944444444446,NA,-70.51083333333334,NA,saline,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,Little_River,"Little River, Wells, ME",43.34,NA,-70.54416666666667,NA,saline,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,Drakes_Island,"Drake's Island, Wells, ME",43.32694444444445,NA,-70.56277777777777,NA,saline,NA,NA,NA,NA,NA,NA,NA,NA
Morgan_et_al_2024,Seavey_Creek,"Seavey Creek, Rye, NH",43.04805555555556,NA,-70.72361111111111,NA,saline,NA,NA,NA,NA,NA,NA,NA,NA
Adams_and_Human_2016,St Lucia,"KZN, Subtropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Bekker_2015,Knysna,"Western Cape, Warm Temperate, Estuarine Bay, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Bekker_2015,Knysna,"Western Cape, Warm Temperate, Estuarine Bay, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Bekker_2015,Knysna,"Western Cape, Warm Temperate, Estuarine Bay, Submerged",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Bezuidenhout_et_al_2011,Seekoei,"Western Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Bezuidenhout_et_al_2011,Kromme,"Warm Temperate, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Bezuidenhout_et_al_2011,Kromme,Warm Temperate,NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Bezuidenhout_et_al_2011,Mngazi,"Subtropical, Large Temporarily Closed, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Bezuidenhout_et_al_2011,Kromme,"Warm Temperate, Submerged",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Brown_and_Rajkaran_2020,Berg,"Western Cape, Cool Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,low,field observation,NA
Brown_and_Rajkaran_2020,Heuningnes,"Western Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,low,field observation,NA
Brown_and_Rajkaran_2020,Kwelera,"Eastern Cape, Warm Temperate, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,low,field observation,NA
Brown_and_Rajkaran_2020,Kwelera,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,low,field observation,NA
Brown_and_Rajkaran_2020,Langebaan,"Western Cape, Cool Temperate, Estuarine Lagoon, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,low,field observation,NA
Brown_and_Rajkaran_2020,Nahoon,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,low,field observation,NA
Brown_and_Rajkaran_2020,Olifants,"Western Cape, Cool Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,low,field observation,NA
Brown_and_Rajkaran_2020,Nahoon,"EC, Warm temperate, Predominantly Open, Neap",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Brown_and_Rajkaran_2020,Kobonqaba,"Eastern Cape, Warm temperate, Predominantly Open, Submerged",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Els_2017,Knysna,"Western Cape, Warm Temperate, Estuarine Lake, Submerged",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Els_2019,Swartkops,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Els_2019,Swartkops,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Els_2019,Swartkops,"Eastern Cape, Warm Temperate, Predominantly Open, Submerged",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Geldenhyus_et_al_2016,Nahoon,"EC, Warm temperate, Predominantly Open, Neap",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Geldenhyus_et_al_2016,Nahoon,"EC, Warm temperate, Predominantly Open, Spring",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Hoppe-Speer_et_al_2013,Nxaxo,Warm Temperate,NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Hoppe-Speer_et_al_2013,St Lucia,"KZN, Subtropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Human_et_al_2022,Swartkops Estuary,Eastern Cape,NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Johnson_et_al_2020,Nxaxo,"Eastern Cape, Warm Temperate, Large Temporarily Closed",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Lemley_2018,Gamtoos,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Lemley_2018,Kariega,"Eastern Cape, Warm Temperate, Predominantly Open, Submerged",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Matabane_2018,Swartkops,"Eastern Cape, Warm Temperate, Predominantly Open, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Matabane_2018,Swartkops,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Mbense_et_al_2016,Kobonqaba,"Eastern Cape, Warm temperate, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Mbense_et_al_2016,Kobonqaba,"Eastern Cape, Warm temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Mbense_et_al_2016,Kobonqaba,"Warm temperate, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Mbense_et_al_2016,Nxaxo,Warm Temperate,NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Mbense_et_al_2016,Nxaxo,Warm Temperate,NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Mbense_et_al_2016,St Lucia,"KZN, Subtropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Mbense_2019,Nxaxo,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Intertidal",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Mbense_2019,Nxaxo,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Submerged",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Mbense_2019,Nxaxo,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Naidoo_2014,Duiwenhoks,"Warm Temperate, Predominantly Open, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Mntafufu,"Eastern Cape, Warm Temp, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Durban Bay,"KwaZulu Natal, Subtropical, Estuarine Bay",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Kosi,"KwaZulu Natal, Tropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Mfolozi,"KwaZulu Natal, Subtropical, Large Fluvially Dominated",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Mhlathuze,"KwaZulu Natal, Subtropical, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Mlalazi,"KwaZulu Natal, Subtropical, Estuarine Bay",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Mlalazi,"KwaZulu Natal, Subtropical, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Nahoon,"Eastern Cape, Warm Temperate, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Richards Bay,"KwaZulu Natal, Subtropical, Estuarine Bay",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,St Lucia,"KwaZulu Natal, Subtropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Umngeni,"KwaZulu Natal, Subtropical",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Mngazana,"Eastern Cape, Subtropical, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Peer_et_al_2018,Nxaxo,"Eastern Cape, Warm Temperate, Large Temporarily Closed",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,Mngazana,"EC, Subtropical, Predominantly Open, Submerged",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,Mngazana,"EC, Subtropical, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,Nxaxo,"EC, Warm Temperate, Large Temporarily Closed",NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,Kosi Bay,"KZN, Tropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,Mhlathuze,"KZN, Subtropical, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,St Lucia,"KZN, Subtropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,Nxaxo,Warm Temperate,NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,Richards Bay,"KZN, Subtropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Rajkaran_and_Adams_2011,Nxaxo,"Eastern Cape, Warm Temperate, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Rautenbach_2015,St Lucia,"KZN, Subtropical, Estuarine Lake",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Raw_et_al_2019,Nahoon,"Eastern Cape, Warm Temperate, Predominantly Open, Neap",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Raw_et_al_2019,Nahoon,"Eastern Cape, Warm Temperate, Predominantly Open, Neap",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Raw_et_al_2019,Nxaxo,"Eastern Cape, Warm Temperate, Large Temporarily Closed",NA,NA,NA,NA,NA,NA,NA,forested,field observation,NA,NA,field observation,NA
Raw_et_al_2019,Nxaxo,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Knysna,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Knysna,"Western Cape, Warm Temperate, Estuarine Bay, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Knysna,"Western Cape, Warm Temperate, Estuarine Bay, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Knysna,"Western Cape, Warm Temperate, Estuarine Bay, Submerged",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Kromme,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Kromme,"Eastern Cape, Warm Temperate, Predominantly Open, Submerged",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Kromme,"Western Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Swartkops,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Swartkops,"Eastern Cape, Warm Temperate, Predominantly Open, Submerged",NA,NA,NA,NA,NA,NA,NA,seagrass,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Swartkops,"Eastern Cape, Warm Temperate, Predominantly Open",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Kabeljous,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Supratidal Fringe",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Kabeljous,"Eastern Cape, Warm Temperate, Large Temporarily Closed, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Berg,"Western Cape, Cool Temperate, Predominantly Open, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,low,field observation,NA
Veldkornet_2016_PhD,Berg,"Western Cape, Cool Temperate, Predominantly Open, Supra, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Berg,"Western Cape, Cool Temperate, Predominantly Open, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Berg,"Western Cape, Cool Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Keurbooms,"Western Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Keurbooms,"Western Cape, Warm Temperate, Predominantly Open, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Keurbooms,"Western Cape, Warm Temperate, Predominantly Open, Submerged",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Kromme,"Warm Temperate, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Kromme,"Warm Temperate, Supratidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Goukou,"Eastern Cape, Warm Temperate, Predominantly Open, Intertidal",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
Veldkornet_2016_PhD,Goukou,"Eastern Cape, Warm Temperate, Predominantly Open, Supratidal/Fringe",NA,NA,NA,NA,NA,NA,NA,emergent,field observation,NA,NA,field observation,NA
