study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT3_1",NA,NA,NA,NA,-2.95532138650811,133.857245256739,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT3_2",NA,NA,NA,NA,-2.95532138650811,133.857245256739,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT3_3",NA,NA,NA,NA,-2.95532138650811,133.857245256739,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT3_4",NA,NA,NA,NA,-2.95532138650811,133.857245256739,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT4_1",NA,NA,NA,NA,-2.91256291117538,133.809506466523,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT4_2",NA,NA,NA,NA,-2.91256291117538,133.809506466523,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT4_3",NA,NA,NA,NA,-2.91256291117538,133.809506466523,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_1",NA,NA,NA,NA,-2.95073360543395,133.817181067779,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_2",NA,NA,NA,NA,-2.95073360543395,133.817181067779,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_3",NA,NA,NA,NA,-2.95073360543395,133.817181067779,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_4",NA,NA,NA,NA,-2.95073360543395,133.817181067779,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_5",NA,NA,NA,NA,-2.95073360543395,133.817181067779,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT5_6",NA,NA,NA,NA,-2.95073360543395,133.817181067779,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_1",NA,NA,NA,NA,-3.11847242050709,133.800797788702,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_3",NA,NA,NA,NA,-3.11847242050709,133.800797788702,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_5",NA,NA,NA,NA,-3.11847242050709,133.800797788702,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_6",NA,NA,NA,NA,-3.11847242050709,133.800797788702,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT6_7",NA,NA,NA,NA,-3.11847242050709,133.800797788702,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT7_1",NA,NA,NA,NA,-3.21586089822439,133.689555800649,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT7_2",NA,NA,NA,NA,-3.21586089822439,133.689555800649,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT7_3",NA,NA,NA,NA,-3.21586089822439,133.689555800649,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT7_4",NA,NA,NA,NA,-3.21586089822439,133.689555800649,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,50
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT7_5",NA,NA,NA,NA,-3.21586089822439,133.689555800649,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT7_6",NA,NA,NA,NA,-3.21586089822439,133.689555800649,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT7_7",NA,NA,NA,NA,-3.21586089822439,133.689555800649,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT8_1",NA,NA,NA,NA,-3.21523205784403,133.66169233911901,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT9_1",NA,NA,NA,NA,-3.11647215835279,133.658150064401,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT9_2",NA,NA,NA,NA,-3.11647215835279,133.658150064401,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT9_4",NA,NA,NA,NA,-3.11647215835279,133.658150064401,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT11_1",NA,NA,NA,NA,-3.17790720986003,133.714697186713,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT11_2",NA,NA,NA,NA,-3.17790720986003,133.714697186713,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Arguni Bay-West Papua-2015-Indonesia,"Arguni, Kaimana","Arguni, Kaimana_PT11_3",NA,NA,NA,NA,-3.17790720986003,133.714697186713,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-01_VF-01-01,NA,NA,NA,NA,-2.59949899278581,133.59336996451,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-01_VF-01-03,NA,NA,NA,NA,-2.59949899278581,133.59336996451,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-01_VF-01-05,NA,NA,NA,NA,-2.59949899278581,133.59336996451,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-02_VF-02-01,NA,NA,NA,NA,-2.60596001520752,133.605076968669,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-02_VF-02-03,NA,NA,NA,NA,-2.60596001520752,133.605076968669,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-02_VF-02-05,NA,NA,NA,NA,-2.60596001520752,133.605076968669,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-03_VF-03-01,NA,NA,NA,NA,-2.60353898629546,133.606439027935,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-03_VF-03-03,NA,NA,NA,NA,-2.60353898629546,133.606439027935,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_VF-03_VF-03-05,NA,NA,NA,NA,-2.60353898629546,133.606439027935,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_15-02_15-02-01,NA,NA,NA,NA,-2.57165,133.47536666666699,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_15-02_15-02-03,NA,NA,NA,NA,-2.57165,133.47536666666699,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_15-02_15-02-05,NA,NA,NA,NA,-2.57165,133.47536666666699,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_15-03_15-03-01,NA,NA,NA,NA,-2.57556666666667,133.47545,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_15-03_15-03-03,NA,NA,NA,NA,-2.57556666666667,133.47545,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_15-03_15-03-05,NA,NA,NA,NA,-2.57556666666667,133.47545,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-01_10-01-01,NA,NA,NA,NA,-2.5831,133.360116666667,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-01_10-01-03,NA,NA,NA,NA,-2.5831,133.360116666667,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,225
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-01_10-01-05,NA,NA,NA,NA,-2.5831,133.360116666667,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,250
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-03_10-03-01,NA,NA,NA,NA,-2.58891666666667,133.357983333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-03_10-03-03,NA,NA,NA,NA,-2.58891666666667,133.357983333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-03_10-03-05,NA,NA,NA,NA,-2.58891666666667,133.357983333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-02_10-02-02,NA,NA,NA,NA,-2.58591666666667,133.3593,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-02_10-02-04,NA,NA,NA,NA,-2.58591666666667,133.3593,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_10-02_10-02-06,NA,NA,NA,NA,-2.58591666666667,133.3593,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_00-01_00-01-01,NA,NA,NA,NA,-2.4714,133.5434,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_00-01_00-01-03,NA,NA,NA,NA,-2.4714,133.5434,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_00-01_00-01-05,NA,NA,NA,NA,-2.4714,133.5434,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_00-02_00-02-01,NA,NA,NA,NA,-2.47088333333333,133.542633333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_00-02_00-02-03,NA,NA,NA,NA,-2.47088333333333,133.542633333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_00-02_00-02-05,NA,NA,NA,NA,-2.47088333333333,133.542633333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-02_05-02-01,NA,NA,NA,NA,-2.50416666666667,133.853783333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-02_05-02-03,NA,NA,NA,NA,-2.50416666666667,133.853783333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-02_05-02-05,NA,NA,NA,NA,-2.50416666666667,133.853783333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-01_05-01-01,NA,NA,NA,NA,-2.48778333333333,133.857266666667,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-01_05-01-03,NA,NA,NA,NA,-2.48778333333333,133.857266666667,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-01_05-01-05,NA,NA,NA,NA,-2.48778333333333,133.857266666667,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-03_05-03-01,NA,NA,NA,NA,-2.48815,133.848133333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-03_05-03-03,NA,NA,NA,NA,-2.48815,133.848133333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_05-03_05-03-05,NA,NA,NA,NA,-2.48815,133.848133333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_00-03_00-03-01,NA,NA,NA,NA,-2.47258333333333,133.543083333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
SWAMP Data-Soil carbon-Bintuni Bay-West Papua-2018-Indonesia,Bintuni,Bintuni_00-03_00-03-03,NA,NA,NA,NA,-2.47258333333333,133.543083333333,NA,other low resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,Indonesia,NA,mangrove,C2,NA,NA,300
