study_id,bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,issn,eprint,article-number
Lillebo_et_al_2006,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lo_Iacono_et_al_2008,Lo_Iacono_et_al_2008_article,synthesis source,Article,Very high-resolution seismo-acoustic imaging of seagrass meadows (Mediterranean Sea): Implications for carbon sink estimates,Claudio Lo Iacono and Miguel Angel Mateo and EulÃ lia {GrÃ cia} and Lluis Guasch and Ramon Carbonell and Laura Serrano and Oscar Serrano and Juanjo DaÃ±obeitia,NA,10.1029/2008gl034773,https://doi.org/10.1029/2008gl034773,2008,sep,American Geophysical Union ({AGU}),35,18,NA,Geophysical Research Letters,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maher_and_Eyre_2010,Maher_and_Eyre_2010_article,synthesis source,Article,Benthic fluxes of dissolved organic carbon in three temperate Australian estuaries: Implications for global estimates of benthic {DOC} fluxes,D. T. Maher and B. D. Eyre,NA,10.1029/2010jg001433,https://doi.org/10.1029/2010jg001433,2010,dec,American Geophysical Union ({AGU}),115,NA,NA,Journal of Geophysical Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maher_and_Eyre_2010,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marba_unpublished,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mateo_and_Romero_1997,Mateo_and_Romero_1997_article,synthesis source,Article,Detritus dynamics in the seagrass Posidonia oceanica:elements for an ecosystem carbon and nutrient budget,MA Mateo and J Romero,NA,10.3354/meps151043,https://doi.org/10.3354/meps151043,1997,NA,Inter-Research Science Center,151,NA,43--53,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mateo_and_Serrano_unpublished,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mateo_et_al_1997,Mateo_et_al_1997_article,synthesis source,Article,Dynamics of Millenary Organic Deposits Resulting from the Growth of the Mediterranean {SeagrassPosidonia} oceanica,M.A. Mateo and J. Romero and M. PÃ©rez and M.M. Littler and D.S. Littler,NA,10.1006/ecss.1996.0116,https://doi.org/10.1006/ecss.1996.0116,1997,jan,Elsevier {BV},44,1,103--110,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Mateo_et_al_1997,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mateo_unpublished,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
McGlathery_et_al_2012,McGlathery_et_al_2012_article,synthesis source,Article,Recovery trajectories during state change from bare sediment to eelgrass dominance,KJ McGlathery and LK Reynolds and LW Cole and RJ Orth and SR Marion and A Schwarzschild,NA,10.3354/meps09574,https://doi.org/10.3354/meps09574,2012,feb,Inter-Research Science Center,448,NA,209--221,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
McGlathery_et_al_2012,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mellors_et_al_2002,Mellors_et_al_2002_article,synthesis source,Article,Testing the sediment-trapping paradigm of seagrass: Do seagrasses influence nutrient status and sediment structure in tropical intertidal environments?,"Mellors, J., Marsh, H., Carruthers, T. J. B., and Waycott, M.",NA,NA,https://www.ingentaconnect.com/content/umrsmas/bullmar/2002/00000071/00000003/art00008,2002,NA,NA,71,NA,NA,Bulletin of Marine Science,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mellors_et_al_2002,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miyajima_et_al_1998,Miyajima_et_al_1998_article,synthesis source,Article,"Accumulation and transport of seagrass-derived organic matter in reef flat sediment of Green Island, Great Barrier Reef",T Miyajima and I Koike and H Yamano and H Iizumi,NA,10.3354/meps175251,https://doi.org/10.3354/meps175251,1998,NA,Inter-Research Science Center,175,NA,251--259,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miyajima_et_al_1998,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakes_and_Connolly_2004,Oakes_and_Connolly_2004_article,synthesis source,Article,"Causes of sulfur isotope variability in the seagrass, Zostera capricorni",Joanne M Oakes and Rod M Connolly,NA,10.1016/j.jembe.2003.10.011,https://doi.org/10.1016/j.jembe.2003.10.011,2004,may,Elsevier {BV},302,2,153--164,Journal of Experimental Marine Biology and Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oakes_and_Connolly_2004,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ooi_et_al_2011,Ooi_et_al_2011_article,synthesis source,Article,Knowledge gaps in tropical Southeast Asian seagrass systems,Jillian Lean Sim Ooi and Gary A. Kendrick and Kimberly P. Van Niel and Yang Amri Affendi,NA,10.1016/j.ecss.2010.12.021,https://doi.org/10.1016/j.ecss.2010.12.021,2011,mar,Elsevier {BV},92,1,118--131,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Ooi_et_al_2011,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orem_et_al_1999,Orem_et_al_1999_article,synthesis source,Article,Geochemistry of Florida Bay sediments: nutrient history at five sites in eastern and central Florida Bay,"Orem, W. H., Holmes, C. W., Kendall, C., Lerch, H. E., Bates, A. L., Silva, S. R., Boylan, A., Corum, M., Marot, M., and Hedgeman, C.",NA,NA,https://www.jstor.org/stable/4299024,1999,NA,NA,15,NA,NA,Journal of Coastal Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orem_et_al_1999,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula_et_al_2001,Paula_et_al_2001_article,synthesis source,Article,"Patterns of Abundance of Seagrasses and Associated Infaunal Communities at Inhaca Island, Mozambique",J. Paula and P. Fidalgo Ecosta and A. Martins and D. Gove,NA,10.1006/ecss.2001.0809,https://doi.org/10.1006/ecss.2001.0809,2001,sep,Elsevier {BV},53,3,307--318,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Paula_et_al_2001,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pedersen_et_al_1997,Pedersen_et_al_1997_article,synthesis source,Article,Rate of changes in organic matter and nutrient stocks during seagrass Cymodocea nodosa colonization and stand development,MF Pedersen and CM Duarte and J CebriÃ¡n,NA,10.3354/meps159029,https://doi.org/10.3354/meps159029,1997,NA,Inter-Research Science Center,159,NA,29--36,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Povidisa_and_Delefosse_unpublished,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pulich_1985,Pulich_1985_article,synthesis source,Article,Subtropical seagrasses and trace metals cycling,"Pulich, W. M., Jr.",NA,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Pulich%2C+W.+M.%2C+Jr.+%281987%29.+Subtropical+seagrasses+and+trace+metals+cycling.+In+%27Proceedings+of+a+symposium+on+subtropical-tropical+seagrasses+of+the+southeastern+United+States.++Florida+Marine+Research+Publication+No.+42%27.+%28Eds+M.+J.+Durako%2C+R.+C.+Phillips+and+R.+R.+Lewis%2C+III.%29+pp.+39-52.+%28Florida+Department+of+Natural+Resources%2C+Bureau+of+Marine+Research%3A+St.+Petersburgh.%29&btnG=,1987,NA,NA,42,NA,NA,Florida Marine Research Publication,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pulich_1985,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qu_et_al_2006,Qu_et_al_2006_article,synthesis source,Article,"Organic matter and benthic metabolism in Lake Illawarra, Australia",Wenchuan Qu and R.J. Morrison and R.J. West and Chenwei Su,NA,10.1016/j.csr.2006.05.007,https://doi.org/10.1016/j.csr.2006.05.007,2006,oct,Elsevier {BV},26,15,1756--1774,Continental Shelf Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qu_et_al_2006,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rigollet_et_al_2004,Rigollet_et_al_2004_article,synthesis source,Article,Seasonal evolution of heavy metal concentrations in the surface sediments of two Mediterranean Zostera marina L. beds at Thau lagoon (France) and Venice lagoon (Italy),V RIGOLLET,NA,10.1016/j.biortech.2003.12.018,https://doi.org/10.1016/j.biortech.2003.12.018,2004,nov,Elsevier {BV},95,2,159--167,Bioresource Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rigollet_et_al_2004,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosenfeld_1979,Rosenfeld_1979_article,synthesis source,Article,Interstitial Water and Sediment Chemistry of Two Cores from Florida Bay,Jeffrey K. Rosenfeld (2),NA,10.1306/212f7897-2b24-11d7-8648000102c1865d,https://doi.org/10.1306/212f7897-2b24-11d7-8648000102c1865d,1979,NA,Society for Sedimentary Geology,NA,NA,NA,{SEPM} Journal of Sedimentary Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosenfeld_1979,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serrano_unpublished,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sfriso_and_Marcomini_1999,Sfriso_and_Marcomini_1999_article,synthesis source,Article,"Macrophyte production in a shallow coastal lagoon. Part {II}: Coupling with sediment, {SPM} and tissue carbon, nitrogen and phosphorus concentrations",Adriano Sfriso and Antonio Marcomini,NA,10.1016/s0141-1136(98)00122-6,https://doi.org/10.1016/s0141-1136(98)00122-6,1999,apr,Elsevier {BV},47,3,285--309,Marine Environmental Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sfriso_and_Marcomini_1999,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spivak_et_al_2009,Spivak_et_al_2009_article,synthesis source,Article,Epifaunal community composition and nutrient addition alter sediment organic matter composition in a natural eelgrass Zostera marina bed: a field experiment,AC Spivak and EA Canuel and JE Duffy and JG Douglass and JP Richardson,NA,10.3354/meps07813,https://doi.org/10.3354/meps07813,2009,feb,Inter-Research Science Center,376,NA,55--67,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spivak_et_al_2009,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spruzen_et_al_2008,Spruzen_et_al_2008_article,synthesis source,Article,"Spatial variation of intertidal macroinvertebrates and environmental variables in Robbins Passage wetlands, {NW} Tasmania",Fiona L. Spruzen and Alastair M. M. Richardson and Eric J. Woehler,NA,10.1007/s10750-007-9166-2,https://doi.org/10.1007/s10750-007-9166-2,2007,oct,Springer Nature,598,1,325--342,Hydrobiologia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spruzen_et_al_2008,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stoner_et_al_1998,Stoner_et_al_1998_article,synthesis source,Article,"Settlement and recruitment of queen conch, Strombus gigas, in seagrass meadows: Associations with habitat and micropredators","Stoner, A. W., Ray-Culp, M., and O'Connell, S. M.",NA,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Stoner%2C+A.+W.%2C+Ray-Culp%2C+M.%2C+and+O%27Connell%2C+S.+M.+%281998%29.+Settlement+and+recruitment+of+queen+conch%2C+Strombus+gigas%2C+in+seagrass+meadows%3A+Associations+with+habitat+and+micropredators.+Fishery+Bulletin+96%2C+885-899.&btnG=,1998,NA,NA,96,NA,NA,Fishery Bulletin,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thimdee_et_al_2003,Thimdee_et_al_2003_article,synthesis source,Article,Sources and fate of organic matter in Khung Krabaen Bay (Thailand) as traced by $\delta$ 13 C and C/N atomic ratiosand C/N atomic ratios,"Thimdee, W., Deein, G., Sangrungruang, C., Nishioka, J., and Matsunaga, K.",NA,NA,NA,2003,NA,NA,23,NA,NA,Wetlands,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thimdee_et_al_2003,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Townsend_and_Fonseca_1998,Townsend_and_Fonseca_1998_article,synthesis source,Article,Bioturbation as a potential mechanism influencing spatial heterogeneity of North Carolina seagrass beds,EC Townsend and MS Fonseca,NA,10.3354/meps169123,https://doi.org/10.3354/meps169123,1998,NA,Inter-Research Science Center,169,NA,123--132,Marine Ecology Progress Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
Townsend_and_Fonseca_1998,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van_Engeland_2010,Van_Engeland_2010_phdthesis,synthesis source,Phdthesis,Dissolved organic nitrogen dynamics in coastal ecosystems,"Van Engeland, T",Utrecht University,NA,https://dspace.library.uu.nl/handle/1874/41801,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van_Engeland_2010,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vichkovitten_et_al_2005,Vichkovitten_et_al_2005_article,synthesis source,Article,Dissolved and particulate organic matter in contrasting Zostera marina (eelgrass) sediments,Tritep Vichkovitten and Marianne Holmer,NA,10.1016/j.jembe.2004.11.002,https://doi.org/10.1016/j.jembe.2004.11.002,2005,mar,Elsevier {BV},316,2,183--201,Journal of Experimental Marine Biology and Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vichkovitten_et_al_2005,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Volkman_et_al_2008,Volkman_et_al_2008_article,synthesis source,Article,Organic matter sources in an enclosed coastal inlet assessed using lipid biomarkers and stable isotopes,John K. Volkman and Andrew T. Revill and Daniel G. Holdsworth and David Fredericks,NA,10.1016/j.orggeochem.2008.02.014,https://doi.org/10.1016/j.orggeochem.2008.02.014,2008,jun,Elsevier {BV},39,6,689--710,Organic Geochemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamamuro_et_al_1993,Yamamuro_et_al_1993_article,synthesis source,Article,Partitioning of the nitrogen stock in the vicinity of a Fijian seagrass bed dominated by Syringodium isoetifolium (Ascherson) Dandy,M Yamamuro and I Koike and H Iizumi,NA,10.1071/mf9930101,https://doi.org/10.1071/mf9930101,1993,NA,{CSIRO} Publishing,44,1,101,Marine and Freshwater Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamamuro_et_al_1993,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yarbro_and_Carlson_2008,Yarbro_and_Carlson_2008_article,synthesis source,Article,"Community Oxygen and Nutrient Fluxes in Seagrass Beds of Florida Bay, {USA}",Laura A. Yarbro and Paul R. Carlson,NA,10.1007/s12237-008-9071-6,https://doi.org/10.1007/s12237-008-9071-6,2008,aug,Springer Nature,31,5,877--897,Estuaries and Coasts,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yarbro_and_Carlson_2008,Fourqurean_et_al_2012_article,synthesis source,Article,Seagrass ecosystems as a globally significant carbon stock,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,NA,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,Nature Geoscience,NA,NA,NA,NA,NA,NA,NA,NA,NA
