study_id,core_id,country,core_latitude,core_longitude,latitude_precision,longitude_precision,core_elevation,salinity_code,vegetation_code,inundation_class,core_length_flag,depth_min,depth_max,Holocene_RSLR,carbon_stock (Mg ha-1),corrected_carbon_stock_using_estimated_conversion_factor (Mg ha-1),carbon_stock_final  (Mg ha-1)?,Included_in_previous_compilations?
Nam et al. 2016,KVPF fringe,Vietnam,8.65,105.11,2,2,NA,polyhaline,NA,fringe,3,0,3,III~V,332.97,,332.97,No
Nam et al. 2016,KVPF interior,Vietnam,8.65,105.11,2,2,NA,polyhaline,NA,interior,3,0,3,III~V,293.22,,293.22,No
N?brega et al. 2016,Jaguaribe,Brazil,-4.44,-37.78,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,210.6,,210.6,No
N?brega et al. 2016,Coco,Brazil,-3.78,-38.44,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,208.2,,208.2,No
N?brega et al. 2016,Timonha river,Brazil,-2.95,-41.25,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,373.7,,373.7,No
Osland et al. 2012,Osl12,USA,27.75,-82.45,2,2,NA,NA,forested to shrub,NA,0.4,0,0.4,I~II,256,,256,No
Perera & Amarasinghe 2016,Per16,Sri Lanka,8.3,79.84,1,2,NA,NA,NA,NA,0.45,0,0.45,III~V,836.1,,836.1,No
Ranjan et al. 2010,core C,India,11.38,79.75,2,2,NA,saline,NA,NA,0.42,0,0.42,III~V,129,,155.7,No
Ranjan et al. 2010,core B,India,11.38,79.75,2,2,NA,brine,NA,NA,0.48,0,0.48,III~V,141,,141,No
Ranjan et al. 2010,core D,India,11.38,79.75,2,2,NA,brine,NA,NA,0.8,0,0.8,III~V,103,,168.7,No
Sahu et al. 2016,Sahu16,India,20.39,86.76,2,2,NA,NA,NA,NA,0.3,0,0.3,III~V,181,,181,No
Steyer 1988,Steyer88_1,USA,26.03,-81.75,2,2,NA,NA,NA,NA,NA,NA,NA,I~II,403.3,,403.3,No
Steyer 1988,Steyer88_2,USA,26.03,-81.75,2,2,NA,NA,NA,NA,NA,NA,NA,I~II,429.9,,429.9,No
Twilley et al. 1986,basin,USA,26.03,-81.75,2,2,NA,mesohaline to brine,forested,basin,NA,NA,NA,I~II,502.3,,502.3,No
Twilley et al. 1986,fringe,USA,26.03,-81.75,2,2,NA,mesohaline to brine,forested,fringe,NA,NA,NA,I~II,552.7,,552.7,No
"Ukpong 1995, 2000",Community 1,Nigeria,4.94,8.27,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,429.2,,429.2,No
"Ukpong 1995, 2000",Community 2,Nigeria,4.94,8.27,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,729.8,,729.8,No
"Ukpong 1995, 2000",Community 3,Nigeria,4.94,8.27,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,482.4,,482.4,No
"Ukpong 1995, 2000",Community 4,Nigeria,4.94,8.27,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,489.7,,489.7,No
"Ukpong 1995, 2000",Community 5,Nigeria,4.94,8.27,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,342,,342,No
"Ukpong 1995, 2000",Community 6,Nigeria,4.94,8.27,2,2,NA,NA,NA,NA,0.4,0,0.4,III~V,828,,828,No
Vasconcelos et al. 2015,Vas15,Guinea-Bissau,12.29,-16.25,2,2,NA,NA,NA,NA,NA,NA,NA,III~V,272.5,,272.5,No
Wang et al. 2013,SA,China,21.57,109.75,2,2,1.7,mesohaline,scrub shrub,interior,1,0,1,III~V,183.98,,131.6,No
Wang et al. 2013,AC+KO,China,21.56,109.75,2,2,3.3,mesohaline,scrub shrub,interior,1,0,1,III~V,261.5,,237.9,No
Wang et al. 2013,BG,China,21.57,109.76,2,2,4.5,mesohaline,scrub shrub,interior,1,0,1,III~V,279.04,,229,No
Wang et al. 2013,RS,China,21.55,109.77,2,2,4.2,mesohaline,scrub shrub,interior,1,0,1,III~V,275.79,,266.8,No
Wang et al. 2013,AM,China,21.54,109.78,2,2,1.6,mesohaline,scrub shrub,dwarf,1,0,1,III~V,188.07,,236,No
Yando et al. 2016,Cedar Key,USA,29.14,-83.03,2,2,0.49,mixoeuhaline,forested to shrub,NA,0.3,0,0.3,I~II,137,,137,No
Yando et al. 2016,Port Fourchon,USA,29.11,-90.2,2,1,0.11,saline,scrub shrub,NA,0.3,0,0.3,I~II,243,,243,No
Yando et al. 2016,Port Aransas,USA,27.86,-97.07,2,2,0.25,saline,scrub shrub,NA,0.3,0,0.3,I~II,290,,290,No
Liu et al. 2014 ,Jiulong River Estuary1,China,24.46166667,118.1783333,8,7,NA,NA,NA,NA,0.6,0,0.6,III~V,334.8,,320.13,No
Liu et al. 2014 ,Dongzhai Hainan Island,China,19.995,110.5433333,3,6,NA,NA,NA,NA,0.2,0,0.2,III~V,209.88,,209.88,No
Liu et al. 2014 ,Techeng Island ,China,21.15666667,110.4241667,8,7,NA,NA,NA,NA,0.3,0,0.3,III~V,145.2,,145.2,No
Zheng et al. 1995 ,Yingluo bay,China,21.49333333,109.7583333,8,7,NA,mixoeuhaline,forested,interior,1.2,0,1.2,III~V,631.21,,620.5,No
Liu et al. 2014 ,Jiulong River Estuary2,China,24.46166667,118.045,8,3,NA,NA,NA,NA,0.2,0,0.2,III~V,346.68,,346.68,No
Liu et al. 2014 ,Futian Shenzhen,China,22.52416667,113.9925,8,4,NA,NA,NA,NA,0.5,0,0.5,III~V,602.88,,602.88,No
Liu et al. 2014 ,Gaoqiao ,China,31.38416667,121.5216667,8,7,NA,NA,NA,NA,1,0,1,III~V,260.14,,260.14,No
Meng et al. 2019,Dongzhai Harbor1,China,19.995,110.5433333,3,6,NA,NA,NA,NA,1,0,1,III~V,311.17,,311.17,No
Meng et al. 2019,Dongzhai Harbor2,China,19.995,110.5433333,3,6,NA,NA,NA,NA,1,0,1,III~V,246.37,,246.37,No
Meng et al. 2019,Qinglan Harbor,China,19.56,110.8366667,2,7,NA,NA,NA,NA,1,0,1,III~V,492.76,,492.76,No
Lunstrum & Chen (2014),Shenzhen Bay2,China,22.51833333,114.025,8,3,1.5,NA,forested,fringe,1,0,1,III~V,119.6,,119.6,No
Lunstrum & Chen (2014),Shenzhen Bay3,China,22.52,114.0017105,2,7,1.5,NA,scrub shrub,fringe,1,0,1,III~V,102.3,,102.3,No
Lunstrum & Chen (2014),Shenzhen Bay4,China,22.52166667,114.0183333,8,7,1.4,NA,forested,fringe,1,0,1,III~V,123.6,,123.6,No
Lunstrum & Chen (2014),Shenzhen Bay5,China,22.52333333,114.015,8,3,1.7,NA,forested,interior,1,0,1,III~V,170.4,,170.4,No
He et al. 2017 ,qinzhou Bay4,China,21.815,108.6406667,3,7,NA,NA,scrub shrub,NA,0.3,0,0.3,III~V,132.57,,132.57,No
He et al. 2017 ,qinzhou Bay5,China,21.88283333,108.4825,8,4,NA,NA,scrub shrub,NA,0.3,0,0.3,III~V,150.83,,150.83,No
He et al. 2017 ,qinzhou Bay6,China,21.77166667,108.49,8,2,NA,NA,scrub shrub,NA,0.3,0,0.3,III~V,172.43,,172.43,No
Xin et al. 2014 ,Haikou1,China,20.07833333,110.6,8,1,NA,NA,NA,NA,1,0,1,III~V,267.7,,267.7,No
Xin et al. 2014 ,Haikou2,China,20.00666667,110.6678333,8,7,NA,NA,NA,NA,1,0,1,III~V,291.7,,291.7,No
Xin et al. 2014 ,Haikou3,China,19.92916667,110.6296667,8,7,NA,NA,NA,NA,1,0,1,III~V,220,,220,No
Xin et al. 2014 ,Haikou4,China,19.9305,110.5566667,4,7,NA,NA,NA,NA,1,0,1,III~V,205.9,,205.9,No
Xin et al. 2014 ,Haikou5,China,20.05083333,110.4041667,8,7,NA,NA,NA,NA,1,0,1,III~V,249.3,,249.3,No
Xin et al. 2014 ,Haikou6,China,19.98833333,110.4566667,8,6,NA,NA,NA,NA,1,0,1,III~V,261.5,,261.5,No
Xin et al. 2014 ,Wenchang1,China,19.50416667,110.7808333,8,7,NA,NA,NA,NA,1,0,1,III~V,1490.5,,1490.5,No
Xin et al. 2014 ,Wenchang2,China,19.53,110.865,2,3,NA,NA,NA,NA,1,0,1,III~V,506.4,,506.4,No
Xin et al. 2014 ,Wenchang3,China,19.449,110.7371667,3,7,NA,NA,NA,NA,1,0,1,III~V,851.2,,851.2,No
Xin et al. 2014 ,Sanya1,China,18.24233333,109.715,8,3,NA,NA,NA,NA,1,0,1,III~V,219.5,,219.5,No
Xin et al. 2014 ,Sanya2,China,18.20733333,109.6025,8,4,NA,NA,NA,NA,1,0,1,III~V,208.6,,208.6,No
Xin et al. 2014 ,Sanya3,China,18.25233333,109.5416667,8,7,NA,NA,NA,NA,1,0,1,III~V,191.2,,191.2,No
Xin et al. 2014 ,Dongfang,China,19.34416667,108.7133333,8,7,NA,NA,NA,NA,1,0,1,III~V,765.8,,765.8,No
Xin et al. 2014 ,Danzhou,China,19.84916667,109.2933333,8,6,NA,NA,NA,NA,1,0,1,III~V,302,,302,No
Mao et al. 2011 ,Shenzhen Bay6,China,22.47666667,114.0156667,8,7,NA,NA,NA,fringe,1,0,1,III~V,215.6,,215.6,No
Liao et al. 2013 ,mindong Fujian1,China,27.25833333,120.3583333,8,7,NA,NA,NA,NA,0.6,0,0.6,III~V,94.3,,94.3,No
Liao et al. 2013 ,mindong Fujian2,China,27.46583333,120.63,8,2,NA,NA,NA,NA,0.6,0,0.6,III~V,57,,57,No
Liao et al. 2013 ,mindong Fujian3,China,27.72166667,120.7575,8,4,NA,NA,NA,NA,0.6,0,0.6,III~V,35.33,,35.33,No
Murdiyarso et al. 2015,Sembilang 1,Indonesia,-2.0745,104.4666667,4,7,NA,NA,forested to shrub,riverine,1.76,0,1.76,III~V,429.9,,429.9,No
Murdiyarso et al. 2015,Sembilang 2,Indonesia,-2.0745,104.4666667,4,7,NA,NA,forested to shrub,riverine,2.13,0,2.13,III~V,560.5,,560.5,No
Murdiyarso et al. 2015,Sembilang 3,Indonesia,-2.0745,104.4666667,4,7,NA,NA,forested to shrub,riverine,1.86,0,1.86,III~V,516.3,,516.3,No
Murdiyarso et al. 2015,Sembilang 4,Indonesia,-2.0745,104.4666667,4,7,NA,NA,forested to shrub,riverine,1.87,0,1.87,III~V,559.5,,559.5,No
Murdiyarso et al. 2015,Sembilang 5,Indonesia,-2.0745,104.4666667,4,7,NA,NA,forested to shrub,riverine,1.57,0,1.57,III~V,581,,581,No
Murdiyarso et al. 2015,Sembilang 6,Indonesia,-2.0745,104.4666667,4,7,NA,NA,forested to shrub,riverine,1.82,0,1.82,III~V,486.8,,486.8,No
Murdiyarso et al. 2015,Cilacap 1,Indonesia,-7.723333333,108.958,9,3,NA,NA,scrub shrub,fringe,1.42,0,1.42,III~V,314.5,,314.5,No
Murdiyarso et al. 2015,Cilacap 2,Indonesia,-7.723333333,108.958,9,3,NA,NA,scrub shrub,fringe,2.81,0,2.81,III~V,239.9,,239.9,No
Murdiyarso et al. 2015,Kubu Raya 1,Indonesia,-0.675,109.3616667,3,7,NA,NA,forested,riverine,1.37,0,1.37,III~V,505.7,,505.7,No
Murdiyarso et al. 2015,Kubu Raya 2,Indonesia,-0.675,109.3616667,3,7,NA,NA,forested,riverine,1.38,0,1.38,III~V,450.8,,450.8,No
Murdiyarso et al. 2015,Kubu Raya 3,Indonesia,-0.675,109.3616667,3,7,NA,NA,forested,riverine,1.52,0,1.52,III~V,442.4,,442.4,No
Murdiyarso et al. 2015,Kubu Raya 4,Indonesia,-0.675,109.3616667,3,7,NA,NA,forested,riverine,1.38,0,1.38,III~V,472.7,,472.7,No
Murdiyarso et al. 2015,Kubu Raya 5,Indonesia,-0.675,109.3616667,3,7,NA,NA,forested,riverine,1.24,0,1.24,III~V,381.4,,381.4,No
Murdiyarso et al. 2015,Kubu Raya 6,Indonesia,-0.675,109.3616667,3,7,NA,NA,forested,riverine,1.39,0,1.39,III~V,471,,471,No
Murdiyarso et al. 2015,Kubu Raya 7,Indonesia,-0.675,109.3616667,3,7,NA,NA,forested,riverine,1.27,0,1.27,III~V,463.9,,463.9,No
Murdiyarso et al. 2015,Tanjung Puting 1,Indonesia,-2.858333333,111.7,9,1,NA,NA,forested,riverine,3,0,3,III~V,279.3,,279.3,No
Murdiyarso et al. 2015,Tanjung Puting 2,Indonesia,-2.858333333,111.7,9,1,NA,NA,forested,riverine,3,0,3,III~V,232.4,,232.4,No
Murdiyarso et al. 2015,Tanjung Puting 3,Indonesia,-2.858333333,111.7,9,1,NA,NA,forested,riverine,3,0,3,III~V,333.8,,333.8,No
Murdiyarso et al. 2015,Tanjung Puting 4,Indonesia,-2.858333333,111.7,9,1,NA,NA,forested,riverine,3,0,3,III~V,319,,319,No
Murdiyarso et al. 2015,Tanjung Puting 5,Indonesia,-2.858333333,111.7,9,1,NA,NA,forested,riverine,3,0,3,III~V,378.6,,378.6,No
Murdiyarso et al. 2015,Bunaken 1,Indonesia,1.288333333,124.51,9,2,NA,NA,scrub shrub,overwash,0.46,0,0.46,III~V,600.6,,600.6,No
Murdiyarso et al. 2015,Bunaken 2,Indonesia,1.288333333,124.51,9,2,NA,NA,scrub shrub,overwash,0.97,0,0.97,III~V,553.4,,553.4,No
Murdiyarso et al. 2015,Bunaken 3,Indonesia,1.288333333,124.51,9,2,NA,NA,scrub shrub,overwash,0.85,0,0.85,III~V,733.7,,733.7,No
Murdiyarso et al. 2015,Bunaken 4,Indonesia,1.288333333,124.51,9,2,NA,NA,scrub shrub,overwash,3,0,3,III~V,722,,722,No
Murdiyarso et al. 2015,Bunaken 5,Indonesia,1.288333333,124.51,9,2,NA,NA,scrub shrub,overwash,0.98,0,0.98,III~V,725.2,,725.2,No
Murdiyarso et al. 2015,Bunaken 6,Indonesia,1.288333333,124.51,9,2,NA,NA,scrub shrub,overwash,0.78,0,0.78,III~V,652.2,,652.2,No
Murdiyarso et al. 2015,Teminabuan 1,Indonesia,-1.623333333,131.81,9,2,NA,NA,forested to shrub,fringe/riverine,1.19,0,1.19,III~V,579.3,,579.3,No
Murdiyarso et al. 2015,Teminabuan 2,Indonesia,-1.623333333,131.81,9,2,NA,NA,forested to shrub,fringe/riverine,1.41,0,1.41,III~V,472.4,,472.4,No
Murdiyarso et al. 2015,Teminabuan 3,Indonesia,-1.623333333,131.81,9,2,NA,NA,forested to shrub,fringe/riverine,1.27,0,1.27,III~V,226.1,,226.1,No
Murdiyarso et al. 2015,Teminabuan 4,Indonesia,-1.623333333,131.81,9,2,NA,NA,forested to shrub,fringe/riverine,2.29,0,2.29,III~V,437.6,,437.6,No
Murdiyarso et al. 2015,Bintuni 1,Indonesia,-2.17,133.5333333,2,7,NA,NA,forested,fringe,2.15,0,2.15,III~V,476.5,,476.5,No
Murdiyarso et al. 2015,Bintuni 2,Indonesia,-2.17,133.5333333,2,7,NA,NA,forested,fringe,2.86,0,2.86,III~V,341.4,,341.4,No
Murdiyarso et al. 2015,Bintuni 3,Indonesia,-2.17,133.5333333,2,7,NA,NA,forested,fringe,2.64,0,2.64,III~V,489.5,,489.5,No
Murdiyarso et al. 2015,Bintuni 4,Indonesia,-2.17,133.5333333,2,7,NA,NA,forested,fringe,2.9,0,2.9,III~V,400.3,,400.3,No
Murdiyarso et al. 2015,Bintuni 5,Indonesia,-2.17,133.5333333,2,7,NA,NA,forested,fringe,2.69,0,2.69,III~V,394.7,,394.7,No
Murdiyarso et al. 2015,Timika 1,Indonesia,-4.861666667,136.7883333,9,7,NA,NA,forested,riverine,1.7,0,1.7,III~V,566.7,,566.7,No
Murdiyarso et al. 2015,Timika 2,Indonesia,-4.861666667,136.7883333,9,7,NA,NA,forested,riverine,1.56,0,1.56,III~V,490.5,,490.5,No
Murdiyarso et al. 2015,Timika 3,Indonesia,-4.861666667,136.7883333,9,7,NA,NA,forested,riverine,2.85,0,2.85,III~V,439.4,,439.4,No
Murdiyarso et al. 2015,Timika 4,Indonesia,-4.861666667,136.7883333,9,7,NA,NA,forested,riverine,2.27,0,2.27,III~V,476.9,,476.9,No
Chen et al. (2018),LW,Indonesia,1.595,124.8466667,3,6,NA,NA,NA,interior,0.5,0,0.5,III~V,163,,163,No
Chen et al. (2018),MZ,Indonesia,1.595,124.8466667,3,6,NA,NA,NA,interior,0.5,0,0.5,III~V,162,,162,No
Chen et al. (2018),SW,Indonesia,1.595,124.8466667,3,6,NA,NA,NA,fringe,0.2,0,0.2,III~V,136,,136,No
Kusumaningtyas et al. (2019),SAL,Indonesia,-8.7,108.9,1,1,NA,NA,NA,fringe/riverine,1,0,1,III~V,317.4,,317.4,No
Kusumaningtyas et al. (2019),Kobgsi Island,Indonesia,-5.9,106.6,1,1,NA,NA,NA,overwash,1,0,1,III~V,108,,108,No
Thant et al. (2012),"Ayeyarwady Delta, Myanmar",Myanmar,16.9,94.97,1,2,NA,NA,forested to shrub,NA,1,0,1,III~V,163,,163,No
Adame et al. (2018),clear-cut,Malaysia,4.838333333,100.6308333,9,7,NA,mesohaline,scrub shrub,riverine,2.5,0,2.5,III~V,385.2,,385.2,No
Adame et al. (2018),5years,Malaysia,4.838333333,100.6308333,9,7,NA,mesohaline,NA,riverine,2.5,0,2.5,III~V,460.8,,460.8,No
Adame et al. (2018),15 years,Malaysia,4.838333333,100.6308333,9,7,NA,mesohaline,NA,riverine,2.5,0,2.5,III~V,483.2,,483.2,No
Adame et al. (2018),30 years,Malaysia,4.838333333,100.6308333,9,7,NA,mesohaline,NA,riverine,2.5,0,2.5,III~V,497.5,,497.5,No
Adame et al. (2018),40 years,Malaysia,4.838333333,100.6308333,9,7,NA,mesohaline,NA,riverine,2.5,0,2.5,III~V,454.3,,454.3,No
Adame et al. (2018),70 years,Malaysia,4.838333333,100.6308333,9,7,NA,mesohaline,forested,riverine,2.5,0,2.5,III~V,545,,545,No
Guan et al. 2018,Qinglan Bay,China,19.583,110.8,3,1,NA,NA,NA,NA,1,0,1,III~V,228.72,,228.72,No
Guan et al. 2018,Chengmai,China,19.9,109.983,1,3,NA,NA,NA,NA,1,0,1,III~V,94.26,,94.26,No
Guan et al. 2018,Dongchang-Caiqiao,China,19.833,109.54,3,2,NA,NA,NA,NA,1,0,1,III~V,200.8,,200.8,No
Guan et al. 2018,Danzhou,China,19.74,109.275,2,3,NA,NA,NA,NA,1,0,1,III~V,198.84,,198.84,No
Guan et al. 2018,Dongfang,China,19.2,108.633,1,3,NA,NA,NA,NA,1,0,1,III~V,198.98,,198.98,No
Guan et al. 2018,Sanya,China,18.24,108.633,2,3,NA,NA,NA,NA,1,0,1,III~V,129.24,,129.24,No
Guan et al. 2018,Dongzhai Bay,China,19.94,110.575,2,3,NA,NA,NA,NA,1,0,1,III~V,152.32,,152.32,No
Bukoski et al 2017,KB1 Core 1,Thailand,8,99,0,0,NA,NA,NA,NA,1~2,0,1~2,III~V,96.93,,96.93,Yes
Bukoski et al 2017,KB1 Core 2,Thailand,8,99,0,0,NA,NA,NA,NA,1~2,0,1~2,III~V,141.908,,141.908,Yes
Bukoski et al 2017,KB2 Core 1,Thailand,8.1,98.9,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,306.332,,306.332,Yes
Bukoski et al 2017,KB2 Core 2,Thailand,8.1,98.9,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,328.492,,328.492,Yes
Bukoski et al 2017,KB3 Core 1,Thailand,8.1,98.9,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,416.726,,416.726,Yes
Bukoski et al 2017,KB3 Core 2,Thailand,8.1,98.9,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,413.84,,413.84,Yes
Bukoski et al 2017,KB4 Core 1,Thailand,8,98.9,0,1,NA,NA,NA,NA,1~2,0,1~2,III~V,214.4170553,,214.4170553,Yes
Bukoski et al 2017,KB4 Core 2,Thailand,8,98.9,0,1,NA,NA,NA,NA,1~2,0,1~2,III~V,187.662,,187.662,Yes
Bukoski et al 2017,KB5 Core 1,Thailand,8,99,0,0,NA,NA,NA,NA,1~2,0,1~2,III~V,400.69,,400.69,Yes
Bukoski et al 2017,KB5 Core 2,Thailand,8,99,0,0,NA,NA,NA,NA,1~2,0,1~2,III~V,383.318,,383.318,Yes
Bukoski et al 2017,KB6 Core 1,Thailand,8.1,98.9,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,226.895,,226.895,Yes
Bukoski et al 2017,KB6 Core 2,Thailand,8.1,98.9,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,189.6444223,,189.6444223,Yes
Bukoski et al 2017,KB7 Core 1,Thailand,8,99,0,0,NA,NA,NA,NA,1~2,0,1~2,III~V,372.11,,372.11,Yes
Bukoski et al 2017,KB7 Core 2,Thailand,8,99,0,0,NA,NA,NA,NA,1~2,0,1~2,III~V,375.23,,375.23,Yes
Bukoski et al 2017,PP1 Core 1,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,175.748973,,175.748973,Yes
Bukoski et al 2017,PP1 Core 2,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,170.5596636,,170.5596636,Yes
Bukoski et al 2017,PP2 Core 1,Thailand,8.5,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,147.1264808,,147.1264808,Yes
Bukoski et al 2017,PP2 Core 2,Thailand,8.5,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,204.2679626,,204.2679626,Yes
Bukoski et al 2017,PP3 Core 1,Thailand,8.5,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,156.1900377,,156.1900377,Yes
Bukoski et al 2017,PP3 Core 2,Thailand,8.5,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,160.1706598,,160.1706598,Yes
Bukoski et al 2017,PP4 Core 1,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,224.4932269,,224.4932269,Yes
Bukoski et al 2017,PP4 Core 2,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,179.8309029,,179.8309029,Yes
Bukoski et al 2017,PP5 Core 1,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,224.9349268,,224.9349268,Yes
Bukoski et al 2017,PP5 Core 2,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,189.5808389,,189.5808389,Yes
Bukoski et al 2017,PP6 Core 1,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,148.0889582,,148.0889582,Yes
Bukoski et al 2017,PP6 Core 2,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,178.1302026,,178.1302026,Yes
Bukoski et al 2017,PP7 Core 1,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,171.2670212,,171.2670212,Yes
Bukoski et al 2017,PP7 Core 2,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,200.4225495,,200.4225495,Yes
Bukoski et al 2017,PP8 Core 1,Thailand,8.5,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,186.0739137,,186.0739137,Yes
Bukoski et al 2017,PP8 Core 2,Thailand,8.5,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,170.5477925,,170.5477925,Yes
Bukoski et al 2017,PP9 Core 1,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,148.4517753,,148.4517753,Yes
Bukoski et al 2017,PP9 Core 2,Thailand,8.4,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,171.8908403,,171.8908403,Yes
Bukoski et al 2017,PP10 Core 1,Thailand,8.5,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,173.4105551,,173.4105551,Yes
Bukoski et al 2017,PP10 Core 2,Thailand,8.5,100.2,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,194.5408435,,194.5408435,Yes
Bukoski et al 2017,QN1 Core 1,Vietnam,21.2,101.4,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,141.2702842,,141.2702842,Yes
Bukoski et al 2017,QN1 Core 2,Vietnam,21.2,101.4,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,153.9889861,,153.9889861,Yes
Bukoski et al 2017,QN2 Core 1,Vietnam,21.2,101.4,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,250.5379,,250.5379,Yes
Bukoski et al 2017,QN2 Core 2,Vietnam,21.2,101.4,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,150.0137201,,150.0137201,Yes
Bukoski et al 2017,QN3 Core 1,Vietnam,21.2,101.4,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,108.3325243,,108.3325243,Yes
Bukoski et al 2017,QN3 Core 2,Vietnam,21.2,101.4,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,118.4554323,,118.4554323,Yes
Bukoski et al 2017,HP1 Core 1,Vietnam,20.6,100.7,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,103.56136,,103.56136,Yes
Bukoski et al 2017,HP1 Core 2,Vietnam,20.6,100.7,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,88.7072,,88.7072,Yes
Bukoski et al 2017,HP2 Core 1,Vietnam,20.7,100.7,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,127.40942,,127.40942,Yes
Bukoski et al 2017,HP2 Core 2,Vietnam,20.7,100.7,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,103.4818026,,103.4818026,Yes
Bukoski et al 2017,HP3 Core 1,Vietnam,20.7,100.7,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,124.13096,,124.13096,Yes
Bukoski et al 2017,HP3 Core 2,Vietnam,20.7,100.7,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,127.0978,,127.0978,Yes
Bukoski et al 2017,ND Core 1,Vietnam,20.2,100.5,1,0,NA,NA,NA,NA,1~2,0,1~2,III~V,129.6633,,129.6633,Yes
Bukoski et al 2017,KL3 Core 1,Vietnam,10.2,100.6,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,58.78939529,,58.78939529,Yes
Bukoski et al 2017,KL3 Core 2,Vietnam,10.2,100.6,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,118.81074,,118.81074,Yes
Bukoski et al 2017,KL5 Core 1,Vietnam,10.2,104.6,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,269.4508717,,269.4508717,Yes
Bukoski et al 2017,KL5 Core 2,Vietnam,10.2,104.6,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,193.522,,193.522,Yes
Bukoski et al 2017,KL8 Core 1,Vietnam,10.2,104.6,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,257.543,,257.543,Yes
Bukoski et al 2017,KL8 Core 2,Vietnam,10.2,104.6,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,184.196,,184.196,Yes
Bukoski et al 2017,AB1 Core 1,Vietnam,9.8,104.9,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,147.49,,147.49,Yes
Bukoski et al 2017,AM1 Core 1,Vietnam,9.7,104.9,1,1,NA,NA,NA,NA,1~2,0,1~2,III~V,147.487,,147.487,Yes
Bukoski et al 2017,VR2 Core 1,Vietnam,10.1,105,1,0,NA,NA,NA,NA,1~2,0,1~2,III~V,208.5376833,,208.5376833,Yes
Bukoski et al 2017,VR3 Core 1,Vietnam,10.1,105,1,0,NA,NA,NA,NA,1~2,0,1~2,III~V,229.0469094,,229.0469094,Yes
Bukoski et al 2017,VR4 Core 1,Vietnam,10.1,105,1,0,NA,NA,NA,NA,1~2,0,1~2,III~V,238.789824,,238.789824,Yes
