study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Nam_et_al_2016,CG.3.13 Plot 5,M1618,2013,3,9,NA,10.502308,106.822654,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,CG.3.13 Plot 6,M1619,2013,3,9,NA,10.502291,106.822872,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,CG.3.14 Plot 1,M1620,2013,3,9,NA,10.52122,106.89813,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,CG.3.14 Plot 2,M1621,2013,3,9,NA,10.521428,106.898161,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,CG.3.14 Plot 3,M1622,2013,3,9,NA,10.521644,106.898196,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,CG.3.14 Plot 4,M1623,2013,3,9,NA,10.521859,106.898217,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,CG.3.14 Plot 5,M1624,2013,3,9,NA,10.522081,106.898239,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,CG.3.14 Plot 6,M1625,2013,3,9,NA,10.522298,106.898256,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.18 Plot 1,M1626,2013,3,9,NA,8.64705,105.11574,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.18 Plot 2,M1627,2013,3,9,NA,8.647165,105.115549,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.18 Plot 3,M1628,2013,3,9,NA,8.647262,105.115347,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.18 Plot 4,M1629,2013,3,9,NA,8.64737,105.115167,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.18 Plot 5,M1630,2013,3,9,NA,8.647484,105.114976,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.18 Plot 6,M1631,2013,3,9,NA,8.647595,105.114797,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.19 Plot 1,M1632,2013,3,9,NA,8.64931,105.11043,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.19 Plot 2,M1633,2013,3,9,NA,8.649527,105.11045,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.19 Plot 3,M1634,2013,3,9,NA,8.649741,105.110462,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.19 Plot 4,M1635,2013,3,9,NA,8.649968,105.110475,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.19 Plot 5,M1636,2013,3,9,NA,8.650187,105.110509,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.19 Plot 6,M1637,2013,3,9,NA,8.650406,105.110528,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.20 Plot 1,M1638,2013,3,9,NA,8.63814,105.07847,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.20 Plot 2,M1639,2013,3,9,NA,8.638097,105.0787,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.20 Plot 3,M1640,2013,3,9,NA,8.638037,105.078924,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.20 Plot 4,M1641,2013,3,9,NA,8.637978,105.079145,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.20 Plot 5,M1642,2013,3,9,NA,8.637904,105.079365,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.1.20 Plot 6,M1643,2013,3,9,NA,8.637833,105.079576,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.18 Plot 1,M1644,2013,3,9,NA,8.64982,105.11601,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.18 Plot 2,M1645,2013,3,9,NA,8.650037,105.115958,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.18 Plot 3,M1646,2013,3,9,NA,8.650242,105.115893,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.18 Plot 4,M1647,2013,3,9,NA,8.65045,105.115826,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.18 Plot 5,M1648,2013,3,9,NA,8.65067,105.115765,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.18 Plot 6,M1649,2013,3,9,NA,8.650876,105.115695,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.19 Plot 1,M1650,2013,3,9,NA,8.6444,105.09716,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.19 Plot 2,M1651,2013,3,9,NA,8.644171,105.097168,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.19 Plot 3,M1652,2013,3,9,NA,8.643938,105.097172,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.19 Plot 4,M1653,2013,3,9,NA,8.6437,105.097181,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.19 Plot 5,M1654,2013,3,9,NA,8.643472,105.097191,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.19 Plot 6,M1655,2013,3,9,NA,8.643238,105.097198,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.20 Plot 1,M1656,2013,3,9,NA,8.64114,105.08813,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.20 Plot 2,M1657,2013,3,9,NA,8.641345,105.088185,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.20 Plot 3,M1658,2013,3,9,NA,8.641559,105.088243,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.20 Plot 4,M1659,2013,3,9,NA,8.641762,105.088294,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.20 Plot 5,M1660,2013,3,9,NA,8.641973,105.088343,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.2.20 Plot 6,M1661,2013,3,9,NA,8.642187,105.088378,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.18 Plot 1,M1662,2013,3,9,NA,8.65302,105.12052,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.18 Plot 2,M1663,2013,3,9,NA,8.653127,105.120322,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.18 Plot 3,M1664,2013,3,9,NA,8.653236,105.120141,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.18 Plot 4,M1665,2013,3,9,NA,8.653369,105.119961,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.18 Plot 5,M1666,2013,3,9,NA,8.653502,105.119798,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.18 Plot 6,M1667,2013,3,9,NA,8.653649,105.119635,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.19 Plot 1,M1668,2013,3,9,NA,8.63989,105.07353,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.19 Plot 2,M1669,2013,3,9,NA,8.640095,105.073532,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.19 Plot 3,M1670,2013,3,9,NA,8.640304,105.073549,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.19 Plot 4,M1671,2013,3,9,NA,8.640519,105.073562,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.19 Plot 5,M1672,2013,3,9,NA,8.64074,105.073562,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.19 Plot 6,M1673,2013,3,9,NA,8.640958,105.073551,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.20 Plot 1,M1674,2013,3,9,NA,8.6447,105.10495,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.20 Plot 2,M1675,2013,3,9,NA,8.644481,105.104865,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.20 Plot 3,M1676,2013,3,9,NA,8.644259,105.104822,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.20 Plot 4,M1677,2013,3,9,NA,8.644029,105.104785,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.20 Plot 5,M1678,2013,3,9,NA,8.64379,105.104773,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Nam_et_al_2016,KV.3.20 Plot 6,M1679,2013,3,9,NA,8.643554,105.104764,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,300
Duncan_et_al_2016,ERMNAT1,M1743,2014,3,9,NA,10.794296,122.684414,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,ERMNAT2,M1744,2014,3,9,NA,10.794248,122.684556,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,ERMNAT3,M1745,2014,3,9,NA,10.794219,122.684816,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,ERMNAT4,M1746,2014,3,9,NA,10.794139,122.685087,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,ERMNAT5,M1747,2014,3,9,NA,10.79401,122.685537,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,ERMNAT6,M1748,2014,3,9,NA,10.79393,122.685771,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,ERMNAT7,M1749,2014,3,9,NA,10.793782,122.686257,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,ERMNAT8,M1750,2014,3,9,NA,10.793571,122.686167,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,BAKNAT1,M1751,2015,3,9,NA,11.71984,122.38720000000001,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,BAKNAT2,M1752,2015,3,9,NA,11.71921,122.386399999999,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,BAKNAT3,M1753,2015,3,9,NA,11.7185799999999,122.3877,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,BAKNAT4,M1754,2015,3,9,NA,11.71782,122.38705,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,BAKNAT5,M1755,2015,3,9,NA,11.71718,122.3877,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,BAKNAT6,M1756,2015,3,9,NA,11.71681,122.38858,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,BAKNAT7,M1757,2015,3,9,NA,11.7163,122.38728,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Duncan_et_al_2016,BAKNAT8,M1758,2015,3,9,NA,11.7163,122.3889,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_4,2013,12,3,succulent/AVGE transition - mixed,26.35443284,-97.36349692,NA,NA,NA,0.251,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_5,2013,12,3,succulent/AVGE transition - 2nd dom,26.35441273,-97.36349159,NA,NA,NA,0.223,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_6,2013,12,3,AVGE/succulent transition - 1st dom,26.3543306,-97.36344948,NA,NA,NA,0.237,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_29,2013,12,3,water/AVGE+succulent transition - mixed,26.35750029,-97.34921475,NA,NA,NA,0.016,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_30,2013,12,3,water/AVGE+succulent transition - 2nd dom,26.35749029,-97.34921599,NA,NA,NA,0.098,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_31,2013,12,3,AVGE+succulent/flat transition - 1st dom,26.3574816,-97.34921711,NA,NA,NA,0.164,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_44,2013,12,4,SPAL/AVGE transition - mixed,26.04590503,-97.1814334,NA,NA,NA,0.007,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_45,2013,12,4,SPAL/AVGE transition - 2nd dom,26.04591275,-97.18135909,NA,NA,NA,0.047,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_47,2013,12,4,40 m into AVGE zone,26.04601062,-97.18098022,NA,NA,NA,0.149,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_53,2013,12,4,flat/AVGE transition - mixed,26.04644577,-97.18497709,NA,NA,NA,0.076,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_54,2013,12,4,flat/AVGE transition - 2nd dom,26.04644735,-97.18499551,NA,NA,NA,0.192,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_55,2013,12,4,15 cm elevation gain,26.04645092,-97.1850118,NA,NA,NA,0.436,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_56,2013,12,4,AVGE/succulent transition - 1st dom,26.04645453,-97.18502739,NA,NA,NA,0.336,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_69,2013,12,4,SPAL/AVGE transition - 2nd dom,26.04803589,-97.18135137,NA,NA,NA,0.191,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_70,2013,12,4,AVGE/succulent transition - 1st dom,26.04802326,-97.18121711,NA,NA,NA,0.217,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_78,2013,12,5,water/AVGE transition - mixed,26.17127619,-97.30348389,NA,NA,NA,0.146,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15
