bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,issue,issn,eprint,article-number
Siewert_et_al_2016_article,associated source,Article,Landscape controls and vertical variability of soil organic carbon storage in permafrost-affected soils of the Lena River Delta,Matthias Benjamin Siewert and Gustaf Hugelius and Birgit Heim and Samuel Faucherre,NA,10.1016/j.catena.2016.07.048,http://dx.doi.org/10.1016/j.catena.2016.07.048,2016,dec,Elsevier BV,147,NA,725–741,CATENA,NA,NA,NA,NA,NA,NA,NA,0341-8162,NA,NA
Smeaton_et_al_2021_data,primary dataset,Misc,"Sedimentological and organic carbon data from the Kyle of Tongue saltmarsh, Scotland, 2018",C. Smeaton and L. Rees-Hughs and N.L.M. Barlow and W.E.N. Austin,NA,10.5285/B57EF444-54D4-47F9-8CBF-3CFEF1182B55,https://catalogue.ceh.ac.uk/id/b57ef444-54d4-47f9-8cbf-3cfef1182b55,2021,NA,NERC Environmental Information Data Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smeaton_et_al_2022a_data,primary dataset,Misc,Physical and geochemical properties of saltmarsh soils from wide diameter gouge cores in UK saltmarshes collected between 2018 and 2021,C. Smeaton and C.J.T. Ladd and G.M. Havelock and L.C. Miller and E. Garrett and W. Hiles and L. McMahon and R.T.E. Mills and A. Radbourne and L. Rees-Hughes and S. Riegel and N.L.M. Barlow and M.W. Skov and R. Gehrels and W.E.N. Austin,NA,10.5285/279558CD-20FB-4F19-8077-4400817A4482,https://catalogue.ceh.ac.uk/id/279558cd-20fb-4f19-8077-4400817a4482,2022,NA,NERC EDS Environmental Information Data Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smeaton_et_al_2022b_data,primary dataset,Misc,Physical and geochemical properties of saltmarsh soils from narrow diameter gouge cores in UK saltmarshes collected between 2018 and 2021,C. Smeaton and C.J.T. Ladd and G.M. Havelock and L.C. Miller and E. Garrett and W. Hiles and L. McMahon and R.T.E. Mills and A. Radbourne and L. Rees-Hughes and S. Riegel and N.L.M. Barlow and M.W. Skov and R. Gehrels and W.E.N. Austin,NA,10.5285/D301C5F5-77F5-41BA-934E-A80E1293D4CD,https://catalogue.ceh.ac.uk/id/d301c5f5-77f5-41ba-934e-a80e1293d4cd,2022,NA,NERC EDS Environmental Information Data Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smeaton_et_al_2023_data,primary dataset,Misc,"Physical and geochemical properties of saltmarsh soils from wide diameter gouge cores in Essex, UK, collected in 2019",C. Smeaton and C.T. Ladd and G.M. Havelock and L. McMahon and L.C. Miller and A. Radbourne,NA,10.5285/FA3F4087-528E-4C5D-90D8-6BB4675D6317,https://catalogue.ceh.ac.uk/id/fa3f4087-528e-4c5d-90d8-6bb4675d6317,2023,NA,NERC EDS Environmental Information Data Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021_article,associated source,article,Sea Level-Driven Marsh Migration Results in Rapid Net Loss of Carbon,"Alexander Smith, Matthew Kirwan",NA,10.1029/2021GL092420,https://doi.org/10.1029/2021GL092420,2021,jul,AGU,48,NA,NA,Geophysical Research Letters,NA,NA,NA,NA,NA,16,13,NA,NA,NA
Smith_and_Kirwan_2021_data,primary dataset,misc,Sea Level-Driven Marsh Migration Results in Rapid Net Loss of Carbon,"Alexander Smith, Matthew Kirwan",NA,10.25573/serc.24916407,https://smithsonian.figshare.com/articles/dataset/Sea_Level-Driven_Marsh_Migration_Results_in_Rapid_Net_Loss_of_Carbon/24916407,2023,NA,Smithsonian Environmental Research Center,NA,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snedden_2018_article,primary dataset,Misc,"Dataset: Soil properties, soil radioisotope activity, and end-of-season belowground biomass across Barataria basin wetlands (2016)",Gregg A. Snedden,NA,https://doi.org/10.5066/F7BK1BJ8,https://www.sciencebase.gov/catalog/item/5a4eae82e4b0d05ee8c6649c,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snedden_2021_data,primary dataset,Misc,Soil properties and soil radioisotope activity across Breton Sound basin wetlands (2008-2013),Gregg A. Snedden,NA,https://doi.org/10.5066/P9XWAXOT,https://www.sciencebase.gov/catalog/item/60078ab4d34e162231fb1ce7,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stahl_et_al_2018,article,Article,Tidal freshwater forests: Sentinels for climate change,"McKenna Stahl, Sarah Widney and Christopher Craft",NA,10.1016/j.ecoleng.2018.03.002,{https://doi.org/10.1016/j.ecoleng.2018.03.002,2018,NA,NA,NA,NA,NA,Ecological Engineering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stahl_et_al_2024,primary dataset,Misc,Dataset: Tidal freshwater forests: Sentinels for climate change,"McKenna Stahl, Sarah Widney and Christopher Craft",NA,10.25573/serc.24886155,https://doi.org/10.25573/serc.24886155,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024_data,NA,Misc,Sediment Accumulation in Salt Marshes Across the Southeastern United States,Luke David Stevens,NA,10.25573/serc.25289635,https://smithsonian.figshare.com/articles/dataset/Sediment_Accumulation_in_Salt_Marshes_Across_the_Southeastern_United_States/25289635,2015,NA,NA,NA,NA,NA,East Carolina University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thom_1992_article,associated source,Article,Accretion rates of low intertidal salt marshes in the Pacific Northwest,Ronald M. Thom,NA,10.1007/bf03160603,https://doi.org/10.1007/bf03160603,1992,dec,Springer Science and Business Media {LLC},12,3,147--156,Wetlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thom_1992_data,primary dataset,Misc,Dataset: Accretion rates of low intertidal salt marshes in the Pacific Northwest,Ronald M. Thom,NA,10.25573/DATA.10046189,https://smithsonian.figshare.com/articles/Dataset_Accretion_rates_of_low_intertidal_salt_marshes_in_the_Pacific_Northwest/10046189,2019,NA,The Smithsonian Institution,NA,NA,NA,NA,CC BY 4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trettin_et_al_2020_data,associated data,Misc,"Carbon stock inventory of mangroves, Pongara National Park, Gabon","Trettin, Carl C.; Dai, Zhaohua; Tang, Wenwu; Lagomasino, David; Thomas, Nathan; Lee, Seung-Kuk; Ebanega, Médard Obiang; Simard, Marc; Fatoyinbo, Temilola E.",NA,10.2737/RDS-2020-0040,https://doi.org/10.2737/RDS-2020-0040,2020,feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA
Trettin_et_al_2020_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove biomass vegetation-Rufiji River Delta-2016,Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola,NA,10.17528/cifor/data.00219,http://dx.doi.org/10.17528/CIFOR/DATA.00219,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trettin_et_al_2020_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Rufiji River Delta-2016,Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola,NA,10.17528/cifor/data.00221,http://dx.doi.org/10.17528/CIFOR/DATA.00221,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trettin_et_al_2020_dataset,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Rufiji River Delta-2016,"Trettin, C.; Dai, Z.; Mangora, M.; Lagomasino, D.; Lee, S.K.; Tang, W.; Fatoyinbo, T.",NA,https://doi.org/10.17528/CIFOR/DATA.00221,https://data.cifor.org/dataset.xhtml?persistentId=doi:10.17528/CIFOR/DATA.00221,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trettin_et_al_2020_zambezi_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove biomass vegetation-Zambezi River Delta-2012,Trettin Carl and Stringer Christina and Tang Wenwu and Macamo Celia and Bandeira Salomão and Nicolau Denise and Macuacua Joaquím and Fatoyinbo Temilola and Simard Marc,NA,10.17528/cifor/data.00217,http://dx.doi.org/10.17528/CIFOR/DATA.00217,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trialaksita_et_al_2020_article,associated source,Article,"Effects of permeable barriers on total ecosystem carbon stocks of mangrove forests and abandoned ponds in Demak District, Central Java, Indonesia",Trialaksita Sari Priska Ardhani and DANIEL MURDIYARSO and CECEP KUSMANA,NA,10.13057/biodiv/d211134,http://dx.doi.org/10.13057/biodiv/d211134,2020,oct,UNS Solo,21,11,NA,Biodiversitas Journal of Biological Diversity,NA,NA,NA,NA,NA,NA,NA,1412-033X,NA,NA
Turck_2014_data,primary dataset,Misc,"Vibracore and Tree Stump Data from the Marsh Near Mary Hammock, McIntosh County, GA","Turck, John A",NA,10.6073/pasta/4541ae084d807962b8c331eea61908bd,https://doi.org/10.6073/pasta/4541ae084d807962b8c331eea61908bd,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van_de_Broek_et_al_2018_data,primary dataset,Misc,"Van de Broek et al. 2018, GCB, Supplementary data",Marijn {Van De Broek},NA,10.17632/2NNV9BW3HH.2,https://data.mendeley.com/datasets/2nnv9bw3hh/2,2018,NA,Mendeley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veldkornet_2016_PhD,associated source,Misc,Estuarine Species and Habitats: Distribution and Connectivity,Dimitri Veldkornet,NA,NA,NA,2016,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veldkornet_et_al_2016,associated source,Article,The distribution of salt marsh macrophyte species in relation to physicochemical variables,"D.A. Veldkornet, A.J. Potts, J.B. Adams",NA,http://dx.doi.org/10.1016/j.sajb.2016.08.008,http://dx.doi.org/10.1016/j.sajb.2016.08.008,2016,NA,NA,NA,NA,NA,South African Journal of Botany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verle_2013,associated source,Misc,"Characteristics of the Mbashe Catchment and Estuary, South Africa. Towards an assessment of catchment land use impact","Verlé, K.",NA,NA,https://documentatiecentrum.watlab.be/imis.php?module=ref&refid=247682,2013,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vien_et_al_2016_article,associated source,Article,Carbon stocks in artificially and naturally regenerated mangrove ecosystems in the Mekong Delta,Vien Ngoc Nam and Sigit D. Sasmito and Daniel Murdiyarso and Joko Purbopuspito and Richard A. MacKenzie,NA,10.1007/s11273-015-9479-2,http://dx.doi.org/10.1007/s11273-015-9479-2,2016,jan,Springer Science and Business Media LLC,24,2,231–244,Wetlands Ecology and Management,NA,NA,NA,NA,NA,NA,NA,1572-9834,NA,NA
Vincent_and_Dionne_2023_data,primary dataset,Misc,Dataset: Sediment Carbon Content from three Maine Salt Marshes 1993,"Robert Vincent, Michele Dionne",NA,https://doi.org/10.25573/serc.23960793.v2,https://smithsonian.figshare.com/articles/dataset/Dataset_Sediment_Carbon_Content_from_three_Maine_Salt_Marshes_1993/23960793/2,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vinent_and_kirwan_2017_data,primary dataset,Misc,"Upper Phillips Creek soil organic content and bulk density April, 2017","Vinent, O.D. and ML. Kirwan",NA,10.6073/pasta/0f1cceb5f013643be08dbc5386f073ac,https://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.264,2017,apr,Virginia Coast Reserve Long-Term Ecological Research Project Data Publication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitti_et_al_2020_article,associated source,Article,Contrasting responses of native and alien plant species to soil properties shed new light on the invasion of dune systems,Stefano Vitti and Elisa Pellegrini and Valentino Casolo and Giacomo Trotta and Francesco Boscutti,NA,10.1093/jpe/rtaa052,http://dx.doi.org/10.1093/jpe/rtaa052,2020,aug,Oxford University Press (OUP),13,6,667–675,Journal of Plant Ecology,NA,NA,NA,NA,NA,NA,NA,1752-993X,NA,NA
Vromans_2010,associated source,Misc,MACROPHYTE PHENOLOGY IN A TEMPORARILY OPEN/CLOSED ESTUARY COMPARED WITH A PERMANENTLY OPEN ESTUARY,Deborah Claire Vromans,NA,NA,NA,2010,NA,NA,NA,NA,NA,Standard Theses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang_et_al_2023_data,primary dataset,Misc,Spatial Variability in Vertical Accretion and Carbon Sequestration in Salt Marsh Soils of an Urban Estuary,"Wang, H., Snedden, G., Hartig, E., Chen, Q.",NA,10.1007/s13157-023-01699-y,https://doi.org/10.1007/s13157-023-01699-y,2023,may,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA
Ward_2020_article,associated source,Article,Carbon sequestration and storage in Norwegian Arctic coastal wetlands: Impacts of climate change,Raymond D. Ward,NA,10.1016/j.scitotenv.2020.141343,http://dx.doi.org/10.1016/j.scitotenv.2020.141343,2020,dec,Elsevier BV,748,NA,141343,Science of The Total Environment,NA,NA,NA,NA,NA,NA,NA,0048-9697,NA,NA
Weston_et_al_2023_article,primary source,Article,Recent Acceleration of Wetland Accretion and Carbon Accumulation Along the U.S. East Coast,Nathaniel B. Weston and Elise Rodriguez and Brian Donnelly and Elena Solohin and Kristen Jezycki and Sandra Demberger and Lori A. Sutter and James T. Morris and Scott Neubauer and Christopher B. Craft,NA,10.1029/2022EF003037,https://doi.org/10.1029/2022EF003037,2023,NA,NA,NA,NA,NA,Earth's Future,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2023_data,primary dataset,Misc,Dataset: Recent Acceleration of Coastal Wetland Accretion Along the U.S. East Coast,Nathaniel B Weston and Elise Rodriguez and Brian Donnelly and Elena Solohin and Kristen Jezycki and Sandra Demberger and Lori Sutter and James {T. Morris} and Scott C. Neubauer and Christopher B Craft,NA,10.25573/SERC.13043054,https://smithsonian.figshare.com/articles/dataset/Dataset_Recent_Acceleration_of_Coastal_Wetland_Accretion_Along_the_U_S_East_Coast/13043054,2023,NA,Smithsonian Environmental Research Center,NA,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wollenberg_et_al_2018_article,associated source,Article,Rapid carbon accumulation following managed realignment on the Bay of Fundy,Jan T. Wollenberg and Jeff Ollerhead and Gail L. Chmura,NA,10.1371/journal.pone.0193930,http://dx.doi.org/10.1371/journal.pone.0193930,2018,mar,Public Library of Science (PLoS),13,3,e0193930,PLOS ONE,NA,NA,NA,NA,NA,NA,NA,1932-6203,NA,NA
Wooldridge_et_al_2016,associated source,Article,"Biotic responses to extreme hypersalinity in an arid zone estuary, South Africa","T.H. Wooldridge, J.B. Adams, M. Fernandes",NA,http://dx.doi.org/10.1016/j.sajb.2016.05.004,http://dx.doi.org/10.1016/j.sajb.2016.05.004,2016,NA,NA,NA,NA,NA,South African Journal of Botany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xia_et_al_2022_synthesis,associated source,Article,"Storage, patterns and influencing factors for soil organic carbon in coastal wetlands of China",Shaopan Xia and Zhaoliang Song and Lukas {Van Zwieten} and Laodong Guo and Changxun Yu and Weiqi Wang and Qiang Li and Iain P. Hartley and Yuanhe Yang and Hongyan Liu and Yidong Wang and Xiangbin Ran and Cong‐Qiang Liu and Hailong Wang,NA,10.1111/gcb.16325,http://dx.doi.org/10.1111/gcb.16325,2022,jul,Wiley,28,20,6065–6085,Global Change Biology,NA,NA,NA,NA,NA,NA,NA,1365-2486,NA,NA
Yando_et_al_2016_article,synthesis source,Article,Salt marsh-mangrove ecotones: using structural gradients to investigate the effects of woody plant encroachment on plant-soil interactions and ecosystem carbon pools,Erik S. Yando and Michael J. Osland and Jonathan M. Willis and Richard H. Day and Ken W. Krauss and Mark W. Hester,NA,10.1111/1365-2745.12571,https://doi.org/10.1111/1365-2745.12571,2016,apr,Wiley,104,4,1020--1031,Journal of Ecology,NA,Rebecca McCulley,NA,NA,NA,NA,NA,NA,NA,NA
Yang_et_al_2016_article,associated source,Article,Salt marsh‐mangrove ecotones: using structural gradients to investigate the effects of woody plant encroachment on plant–soil interactions and ecosystem carbon pools,Erik S. Yando and Michael J. Osland and Jonathan M. Willis and Richard H. Day and Ken W. Krauss and Mark W. Hester,NA,10.1111/1365-2745.12571,http://dx.doi.org/10.1111/1365-2745.12571,2016,apr,Wiley,104,4,1020–1031,Journal of Ecology,NA,NA,NA,NA,NA,NA,NA,1365-2745,NA,NA
Yuan_et_al_2017_article,associated source,Article,"Sources and distribution of sedimentary organic matter along the Andong salt marsh, Hangzhou Bay",Hong-Wei Yuan and Jian-Fang Chen and Ying Ye and Zhang-Hua Lou and Ai-Min Jin and Xue-Gang Chen and Zong-Pei Jiang and Yu-Shih Lin and Chen-Tung Arthur Chen and Pei Sun Loh,NA,10.1016/j.jmarsys.2017.06.001,http://dx.doi.org/10.1016/j.jmarsys.2017.06.001,2017,oct,Elsevier BV,174,NA,78–88,Journal of Marine Systems,NA,NA,NA,NA,NA,NA,NA,0924-7963,NA,NA
de_los_Santos_et_al_2022_article,associated source,Article,Vertical intertidal variation of organic matter stocks and patterns of sediment deposition in a mesotidal coastal wetland,Carmen B. {de los Santos} and François Lahuna and André Silva and Cátia Freitas and Márcio Martins and A. Rita Carrasco and Rui Santos,NA,10.1016/j.ecss.2022.107896,http://dx.doi.org/10.1016/j.ecss.2022.107896,2022,aug,Elsevier BV,272,NA,107896,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,0272-7714,NA,NA
de_los_Santos_et_al_2023_article,associated source,Article,"Sedimentary Organic Carbon and Nitrogen Sequestration Across a Vertical Gradient on a Temperate Wetland Seascape Including Salt Marshes, Seagrass Meadows and Rhizophytic Macroalgae Beds",Carmen B. {de los Santos} and Luis G. Egea and Márcio Martins and Rui Santos and Pere Masqué and Gloria Peralta and Fernando G. Brun and Rocío Jiménez-Ramos,NA,10.1007/s10021-022-00801-5,http://dx.doi.org/10.1007/s10021-022-00801-5,2022,oct,Springer Science and Business Media LLC,26,4,826–842,Ecosystems,NA,NA,NA,NA,NA,NA,NA,1435-0629,NA,NA
schieder_and_kirwan_2019_data,primary dataset,misc,Dataset: Sea-level driven acceleration in coastal forest retreat,"Nathalie Schieder, Matthew Kirwan",NA,10.25573/serc.25259983,https://smithsonian.figshare.com/articles/dataset/Dataset:_Sea-level_driven_acceleration_in_coastal_forest_retreat/10.25573/serc.25259983,2024,NA,Smithsonian Environmental Research Center,NA,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA,NA
van_Ardenne_et_al_2018_article,associated source,Article,The importance of geomorphic context for estimating the carbon stock of salt marshes,"Lee B. van Ardenne, Serge Jolicoeur, Dominique Bérubé, David Burdick, Gail L. Chmura",NA,https://doi.org/10.1016/j.geoderma.2018.06.003,https://www.sciencedirect.com/science/article/pii/S0016706117317172,2018,NA,NA,NA,NA,NA,Geoderma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
van_Ardenne_et_al_2018_dataset,primary dataset,Misc,High resolution carbon stock and soil data for three salt marshes along the northeastern coast of North America,"Lee B. van Ardenne, Serge Jolicoeur, Dominique Bérubé, David Burdick, Gail L. Chmura",NA,https://doi.org/10.1016/j.dib.2018.07.037,https://www.sciencedirect.com/science/article/pii/S2352340918308102#ec0010,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
