study_id,site_id,core_id,method_id,year,month,day,latitude,longitude,country,admin_division,habitat,depth_min,depth_max,sample_id,dry_bulk_density,compaction_fraction,compaction_notes,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_unit,delta_c13,be7_activity,be7_activity_se,age,age_se,depth_interval_notes,core_notes,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,coring_method,roots_flag,sediment_sieved_flag,sediment_sieve_size,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_mass,loss_on_ignition_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,carbon_profile_notes,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,ra226_assumption,c14_counting_method,dating_notes,age_depth_model_reference,age_depth_model_notes,fraction_carbon_flag,high_low_carbon,percent_organic_matter,percent_carbon
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,single set of methods,2013,5,26,30.07675,-83.94756666666666,United States,Florida,marsh,34,35,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.59,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,1.91,0.39
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,0,1,NA,0.81,NA,NA,4.16,NA,becquerelsPerKilogram,24.06,10.16,NA,NA,becquerelsPerKilogram,22.28,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-23.52,NA,NA,2012.4,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,5.28,1.13
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,1,2,NA,1.09,NA,NA,1.44,NA,becquerelsPerKilogram,32.37,11.26,NA,NA,becquerelsPerKilogram,20.46,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-22.96,NA,NA,2010.5,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,5.41,1.45
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,2,3,NA,1.17,NA,NA,3.41,NA,becquerelsPerKilogram,24.3,10.11,NA,NA,becquerelsPerKilogram,25.1,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-23.16,NA,NA,2008.9,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,5.54,1.2
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,3,4,NA,1,NA,NA,3.47,NA,becquerelsPerKilogram,24.78,10.28,NA,NA,becquerelsPerKilogram,27.15,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-22.87,NA,NA,2007.4,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,5.4,1.58
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,4,5,NA,1.03,NA,NA,5.19,NA,becquerelsPerKilogram,36.78,11.5,NA,NA,becquerelsPerKilogram,23.41,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-22.31,NA,NA,2005,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,6.849999999999999,1.9299999999999997
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,5,6,NA,0.91,NA,NA,6.06,NA,becquerelsPerKilogram,20.13,10.92,NA,NA,becquerelsPerKilogram,34.82,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-23.09,NA,NA,2003.7,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,6.849999999999999,1.25
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,6,7,NA,0.94,NA,NA,6.56,NA,becquerelsPerKilogram,30.69,12.06,NA,NA,becquerelsPerKilogram,32.98,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-23.18,NA,NA,2001.7,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,10.24,1.4
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,7,8,NA,0.92,NA,NA,9.6,NA,becquerelsPerKilogram,38.15,13.07,NA,NA,becquerelsPerKilogram,37.47,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-23.04,NA,NA,1999,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,9.16,1.81
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,8,9,NA,0.81,NA,NA,6.99,NA,becquerelsPerKilogram,33.27,11.54,NA,NA,becquerelsPerKilogram,25.69,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-22.58,NA,NA,1996.8,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,8.13,1.8799999999999997
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,9,10,NA,0.88,NA,NA,8.64,NA,becquerelsPerKilogram,26.07,11.95,NA,NA,becquerelsPerKilogram,28.85,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-23.34,NA,NA,1994.7,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,7.62,1.43
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,10,11,NA,0.95,NA,NA,7.72,NA,becquerelsPerKilogram,5.07,9.68,NA,NA,becquerelsPerKilogram,33.77,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-23.32,NA,NA,1994.3,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,9.56,1.52
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,11,12,NA,0.88,NA,NA,8,NA,becquerelsPerKilogram,41.96,14.39,NA,NA,becquerelsPerKilogram,44.68,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-22.9,NA,NA,1990.7,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,8.8,1.7399999999999998
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,12,13,NA,0.73,NA,NA,8.33,NA,becquerelsPerKilogram,28.06,16.49,NA,NA,becquerelsPerKilogram,46.5,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-23.85,NA,NA,1988.5,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,8.99,2.29
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,13,14,NA,0.79,NA,NA,6.07,NA,becquerelsPerKilogram,24.38,15.52,NA,NA,becquerelsPerKilogram,64.69,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.17,NA,NA,1986.3,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,15.7,2.32
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,14,15,NA,0.65,NA,NA,1.71,NA,becquerelsPerKilogram,38.05,14.36,NA,NA,becquerelsPerKilogram,75.7,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.31,NA,NA,1983.2,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,18.59,3.84
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,15,16,NA,0.72,NA,NA,7.55,NA,becquerelsPerKilogram,63.64,19.34,NA,NA,becquerelsPerKilogram,68.63,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.44,NA,NA,1976.6,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,18.37,4.12
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,16,17,NA,0.69,NA,NA,3.36,NA,becquerelsPerKilogram,29.88,12.83,NA,NA,becquerelsPerKilogram,81.79,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.25,NA,NA,1973.1,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,17.17,4.28
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,17,18,NA,0.74,NA,NA,1.45,NA,becquerelsPerKilogram,24.72,15.45,NA,NA,becquerelsPerKilogram,62.92,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.63,NA,NA,1969.7,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,15.990000000000002,3.52
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,18,19,NA,0.83,NA,NA,1.59,NA,becquerelsPerKilogram,28.87,9.13,NA,NA,becquerelsPerKilogram,48.51,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.87,NA,NA,1964.5,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,12.94,3.09
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,19,20,NA,0.75,NA,NA,1.31,NA,becquerelsPerKilogram,15.49,12.99,NA,NA,becquerelsPerKilogram,65.35,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-25.15,NA,NA,1961.7,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,10.17,2.54
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,20,21,NA,0.87,NA,NA,0.18,NA,becquerelsPerKilogram,18.58,8.7,NA,NA,becquerelsPerKilogram,43.4,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-25.26,NA,NA,1957.3,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,11.04,1.9799999999999998
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,21,22,NA,0.94,NA,NA,2.25,NA,becquerelsPerKilogram,36.85,14.5,NA,NA,becquerelsPerKilogram,48.52,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.65,NA,NA,1945.1,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,9.62,2.27
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,22,23,NA,1,NA,NA,1.83,NA,becquerelsPerKilogram,33.16,8.89,NA,NA,becquerelsPerKilogram,39.59,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.67,NA,NA,1926.3,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,6.87,1.68
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,23,24,NA,1.07,NA,NA,1.35,NA,becquerelsPerKilogram,7.67,12.04,NA,NA,becquerelsPerKilogram,54.69,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.04,NA,NA,1919.3,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,4.68,1.27
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,24,25,NA,1.2,NA,NA,NA,NA,NA,16.55,8.26,NA,NA,becquerelsPerKilogram,49.49,NA,becquerelsPerKilogram,NA,NA,NA,NA,NA,-24.16,NA,NA,1890.4,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,5.12,1.32
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,25,26,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.96,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,4.29,0.97
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,26,27,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.01,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,3.46,0.9000000000000001
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,27,28,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.02,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,3.11,0.69
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,28,29,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.22,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,2.65,0.67
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,29,30,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.24,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,2.23,0.53
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,30,31,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.61,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,2.09,0.42
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,31,32,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.25,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,2.3,0.56
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,32,33,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.95,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,2.23,0.61
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,single set of methods,2013,5,26,30.07775,-83.9461,United States,Florida,marsh,33,34,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.05,NA,NA,NA,NA,NA,NA,NA,handheld,NA,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,Core collected in emergent vegetation but located near tree hammocks,NA,NA,NA,not specified,C2,B2,NA,9,push core,NA,NA,NA,compaction qualified,60,48,NA,NA,550,4,NA,NA,measured,NA,NA,EA,total carbon,NA,gamma,gamma,NA,CRS,each sample,NA,NA,core collection date,NA,NA,low,2.21,0.45000000000000007
