study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,method_id,compaction_notes,cs137_activity,cs137_unit,depth_interval_notes
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_55,0,2,0.2794233890000001,0.238688201,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_55,2,5,0.311116035,0.28241022500000007,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_55,10,13,0.369075862,0.27657830000000005,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_55,18,21,0.27500241900000005,0.344340624,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_55,27,30,0.34133502299999996,0.2823033710000001,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_56,0,2,0.459131335,0.17670579100000003,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_56,2,5,0.42289742,0.1676901,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_56,10,13,0.489795428,0.17450689900000002,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_56,18,21,0.580500512,0.164891865,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_57,0,2,0.26444622300000004,0.185029437,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_57,2,5,0.34253800799999995,0.212861953,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_57,10,13,0.416341151,0.168359942,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_57,18,21,0.486042114,0.17428400400000002,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_57,27,30,0.411950255,0.178659596,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_58,0,2,0.378453132,0.186333439,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_58,10,13,0.558485883,0.17233228300000003,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_58,18,21,0.5375178509999999,0.200377517,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_58,27,30,0.360438428,0.23090408200000004,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_59,0,2,0.31856251300000005,0.191826923,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_59,2,5,0.43626258600000006,0.195927103,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_59,10,13,0.34015609799999996,0.229361859,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_59,18,21,0.5906416780000001,0.197939662,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_59,27,30,0.385159774,0.19476071,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_60,0,2,0.237721907,0.213097927,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_60,2,5,0.362266966,0.199725777,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_60,10,13,0.30641236200000005,0.22949438200000005,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_60,18,21,0.29197654000000006,0.30783113599999995,NA,single set of methods,NA,NA,NA,NA
Neubauer_2002,Pamunkey_River,Sweet_Hall_marsh_dissertation_60,27,30,0.4811098740000001,0.2174354350000001,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,0,2,0.37,0.269527,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,2,4,0.32999999999999996,0.279774,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,4,6,0.41,0.29415,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,6,8,0.59,0.21378600000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,8,10,0.48,0.231301,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,10,12,0.4,0.25049099999999996,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,12,14,0.32,0.257615,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,14,16,0.4,0.20828800000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,16,18,0.45,0.165228,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,18,20,0.64,0.138779,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,20,22,0.59,0.129062,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,22,24,0.61,0.13501700000000005,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,24,26,0.6699999999999999,0.120588,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,26,28,0.74,0.116037,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,28,30,0.62,0.11927,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,30,32,0.6,0.111781,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,bee,32,34,0.81,0.10627000000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,1,4,0.1,0.615961,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,4,6,0.11,0.632272,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,6,8,0.13,0.599955,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,8,10,0.22,0.523889,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,10,12.5,0.19,0.4456929999999999,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,12.5,14.5,0.26,0.410786,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,14.5,16.5,0.42,0.320555,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,16.5,18.5,0.61,0.21613,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,18.5,20.5,0.96,0.15564200000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,20.5,21.5,0.8200000000000001,0.12256000000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,21.5,23,1.43,0.096349,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,dis,23,23.5,1.77,0.07351200000000001,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,0,2,0.36,0.321679,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,2,4,0.28,0.29486300000000004,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,4,6,0.3,0.32006,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,6,8,0.3,0.35425599999999996,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,8,10,0.2,0.3317649999999999,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,10,12,0.25,0.29907100000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,12,14,0.32,0.23876500000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,14,16,0.47,0.14923300000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,16,18,0.56,0.13872700000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,18,20,0.6,0.121143,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,20,22,0.77,0.094308,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,22,24,1.22,0.058966,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,24,26,1.46,0.052314,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,26,29,1.07,0.042774,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,jun,29,32,1.3,0.04456599999999999,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,0,2,0.49,0.29440500000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,2,4,0.3,0.3864240000000001,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,4,6,0.24,0.35639099999999996,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,6,8,0.21,0.29097800000000007,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,8,10,0.23,0.290747,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,10,12,0.29000000000000004,0.263859,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,12,14,0.46,0.181204,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,14,16,0.7,0.118839,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,16,18,1.01,0.068542,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,18,20,1.09,0.057967,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,juna,20,22,1.71,0.051459,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,0,2,0.24,0.204391,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,2,4,0.26,0.282629,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,4,6,0.3,0.24658900000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,6,8,0.29000000000000004,0.34876499999999994,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,8,10,0.2,0.339088,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,10,12,0.2,0.33157299999999995,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,12,14,0.21,0.29301200000000005,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,14,16,0.27,0.199105,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,16,18,0.94,0.11232,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,junb,18,20,0.1316,0.06947799999999998,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,0,1,NA,0,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,1,3,0.35,0.161885,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,3,5,0.3,0.17819000000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,5,7,0.32999999999999996,0.193366,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,7,9,0.3,0.17619800000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,9,11,0.26,0.162559,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,11,13,0.53,0.17271300000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,13,15,0.61,0.160386,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,15,17,0.46,0.15503500000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,17,19,0.5,0.13071500000000005,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,19,21,0.5700000000000001,0.117895,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,21,23,0.55,0.104805,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsc,23,25,0.51,0.13436,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,0,2,0.37,0.08010400000000001,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,2,4,0.7,0.082037,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,4,6,0.72,0.091598,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,6,8,0.76,0.093161,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,8,10,0.69,0.099124,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,10,12,0.89,0.103483,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,12,14,0.81,0.10269300000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,14,16,0.8600000000000001,0.084549,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,16,18,0.6599999999999999,0.080353,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,18,20,0.7,0.07866900000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,20,22,0.96,0.06825500000000001,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,22,24,1.07,0.064391,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,24,26,0.76,0.07029100000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,26,28,0.71,0.092569,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,28,30,0.71,0.113649,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,30,32,0.58,0.10152,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,lsp,32,34,0.91,0.100268,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,0,2,0.37,0.274104,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,2,4,0.29000000000000004,0.29326,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,4,6,0.28,0.29835000000000006,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,6,8,0.38,0.238383,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,8,10,0.42,0.203834,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,10,12,0.38,0.183876,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,12,14,0.32999999999999996,0.17595800000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,14,16,0.44,0.17426900000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,16,18,0.36,0.209639,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,18,20,0.32,0.170632,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,20,22,0.48,0.12078400000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,22,24,0.52,0.11523500000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,24,26,0.73,0.10069400000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,26,28,0.93,0.089504,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,28,30,0.6,0.09055699999999998,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pan,30,32,0.8300000000000001,0.07807700000000001,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pat,0,2,0.19,0.545209,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pat,2,4,0.15000000000000002,0.544007,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pat,4,6,0.2,0.44847,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pat,6,8,0.32999999999999996,0.31629199999999996,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pat,8,10,0.25,0.381902,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pat,10,12,0.26,0.35462499999999997,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pat,12,14,0.36,0.258125,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pat,14,16.5,0.35,0.183355,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,0,2,0.51,0.087367,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,2,4,0.63,0.088135,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,4,6,0.36,0.082805,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,6,8,0.45,0.094787,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,8,10,0.44,0.100171,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,10,12,0.29000000000000004,0.101485,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,12,14,0.29000000000000004,0.10797,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,14,16,0.49,0.109969,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,16,18,0.51,0.098467,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,18,20,0.6799999999999999,0.095428,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,20,22,0.37,0.093245,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,22,24,0.41,0.09819,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,24,26,0.4300000000000001,0.095088,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,26,28,0.4300000000000001,0.089785,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,28,30,0.45,0.096033,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,30,32,0.46,0.10468,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,pc,32,34,0.72,0.089672,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,0,2,0.09,0.688721,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,2,4,0.16,0.619902,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,4,6,0.15000000000000002,0.5627290000000001,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,6,8,0.2,0.502718,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,8,10,0.22,0.463662,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,10,12,0.32,0.434197,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,12,14,0.48,0.264715,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,14,16,0.9,0.143134,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,16,18,1.01,0.14051000000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,rm,18,20,0.88,0.17990800000000004,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,sal,0,2,0.64,0.20449600000000004,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,sal,2,4,0.9,0.122801,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,sal,4,6,0.88,0.113786,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,sal,6,8,0.9,0.130858,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,sal,8,10,0.81,0.09863600000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,sal,10,12,1.06,0.07601200000000001,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,sal,12,14,1.33,0.056156,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,sal,14,16,1.14,0.048709,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,0,2,0.31,0.222076,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,2,4,0.42,0.254615,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,4,6,0.46,0.26081000000000004,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,6,8,0.4,0.24844000000000005,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,8,10,0.35,0.25141800000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,10,12,0.46,0.23721200000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,12,13.5,0.36,0.25265499999999996,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,13.5,15.5,0.29000000000000004,0.26782800000000007,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,15.5,17.5,0.3,0.261494,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,17.5,19.5,0.29000000000000004,0.221589,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,19.5,21.5,0.32999999999999996,0.20625,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,21.5,23.5,0.32,0.193452,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,23.5,25.5,0.51,0.15066000000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,25.5,27.5,0.47,0.13890600000000003,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,27.5,29.5,0.74,0.10699300000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,29.5,31.5,0.7799999999999999,0.07692300000000002,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,31.5,33.5,1.02,0.059784,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,33.5,35.5,1.1900000000000002,0.050262,NA,single set of methods,NA,NA,NA,NA
Nuttle_1996,Hog_Island,ssp,35.5,36.5,1.37,0.058062,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,0,3,0.33599999999999997,0.302,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,3,6,0.251,0.324,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,6,9,0.237,0.315,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,9,12,0.23,0.28400000000000003,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,12,15,0.31,0.276,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,15,18,0.266,0.234,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,18,21,0.315,0.211,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,21,24,0.275,0.201,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,24,27,0.324,0.204,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,27,30,0.29400000000000004,0.231,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,30,33,0.365,0.198,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,33,36,0.386,0.17600000000000002,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,36,39,0.365,0.193,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,39,42,0.354,0.215,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,42,45,0.393,0.14200000000000002,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,45,48,0.271,0.238,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre1,48,51,0.262,0.246,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,0,3,0.171,0.361,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,3,6,0.189,0.397,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,6,9,0.23,0.313,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,9,12,0.264,0.28400000000000003,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,12,15,0.267,0.29000000000000004,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,15,18,0.28,0.277,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,18,21,0.28300000000000003,0.222,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,21,24,0.351,0.205,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,24,27,0.348,0.205,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,27,30,0.28700000000000003,0.237,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,30,33,0.305,0.239,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,33,36,0.378,0.195,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,36,39,0.33399999999999996,0.165,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,39,42,0.29400000000000004,0.211,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,42,45,0.392,0.17,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,45,48,0.391,0.14700000000000002,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,barre2,48,51,0.025,0.24700000000000005,NA,single set of methods,NA,NA,NA,NA
Nyman_et_al_1993,Terrebonne,bgoat1,0,3,0.084,0.423,NA,single set of methods,NA,NA,NA,NA
