study_id,site_id,core_id,method_id,depth_min,depth_max,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,12,14,NA,0.29,0.94,disintegrationsPerMinutePerGram,12.34,6.79,49.34,3.98,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,14,16,NA,0.32,1.59,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,16,18,0.13,0.29,1.68,disintegrationsPerMinutePerGram,-1.57,6.32,35.43,3.11,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,18,20,NA,1.67,1.87,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,20,22,NA,0.85,0.74,disintegrationsPerMinutePerGram,3.95,6.45,40.95,3.36,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,22,24,NA,2.84,1.47,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,24,26,0.13,0,0,disintegrationsPerMinutePerGram,8.53,6.58,45.53,3.6,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,26,28,NA,0.8,0.9,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,28,30,NA,2.74,1.29,disintegrationsPerMinutePerGram,3.44,6.44,40.44,3.36,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,30,32,NA,1.16,1.51,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,32,34,0.13,3.16,1.19,disintegrationsPerMinutePerGram,5,6.74,42,3.9,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,34,36,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,36,38,NA,1.39,0.69,disintegrationsPerMinutePerGram,-2.22,6.72,34.78,3.86,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,38,40,NA,0.39,1.51,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,40,42,0.12,1.01,1.15,disintegrationsPerMinutePerGram,-2.85,6.9,34.15,4.16,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,42,44,NA,1.33,1.15,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,44,46,NA,1.42,1.59,disintegrationsPerMinutePerGram,-6.93,6.54,30.07,3.53,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,46,48,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,48,50,0.11,2.32,1.12,disintegrationsPerMinutePerGram,-7.44,6.54,29.56,3.55,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,0,2,0.14,2.46,1.38,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,2,4,NA,3.48,1.36,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,4,6,NA,4.33,0.7,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,6,8,NA,4.18,1.37,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,8,10,0.16,4.08,1.38,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,10,12,NA,8.98,1.49,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,12,14,NA,7.81,1.51,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,14,16,NA,3.95,1.52,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,16,18,0.14,6.14,0.44,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,18,20,NA,2.63,1.48,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,20,22,NA,5.76,1.29,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,22,24,NA,6.12,1.33,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,24,26,0.13,4.69,0.5,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,26,28,NA,5.01,0.79,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,28,30,NA,4.02,0.64,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,30,32,NA,4.73,0.32,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,32,34,0.12,5.02,1.3,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,34,36,NA,5.06,1.41,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,36,38,NA,3.39,1.01,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,38,40,NA,5.96,1.06,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,40,42,0.11,5.84,1.49,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,42,44,NA,7.45,1.42,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,44,46,NA,6.65,1.61,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,46,48,NA,4.38,1.04,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,BRAD,BRAD_H,single set of methods,48,50,0.07,2.16,0.86,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PI,PI_W,single set of methods,32,34,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PI,PI_W,single set of methods,40,42,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PI,PI_W,single set of methods,46,48,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,10,12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,34,36,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PI,PI_M,single set of methods,44,46,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,2,4,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PI,PI_H,single set of methods,48,50,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,CB,CB_W,single set of methods,34,36,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,CB,CB_W,single set of methods,40,42,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,CB,CB_M,single set of methods,32,34,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,CB,CB_M,single set of methods,40,42,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,RB,RB_W,single set of methods,34,36,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,RB,RB_W,single set of methods,40,42,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,RB,RB_H,single set of methods,8,10,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,RB,RB_H,single set of methods,32,34,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,RB,RB_H,single set of methods,40,42,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_M,single set of methods,8,10,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_M,single set of methods,32,34,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_M,single set of methods,40,42,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_H,single set of methods,32,34,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_H,single set of methods,40,42,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
